vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti_x,jawatan_kabinet,jawatan_parlimen,gambar,parti_y
4,P090,Negeri Sembilan,Mantin,Tuan,Lee Boon Peng,,male,,,,,,BN - MCA
4,P087,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur Bandar,Tuan,Lee Lam Thye,,male,,,,,,DAP
4,P148,Sarawak,Kanowit,Tuan,Leo Moggie Anak Irok,,male,bumiputera,,,,,SNAP
4,P080,Selangor,Shah Alam,Tuan,Lew Sip Hon,,male,,,,,,BN - MCA
4,P140,Sarawak,Betong,Tuan,Liben Anak Kato @ Wairy Leben Anak Kato,,male,bumiputera,,,,,BN - PBB
4,P014,Kedah,Padang Serai,Tuan,Lim Kian Hoon,,male,,,,,,BN - MCA
4,P054,Perak,Ipoh,Tuan,Lim Cho Hock,,male,,,,,,DAP
4,P042,Pulau Pinang,Tanjong,Dr,Lim Chong Eu,,,,,,,,BN - Gerakan
4,P098,Melaka,Kota Melaka,Tuan,Lim Kit Siang,,male,,,,,,DAP
4,P123,Sabah,Sandakan,Datuk,Lim Pui Ho,,,,,,,,BN - SCA
4,P036,Pulau Pinang,Mata Kuching,Dr,Ling Liong Sik,,,,,,,,BN - MCA
4,P077,Selangor,Selayang,Tuan,Walter Loh Poh Khan,,male,,,,,,BN - MCA
4,P121,Sabah,Gaya,Datuk,Peter Lo Su Yin,,,,,,,,BN - SCA
4,P153,Sarawak,Baram,Tuan,Luhat Wan,,male,,,,,,SNAP
4,P029,Terengganu,Ulu Nerus,Tuan,Lukman Bin Abdul Kadir,,male,bumiputera,,,,,BN - PAS
4,P116,Sabah,Bandau,Tuan,Madina Bin Unggut,,male,bumiputera,,,,,BN - USNO
4,P041,Pulau Pinang,Bukit Bendera,Datuk,Albert Mah,,,,,,,,BN - MCA
4,P063,Perak,Tanjong Malim,Tuan,Mak Hon Kam,,male,,,,,,BN - MCA
4,P117,Sabah,Kota Belud,Tan Sri,Mohamed Said Bin Keruak,,male,bumiputera,,,,,BN - USNO
4,P035,Pulau Pinang,Kepala Batas,Tuan,Mohamed Sopiee Bin Sheikh Ibrahim,,male,bumiputera,,,,,BN - UMNO
4,P057,Perak,Parit,Tuan,Mohd. Bakri Bin Abdul Rais,,male,bumiputera,,,,,BN - UMNO
4,P085,Wilayah Persekutuan Kuala Lumpur,Setapak,Tuan,Mohd. Idris Bin Haji Ibrahim,,male,bumiputera,,,,,BN - UMNO
4,P128,Sabah,Silam,Tuan,Mohd. Salleh Bin Datuk Panglima Abdullah,,male,bumiputera,,,,,BN - USNO
4,P126,Sabah,Hilir Padas,Tuan Haji,Mohd. Taufeck Bin O.K.K. Haji Asneh,,male,bumiputera,,,,,BN - USNO
4,P020,Kelantan,Bachok,Tuan Haji,Mohd. Zain Bin Abdullah,,male,bumiputera,,,,,BN - PAS
4,P030,Terengganu,Ulu Terengganu,Datuk,Engku Muhsein Bin Abdul Kadir,,male,bumiputera,,,,,BN - UMNO
4,P115,Sabah,Marudu,Tun Datu Haji,Mustapha Bin Datu Harun,,male,bumiputera,,,,,BN - USNO
4,P003,Kedah,Jerlun,Datuk,Syed Nahar Bin Tun Syed Sheh Shahabuddin,,male,bumiputera,,,,,BN - UMNO
4,P104,Johor,Pagoh,Tan Sri,Syed Nasir Bin Ismail,,male,bumiputera,,,,,BN - UMNO
4,P076,Selangor,Kuala Selangor,,Raja Nasron Bin Raja Ishak,,male,bumiputera,,,,,BN - UMNO
4,P053,Perak,Kinta,Tuan,Ngan Siong Hin,,male,,,,,,DAP
4,P016,Kelantan,Tumpat,Tengku,Noor Asiah Binti Tengku Ahmad,,female,bumiputera,,,,,BN - UMNO
4,P081,Selangor,Petaling,Tuan,Oh Keng Seng,,male,,,,,,DAP
4,P052,Perak,Kuala Kangsar,Puan,Oon Zariah Binti Abu Bakar,,female,bumiputera,,,,,BN - UMNO
4,P007,Kedah,Alor Setar,Tuan,Oo Gin Sun,,male,,,,,,BN - MCA
4,P130,Sabah,Tawau,Tuan,Pang Sui Chee @ Alex Pang,,male,,,,,,BN - SCA
4,P093,Negeri Sembilan,Telok Kemang,Tuan,K.Pathamanaban,,male,,,,,,BN - MIC
4,P131,Sarawak,Bau,Tuan,Patrick Anek Uren,,male,,,,,,SNAP
4,P154,Sarawak,Limbang,Tuan,Racha Umong,,male,,,,,,BN - PBB
4,P043,Pulau Pinang,Jelutong,Tuan,Rasiah Rajasingam,,male,,,,,,BN - Gerakan
4,P027,Kelantan,Ulu Kelantan,Tengku,Razaleigh Bin Tengku Mohd. Hamzah,,male,bumiputera,,,,,BN - UMNO
4,P048,Perak,Sungai Siput,Tuan,S. Samy Vellu,,male,,,,,,BN - MIC
4,P011,Kedah,Jerai,Tuan,Sanusi Bin Junid,,male,bumiputera,,,,,BN - UMNO
4,P006,Kedah,Kuala Kedah,Datuk,Senu Bin Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
4,P001,Perlis,Kangar,Tuan,Shaari Bin Jusoh,,male,bumiputera,,,,,BN - UMNO
4,P010,Kedah,Baling,Tuan Haji,Shafie Bin Abdullah,,male,bumiputera,,,,,BN - UMNO
4,P044,Perak,Gerik,Tuan,Shamsuddin Bin Din,,male,bumiputera,,,,,BN - UMNO
4,P040,Pulau Pinang,Balik Pulau,Tuan,Shamsuri Bin Md. Salleh,,male,bumiputera,,,,,BN - UMNO
4,P150,Sarawak,Ulu Rajang,Tuan,Sibat Anak Tagong @ Sibut Miyut Anak Tagong,,male,bumiputera,,,,,SNAP
4,P147,Sarawak,Julau,Tuan,Thomas Salang Siden,,male,,,,,,SNAP
4,P083,Selangor,Sepang,Tuan Haji,Suhaimi Bin Datuk Haji Kamaruddin,,male,bumiputera,,,,,BN - UMNO
4,P025,Kelantan,Pasir Puteh,Tuan,Wan Sulaiman Bin Haji Ibrahim,,male,bumiputera,,,,,BN - PAS
4,P046,Perak,Parit Buntar,Tuan,Sulaiman Bin Haji Taib,,male,bumiputera,,,,,BN - UMNO
4,P056,Perak,Beruas,Tuan,Su Liang Yu,,male,,,,,,BN - PPP
4,P125,Sabah,Kimanis,,Pengiran Tahir Bin Pengiran Patera,,male,bumiputera,,,,,BN - USNO
4,P084,Wilayah Persekutuan Kuala Lumpur,Kepong,Dr,Tan Chee Khoon,,,,,,,,Pekemas
4,P038,Pulau Pinang,Bukit Mertajam,Tuan,Tan Cheng Bee,,male,,,,,,BN - MCA
4,P151,Sarawak,Bintulu,Tuan,Ting Ling Kiew,,male,,,,,,SNAP
4,P144,Sarawak,Bandar Sibu,Tuan,Wee Ho Soon,,male,,,,,,BN - SUPP
4,P152,Sarawak,Miri,Tuan,Yang Siew Siang,,male,,,,,,BN - SUPP
4,P135,Sarawak,Padawan,Datuk,Stephen Yong Kuet Tze,,,,,,,,BN - SUPP
4,P009,Kedah,Ulu Muda,Tuan Haji,Yusof Rawa @ Haji Yusuf Bin Haji Abdullah,,male,bumiputera,,,,,BN - PAS
4,P018,Kelantan,Pasir Mas,Tengku,Zaid Al Haj Bin Tengku Ahmad,,,,,,,,BN - PAS
4,P013,Kedah,Sungai Petani,Puan,Wan Zainab Binti M.A. Bakar,,female,bumiputera,,,,,BN - UMNO
4,P028,Terengganu,Besut,Tuan,Zakaria Bin Haji Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
4,P021,Kelantan,Rantau Panjang,Tuan Haji,Zakaria Bin Ismail,,male,bumiputera,,,,,BN - PAS
4,P127,Sabah,Keningau,Tuan,Stephen Robert Evans,,male,,,,,,BN - USNO
4,P101,Johor,Kluang,Tuan,Loh Fook Yen,,male,,,,,,BN - MCA
4,P012,Kedah,Kuala Muda,Tuan Haji,Mohamed Khir Johari,,male,,,,,,BN - UMNO
4,P026,Kelantan,Kuala Krai,Tuan,Mohd. Zahari Bin Awang,,male,bumiputera,,,,,BN - PAS
4,P122,Sabah,Penampang,Tuan,James Stephen Tibok,,male,,,,,,BN - USNO
5,,,,Tan Sri Dato',Syed Nasir Bin Ismail,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,
5,P109,Johor,Sri Gading,Y.A.B. Dato',Hussein Onn,,,,,Perdana Menteri,,,BN - UMNO
5,P004,Kedah,Kubang Pasu,Y.A.B. Dato' Seri Dr.,Mahathir Bin Mohamad,,male,bumiputera,,Timbalan Perdana Menteri,,,BN - UMNO
5,P100,Johor,Segamat,Dato',Lee San Choon,,,,,,,,BN - MCA
5,P079,Selangor,Pelabuhan Kelang,Tan Sri,V. Manickavasagam,,,,,,,,BN - MIC
5,P072,Pahang,Temerloh,Dato' Seri Haji,Hamzah Bin Haji Abdul Samah,,male,bumiputera,,,,,BN - UMNO
5,P132,Sarawak,Bandar Kuching,Tan Sri,Ong Kee Hui,,,,,,,,BN - SUPP
5,P065,Pahang,Lipis,Tan Sri Haji,Muhammad Ghazali Bin Shafie,,male,bumiputera,,,,,BN - UMNO
5,P102,Johor,Tenggaroh,Tan Sri Dato' Haji,Abdul Kadir Bin Yusof,,male,bumiputera,,,,,BN - UMNO
5,P082,Selangor,Kuala Langat,Datin Paduka Hajah,Aishah Binti Haji Abdul Ghani,,female,bumiputera,,,,,BN - UMNO
5,P134,Sarawak,Samarahan,Datuk Amar Haji,Abdul Taib Bin Mahmud,,male,bumiputera,,,,,BN - PBB
5,P019,Kelantan,Kota Baru,YM Tengku Dato',Ahmad Rithauddeen Al Haj Bin Tengku Ismail,,,,,,,,BN - UMNO
5,P075,Selangor,Ulu Selangor,Dato',Michael Chen Wing Sum,,,,,,,,BN - MCA > BN - Gerakan
5,P099,Johor,Labis,Dato',Musa Bin Hitam,,male,bumiputera,,,,,BN - UMNO
5,P027,Kelantan,Ulu Kelantan,YM Tengku Tan Sri,Razaleigh Hamzah,,,,,,,,BN - UMNO
5,P089,Negeri Sembilan,Jelebu,Datuk,Abdul Samad Bin Idris,,male,bumiputera,,,,,BN - UMNO
5,P097,Melaka,Batu Berendam,Tan Sri,Chong Hon Nyan,,,,,,,,BN - MCA
5,P066,Pahang,Jerantut,Dato',Shariff Ahmad,,,,,,,,BN - UMNO
5,P113,Johor,Pulai,Dato',Mohamed Bin Rahmat,,male,bumiputera,,,,,BN - UMNO
5,P060,Perak,Lumut,Dato',Richard Ho Ung Hun,,,,,,,,BN - MCA
5,P049,Perak,Taiping,Tuan,Paul Leong Khee Seong,,male,,,,,,BN - Gerakan
5,P032,Terengganu,Kuala Terengganu,Tuan,Abdul Manan Bin Othman,,male,bumiputera,,,,,BN - UMNO
5,P148,Sarawak,Kanowit,Tuan,Leo Moggie Anak Irok,,male,bumiputera,,,,,BN - SNAP
5,P045,Perak,Larut,Dato' Sri Haji,Kamaruddin Bin Mohd. Isa,,male,bumiputera,,,,,BN - UMNO
5,P070,Pahang,Bentong,Dato',Chan Siang Sun,,,,,,,,BN - MCA
5,P094,Negeri Sembilan,Tampin,Dato',Mokhtar Bin Haji Hashim,,male,bumiputera,,,,,BN - UMNO
5,P133,Sarawak,Santubong,Dr.,Sulaiman Bin Haji Daud,,male,bumiputera,,,,,BN - PBB
5,P047,Perak,Bagan Serai,Dato' Haji,Ramli Bin Omar,,male,bumiputera,,,,,BN - UMNO
5,P039,Pulau Pinang,Nibong Tebal,Dr.,Goh Cheng Teik,,,,,,,,BN - Gerakan
5,P106,Johor,Muar,Dato' Dr.,Neo Yee Pan,,,,,,,,BN - MCA
5,P067,Pahang,Kuantan,Tuan,Mohd. Ali Bin M. Shariff,,male,bumiputera,,,,,BN - UMNO
5,P141,Sarawak,Saratok,Tuan,Edmund Langgu Anak Saga,,male,bumiputera,,,,,BN - SNAP
5,P077,Selangor,Selayang,Puan,Rafidah Aziz,,female,,,,,,BN - UMNO
5,P093,Negeri Sembilan,Teluk Kemang,Tuan,K. Pathmanaban,,male,,,,,,BN - MIC
5,P080,Selangor,Shah Alam,Dato',Lew Sip Hon,,,,,,,,BN - MCA
5,P146,Sarawak,Mukah,Tuan Haji,Salleh Jafaruddin,,male,,,,,,BN - PBB
5,P036,Pulau Pinang,Mata Kuching,Dr.,Ling Liong Sik,,,,,,,,BN - MCA
5,P028,Terengganu,Besut,Tuan Haji,Zakaria Bin Haji Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
5,P005,Kedah,Padang Terap,Dato' Seri,Syed Ahmad Al Haj Bin Syed Mahmud Shahabuddin,,,bumiputera,,,,,BN - UMNO
5,P029,Terengganu,Ulu Nerus,Dato',Abdullah Bin Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
5,P003,Kedah,Jerlun Langkawi,Tuan,Sanusi Bin Junid,,male,bumiputera,,,,,BN - UMNO
5,P048,Perak,Sungai Siput,Tuan,S. Samy Vellu,,male,,,,,,BN - MIC
5,P063,Perak,Tanjung Malim,Tuan,Mak Hon Kam,,male,,,,,,BN - MCA
5,P071,Pahang,Pekan,Dato',Mohd. Najib Bin Tun Haji Abdul Razak,,male,bumiputera,,,,,BN - UMNO
5,P026,Kelantan,Kuala Krai,Dr.,Nik Hussein Bin Haji Wan Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
5,P122,Sabah,Penampang,Tuan,Clarence E. Mansul,,male,,,,,,BN - BERJAYA
5,P131,Sarawak,Mas Gading,Tuan,Patrick Anek Uren,,male,,,,,,BN - SNAP
5,P153,Sarawak,Baram,Tuan,Luhat Wan,,male,,,,,,BN - SNAP
5,P145,Sarawak,Rajang,Tuan,Jawan Anak Empaling,,male,bumiputera,,,,,BN - SUPP
5,P111,Johor,Batu Pahat,Dato',Abdul Jalal Bin Haji Abu Bakar,,male,bumiputera,,,,,BN - UMNO
5,P103,Johor,Ledang,Dato',Embong Bin Yahya,,male,bumiputera,,,,,BN - UMNO
5,P114,Johor,Johor Bahru,Tuan,Shahrir Bin Abdul Samad,,male,bumiputera,,,,,BN - UMNO
5,P035,Pulau Pinang,Kepala Batas,Tuan,Abdullah Bin Haji Ahmad,,male,bumiputera,,,,,BN - UMNO
5,P076,Selangor,Kuala Selangor,Tuan,Abu Hassan Bin Haji Omar,,male,bumiputera,,,,,BN - UMNO
5,P046,Perak,Parit Buntar,Tuan,Idris Bin Abdul Rauf,,male,bumiputera,,,,,BN - UMNO
5,P095,Melaka,Alor Gajah,Tuan,Abdul Rahim Bin Datuk Tamby Chik,,male,bumiputera,,,,,BN - UMNO
5,P121,Sabah,Gaya,Tuan,William Lye Chee Hien,,male,,,,,,BN - BERJAYA
5,P024,Kelantan,Machang,Tuan,Mohd. Kassim @ Yahya Bin Ahmad,,male,bumiputera,,,,,BN - UMNO
5,P116,Sabah,Bandau,Tuan,Abah Bin Mengimbal @ George Abah,,male,bumiputera,,,,,BN - BERJAYA
5,P096,Melaka,Jasin,Tuan,Abdul Ghafar Bin Baba,,male,bumiputera,,,,,BN - UMNO
5,P124,Sabah,Kinabatangan,Tuan,Abdul Ghani Bin Misbah,,male,bumiputera,,,,,BN - BERJAYA
5,P015,Kedah,Kulim,Tuan,Abdul Kadir Sheikh Fadzir,,male,bumiputera,,,,,BN - UMNO
5,P018,Kelantan,Pasir Mas,Tuan,Abdul Rahman Bin Daud,,male,bumiputera,,,,,BN - UMNO
5,P142,Sarawak,Paloh,Datuk Patinggi Tan Sri (Dr) Haji,Abdul Rahman Bin Ya'kub,,male,bumiputera,,,,,BN - PBB
5,P074,Selangor,Tanjung Karang,Tuan,Abdul Shukur Bin Haji Siraj,,male,bumiputera,,,,,BN - UMNO
5,P008,Kedah,Kota Setar,Datuk Haji,Abu Bakar Bin Umar,,male,bumiputera,,,,,PAS
5,P030,Terengganu,Ulu Terengganu,Tuan,Alias Bin Md. Ali,,male,bumiputera,,,,,BN - UMNO
5,P125,Sabah,Kimanis,Tuan,A. K. Aliuddin Bin Pengiran Haji Mohd. Tahir,,male,bumiputera,,,,,IND
5,P118,Sabah,Labuk Sugut,Tuan Haji,Ampong Bin Puyon,,male,bumiputera,,,,,BN - USNO
5,P115,Sabah,Marudu,Datuk,Ashkar Hasbollah,,,,,,,,BN - USNO
5,P062,Perak,Teluk Anson,Tuan,Au How Cheong,,male,,,,,,BN - Gerakan
5,P033,Terengganu,Dungun,Tuan,Awang Bin Jabar,,male,bumiputera,,,,,BN - UMNO
5,P059,Perak,Batang Padang,Tuan,Azharul Abidin Bin Haji Abdul Rahim,,male,bumiputera,,,,,BN - UMNO
5,P137,Sarawak,Simunjan,Tuan,Bujang Bin Haji Ulis,,male,bumiputera,,,,,BN - PBB
5,P098,Melaka,Kota Melaka,Tuan,Chan Ah Kow @ Chan Teck Chan,,male,,,,,,DAP
5,P088,Wilayah Persekutuan Kuala Lumpur,Sungai Besi,Tuan,Chan Kok Kit @ Chan Kit,,male,,,,,,DAP
5,P091,Negeri Sembilan,Seremban,Dr.,Chen Man Hin,,,,,,,,DAP
5,P058,Perak,Batu Gajah,Tuan,Chian Heng Kai,,male,,,,,,DAP
5,P143,Sarawak,Sarikei,Tuan,Chieng Tiong Kai,,male,,,,,,BN - SUPP
5,P107,Johor,Renggam,Tuan,Chin Hon Ngian,,male,,,,,,BN - MCA
5,P078,Selangor,Ulu Langat,Tuan,Chow Poh Kheng,,male,,,,,,BN - MCA
5,P041,Pulau Pinang,Bukit Bendera,Tuan,Peter Paul Dason,,male,,,,,,DAP
5,P086,Wilayah Persekutuan Kuala Lumpur,Damansara,Tuan,V. David,,male,,,,,,DAP
5,P136,Sarawak,Serian,Tuan,Richard Damping Anak Laki,,male,bumiputera,,,,,BN - SUPP
5,P138,Sarawak,Batang Lupar,Tuan,Edwin Anak Tangkun,,male,bumiputera,,,,,BN - SNAP
5,P127,Sabah,Keningau,Datuk,Stephen Robert Evans,,,,,,,,BN - BERJAYA
5,P123,Sabah,Sandakan,Tuan,Fung Ket Wing,,male,,,,,,DAP
5,P129,Sabah,Ulu Padas,Datuk,Harris Bin Mohd. Salleh,,male,bumiputera,,,,,BN - BERJAYA
5,P009,Kedah,Ulu Muda,Tuan,Hashim Bin Endut,,male,bumiputera,,,,,BN - UMNO
5,P050,Perak,Matang,Tuan,Hashim Bin Ghazali,,male,bumiputera,,,,,BN - UMNO
5,P064,Perak,Bagan Datok,Tuan Haji,Hassan Adli Bin Haji Arshad,,male,bumiputera,,,,,BN - UMNO
5,P105,Johor,Ayer Hitam,Dr.,Hee Tien Lai,,,,,,,,BN - MCA
5,P130,Sabah,Tawau,Tuan,Hiew Nyuk Ying,,male,,,,,,BN - BERJAYA
5,P069,Pahang,Maran,Tuan,Hishamuddin Bin Yahaya,,male,bumiputera,,,,,BN - UMNO
5,P023,Kelantan,Tanah Merah,Tuan,Hussein Bin Mahmood,,male,bumiputera,,,,,BN - UMNO
5,P021,Kelantan,Rantau Panjang,Tuan,Ibrahim Bin Muhammad,,male,bumiputera,,,,,BN - UMNO
5,P112,Johor,Pontian,Tuan Haji,Ikhwan Bin Nasir,,male,bumiputera,,,,,BN - UMNO
5,P011,Kedah,Jerai,Tuan,Ismail Bin Arshad,,male,bumiputera,,,,,BN - UMNO
5,P034,Terengganu,Kemaman,Tuan,Ismail @ Mansor Bin Said,,male,bumiputera,,,,,BN - UMNO
5,P073,Selangor,Sabak Bernam,Tuan,Jamaluddin Bin Suhaimi,,male,bumiputera,,,,,BN - UMNO
5,P061,Perak,Hilir Perak,Tuan,Kamaluddin Bin Maamor,,male,bumiputera,,,,,BN - UMNO
5,P043,Pulau Pinang,Jelutong,Tuan,Karpal Singh,,male,indian,,,,,DAP
5,P120,Sabah,Kinabalu,Tuan,Mark Koding,,male,,,,,,IND
5,P090,Negeri Sembilan,Mantin,Tuan,Lee Boon Peng,,male,,,,,,BN - MCA
5,P101,Johor,Keluang,Tuan,Lee Kaw,,male,,,,,,DAP
5,P087,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur Bandar,Tuan,Lee Lam Thye,,male,,,,,,DAP
5,P140,Sarawak,Betong,Tuan,Liben Anak Kato,,male,bumiputera,,,,,BN - PBB
5,P054,Perak,Ipoh,Tuan,Lim Cho Hock,,male,,,,,,DAP
5,P014,Kedah,Padang Serai,Tuan,Lim Kiam Hoon @ Lim Ah Ying,,male,,,,,,BN - MCA
5,P081,Selangor,Petaling,Tuan,Lim Kit Siang,,male,,,,,,DAP
5,P149,Sarawak,Kapit,Tuan,Leonard Linggi Anak Jugah,,male,bumiputera,,,,,BN - PBB
5,P092,Negeri Sembilan,Kuala Pilah,Datuk,Mansor bin Othman,,male,bumiputera,,,,,BN - UMNO
5,P044,Perak,Gerik,Tuan,Mohamad Tajol Rosli bin Mohamed Ghazali,,male,bumiputera,,,,,BN - UMNO
5,P022,Kelantan,Nilam Puri,Tuan Haji,Mohamed bin Haji Ali,,male,bumiputera,,,,,BN - UMNO
5,P012,Kedah,Kuala Muda,Tuan,Mohamed Khir Johari,,male,,,,,,BN - UMNO
5,P117,Sabah,Kota Belud,Tan Sri Datuk Haji,Mohmed Said Keruak,,male,,,,,,BN - USNO
5,P126,Sabah,Hilir Padas,Tuan Haji,Mohammad Taufeck bin O.K.K. Haji Asneh,,male,bumiputera,,,,,BN - USNO
5,P057,Perak,Parit,Tuan,Mohd. Bakri bin Abdul Rais,,male,bumiputera,,,,,BN - UMNO
5,P085,Wilayah Persekutuan Kuala Lumpur,Setapak,Tuan Haji,Mohd. Idris bin Haji Ibrahim,,male,bumiputera,,,,,BN - UMNO
5,P010,Kedah,Baling,Tuan,Mohd. Napi @ Nakhai bin Haji Ahmad,,male,bumiputera,,,,,PAS
5,P020,Kelantan,Bachok,Tuan Haji,Mohd. Zain bin Abdullah,,male,bumiputera,,,,,PAS
5,P104,Johor,Pagoh,Tuan,Muhiyuddin bin Haji Mohamed Yassin,,male,bumiputera,,,,,BN - UMNO
5,P139,Sarawak,Lubok Antu,Tuan,Jonathan Narwin Anak Jinggong,,male,bumiputera,,,,,BN - SNAP
5,P017,Kelantan,Pengkalan Chepa,Tuan Haji,Nik Abdul Aziz bin Nik Mat,,male,bumiputera,,,,,PAS
5,P031,Terengganu,Kuala Nerus,Datuk,Nik Hassan bin Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
5,P119,Sabah,Tuaran,Datuk,James Peter Ongkili,,,,,,,,BN - BERJAYA
5,P007,Kedah,Alor Setar,Tuan,Oo Gin Sun,,male,,,,,,BN - MCA
5,P055,Perak,Menglembu,Tuan,P. Patto,,male,,,,,,DAP
5,P154,Sarawak,Bukit Mas,Tuan,Racha Umong,,male,,,,,,BN - PBB
5,P128,Sabah,Silam,Datuk Haji,Sakaran bin Dandai,,male,bumiputera,,,,,BN - USNO
5,P006,Kedah,Kuala Kedah,Datuk,Senu bin Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
5,P038,Pulau Pinang,Bukit Mertajam,Tuan,Seow Hun Khim,,male,,,,,,DAP
5,P001,Perlis,Kangar,Tuan,Shaari bin Jusoh,,male,bumiputera,,,,,BN - UMNO
5,P040,Pulau Pinang,Balik Pulau,Tuan,Shamsuri bin Md. Salleh,,male,bumiputera,,,,,BN - UMNO
5,P110,Johor,Semerah,Tuan,Shariffah Dorah binti Mohammed,,female,bumiputera,,,,,BN - UMNO
5,P150,Sarawak,Ulu Rajang,Tuan,Sibat Miyut Anak Tagong,,male,bumiputera,,,,,BN - SNAP
5,P147,Sarawak,Julau,Tuan,Thomas Salang Siden,,male,,,,,,BN - SNAP
5,P083,Selangor,Sepang,Tuan Haji,Suhaimi bin Datuk Haji Kamaruddin,,male,bumiputera,,,,,BN - UMNO
5,P002,Perlis,Arau,Tuan,Syed Hassan bin Syed Mohamed,,male,bumiputera,,,,,BN - UMNO
5,P152,Sarawak,Lambir,Tuan,Raymond Szetu Mei Thong,,male,,,,,,SAPO
5,P068,Pahang,Raub,Dr.,Tan Koon Swan,,,,,,,,BN - MCA
5,P084,Wilayah Persekutuan Kuala Lumpur,Kepong,Dato' Dr.,Tan Tiong Hong,,,,,,,,BN - Gerakan
5,P016,Kelantan,Tumpat,YM Tengku,Nor Asiah binti Tengku Ahmad,,female,bumiputera,,,,,BN - UMNO
5,P056,Perak,Bruas,Tuan,Ting Chek Moy,,male,,,,,,DAP
5,P151,Sarawak,Bintulu,Tuan,Ting Ling Kiew,,male,,,,,,BN - SNAP
5,P051,Perak,Padang Rengas,Tuan,Umar bin Haji Ismail,,male,bumiputera,,,,,BN - UMNO
5,P025,Kelantan,Pasir Puteh,Tuan,Wan Mohd. Najib bin Wan Mohamad,,male,bumiputera,,,,,BN - UMNO
5,P013,Kedah,Sungai Petani,Puan,Wan Zainab binti M.A. Bakar,,female,bumiputera,,,,,BN - UMNO
5,P042,Pulau Pinang,Tanjong,Tuan,Wong Hoong Keat,,male,,,,,,DAP
5,P144,Sarawak,Sibu,Dr.,Wong Soon Kai,,,,,,,,BN - SUPP
5,P053,Perak,Kinta,Tuan,Yang Choong Fu,,male,,,,,,BN - MCA
5,P052,Perak,Kuala Kangsar,Puan,"Yong Fatimah binti Mohd. Razali, A.M.N., P.J.K.",,female,bumiputera,,,,,BN - UMNO
5,P135,Sarawak,Padawan,Datuk,"Stephen Yong Kuet Tze, P.N.B.S",,,,,,,,BN - SUPP
5,P108,Johor,Panti,Tuan,Yusof bin Malim Kuning @ Abdul Rahman bin Mohd. Jani,,male,bumiputera,,,,,BN - UMNO
5,P037,Pulau Pinang,Permatang Pauh,Tuan Haji,Zabidi bin Haji Ali,,male,bumiputera,,,,,PAS
6,,,,Dato,Mohamed Zahir Bin Haji Ismail,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,
6,P004,Kedah,Kubang Pasu,Y.A.B. Dato' Seri Dr,Mahathir Bin Mohamad.,,male,bumiputera,,Perdana Menteri,,,BN - UMNO
6,P108,Johor,Panti,Y.A.B. Dato,Musa Hitam,,,,,Timbalan Perdana Menteri,,,BN - UMNO
6,P091,Negeri Sembilan,Seremban,Dato',Lee San Choon,,,,,,,,BN - MCA
6,P065,Pahang,Lipis,Tan Sri Haji,Muhammad Ghazali Bin Shafie,,male,bumiputera,,,,,BN - UMNO
6,P082,Selangor,Kuala Langat,Datin Paduka Hajjah,Aishah Binti Haji Abdul Ghani,,female,bumiputera,,,,,BN - UMNO
6,P019,Kelantan,Kota Baru,Tengku Dato',Ahmad Rithauddeen Al Haj Bin Tengku Ismail,,,,,,,,BN - UMNO
6,P027,Kelantan,Ulu Kelantan,Tengku Tan Sri,Razaleigh Hamzah,,,,,,,,BN - UMNO
6,P097,Melaka,Batu Berendam,Tan Sri,Chong Hon Nyan,,,,,,,,BN - MCA
6,P049,Perak,Taiping,Dato',Paul Leong Khee Seong,,,,,,,,BN - Gerakan
6,P032,Terengganu,Kuala Terengganu,Dato',Abdul Manan Bin Othman,,male,bumiputera,,,,,BN - UMNO
6,P148,Sarawak,Kanowit,Dato',Leo Moggie Anak Irok,,,bumiputera,,,,,BN - SNAP
6,P106,Johor,Muar,Dato' Dr,Neo Yee Pan,,,,,,,,BN - MCA
6,P048,Perak,Sungei Siput,Dato',S. Samy Vellu,,,,,,,,BN - MIC
6,P094,Negeri Sembilan,Tampin,Dato',Mokhtar Bin Haji Hashim,,male,bumiputera,,,,,BN - UMNO
6,P052,Perak,Kuala Kangsar,Datin Paduka,Rafidah Aziz,,female,,,,,,BN - UMNO
6,P133,Sarawak,Santubong,Datuk Dr,Sulaiman Bin Haji Daud,,male,bumiputera,,,,,BN - PBB
6,P125,Sabah,Kimanis,Datuk,Pengiran Othman Bin Haji Pengiran Rauf,,male,bumiputera,,,,,BN - BERJAYA
6,P003,Kedah,Jerlun,Dato',Sanusi Bin Junid,,male,bumiputera,,,,,BN - UMNO
6,P035,Pulau Pinang,Kepala Batas,Dato',Abdullah Bin Haji Ahmad Badawi,,male,bumiputera,,,,,BN - UMNO
