author_id,name,birth_year,sex,ethnicity,start_date,end_date
3865,STEVEN CHOONG SHIAU YOON,1958.0,male,chinese,2018-05-09,2022-10-10
3730,SU KEONG SIONG,1967.0,male,chinese,2013-05-05,2022-10-10
5038,SUHAILI BIN ABDUL RAHMAN,1961.0,male,bumiputera,2022-11-19,
5122,SUHAIMI BIN NASIR,1968.0,male,bumiputera,2022-11-19,
5026,SUHAIZAN BIN KAIAT,1961.0,male,bumiputera,2022-11-19,
3598,SULAIMAN ABDUL RAHMAN TAIB,1969.0,male,bumiputera,2008-03-08,2013-04-03
4810,SYAHREDZAN BIN JOHAN,1983.0,male,bumiputera,2022-11-19,
4095,SYED ABU HUSSIN BIN HAFIZ SYED ABDUL FASAL,1961.0,male,bumiputera,2018-05-09,
3516,SYED HAMID BIN SYED JAAFAR ALBAR,1944.0,male,bumiputera,2008-03-08,2013-04-03
4261,SYED IBRAHIM BIN SYED NOH,1964.0,male,bumiputera,2018-05-09,
4266,SYED SADDIQ BIN SYED ABDUL RAHMAN,1993.0,male,bumiputera,2018-05-09,
4596,SYERLEENA BINTI ABDUL RASHID,1980.0,female,bumiputera,2022-11-19,
3306,TAIB AZAMUDDEN BIN MD TAIB,1951.0,male,bumiputera,2008-03-08,2013-04-03
3395,TAJUDDIN BIN ABDUL RAHMAN,1948.0,male,bumiputera,2008-03-08,2022-10-10
3661,TAKIYUDDIN BIN HASSAN,1962.0,male,bumiputera,2013-05-05,
4379,TAMBAT@ JUGAH ANAK MUYANG,1964.0,male,bumiputera,2018-05-09,2022-10-10
3186,TAN AH ENG,1956.0,female,chinese,2008-03-08,2013-04-03
4978,TAN HONG PIN,1981.0,male,chinese,2022-11-19,
4678,TAN KAR HING,1982.0,male,chinese,2022-11-19,
2447,TAN KEE KWONG,1947.0,male,chinese,2013-05-05,2018-04-07
1825,TAN KOK WAI,1957.0,male,chinese,2008-03-08,
3012,TAN LIAN HOE,1959.0,female,chinese,2008-03-08,2013-04-03
1238,TAN SENG GIAW,1943.0,male,chinese,2008-03-08,2018-04-07
3355,TAN TEE BENG,1972.0,male,chinese,2008-03-08,2013-04-03
2436,TAN YEE KEW,1953.0,female,chinese,2018-05-09,2022-10-10
4099,TEH KOK LIM,1970.0,male,chinese,2018-05-09,2022-10-10
3591,TEKHEE @TIKI ANAK LAFE,1953.0,male,bumiputera,2008-03-08,2013-04-03
3520,TENG BOON SOON,1942.0,male,chinese,2008-03-08,2013-04-03
2411,TENGKU AZLAN IBNI ALMARHUM SULTAN ABU BAKAR,1950.0,male,bumiputera,2008-03-08,2013-04-03
3835,TEO KOK SEONG,1980.0,male,chinese,2013-05-05,2018-04-07
3434,TEO NIE CHING,1981.0,female,chinese,2008-03-08,
2769,TERESA KOK,1964.0,female,chinese,2008-03-08,
3622,TIONG KING SING,1962.0,male,chinese,2008-03-08,
2574,TIONG THAI KING,1946.0,male,chinese,2008-03-08,2013-04-03
3441,TONY PUA KIAM WEE,1973.0,male,bumiputera,2008-03-08,2022-10-10
1958,UGAK ANAK KUMBONG,1962.0,male,bumiputera,2022-11-19,
5046,VERDON BIN BAHANDA,1973.0,male,bumiputera,2022-11-19,
5131,VIVIAN WONG SHIR YEE,1989.0,female,chinese,2018-05-09,
3315,WAN ABD. RAHIM BIN WAN ABDULLAH,1952.0,male,bumiputera,2008-03-08,2013-04-03
4529,WAN AHMAD FAYHSAL BIN WAN AHMAD KAMAL,1987.0,male,bumiputera,2022-11-19,
4901,WAN AZIZAH BINTI DR. WAN ISMAIL,1952.0,female,bumiputera,2013-05-05,
3686,WAN HASSAN BIN MOHD RAMLI,1958.0,male,bumiputera,2013-05-05,
2242,WAN JUNAIDI BIN TUANKU JAAFAR,1946.0,male,bumiputera,2008-03-08,2022-10-10
3736,WAN MOHAMMAD KHAIR-IL ANUAR WAN AHMAD,1960.0,male,bumiputera,2013-05-05,2018-04-07
4725,WAN RAZALI BIN WAN NOR,1981.0,male,bumiputera,2022-11-19,
4579,WAN SAIFULRUDDIN BIN WAN JAN,1975.0,male,bumiputera,2022-11-19,
1804,WEE CHOO KEONG,1953.0,male,chinese,2008-03-08,2013-04-03
3502,WEE KA SIONG,1968.0,male,chinese,2008-03-08,
5052,WETROM BIN BAHANDA,1970.0,male,bumiputera,2022-11-19,
3541,WILFRED MOJILIP BUMBURING,1952.0,male,bumiputera,2008-03-08,2013-04-03
3609,WILLIAM @ NYALLAU ANAK BADAK,1951.0,male,bumiputera,2008-03-08,2018-04-07
3427,WILLIAM LEONG JEE KEEN,1957.0,male,chinese,2008-03-08,
2254,WILLIAM MAWAN IKOM,1950.0,male,bumiputera,2013-05-05,2018-04-07
3949,WILLIE ANAK MONGIN,1976.0,male,bumiputera,2018-05-09,
3974,WILSON UGAK ANAK KUMBONG,1962.0,male,bumiputera,2013-05-05,2022-10-10
3786,WONG CHEN,1969.0,male,chinese,2013-05-05,
1965,WONG HO LENG,1960.0,male,chinese,2008-03-08,2013-04-03
4072,WONG HON WAI,1973.0,male,chinese,2018-05-09,2022-10-10
4105,WONG KAH WOH,1980.0,male,chinese,2018-05-09,
3962,WONG LING BIU,1959.0,male,chinese,2013-05-05,2022-10-10
4278,WONG SHU QI,1983.0,female,bumiputera,2018-05-09,
3894,WONG SZE PHIN @ JIMMY,1950.0,male,chinese,2013-05-05,2018-04-07
3763,WONG TACK,1959.0,male,chinese,2018-05-09,2022-10-10
3924,WONG TIEN FATT @ WONG NYUK FOH,1955.0,male,chinese,2013-05-05,2022-10-10
4200,XAVIER JAYAKUMAR A/L ARULANANDAM,1953.0,male,indian,2018-05-09,2022-10-10
4325,YAMANI HAFEZ BIN MUSA,1978.0,male,bumiputera,2018-05-09,2022-10-10
4263,YEO BEE YIN,1983.0,female,chinese,2018-05-09,
2232,YONG KHOON HIAN @ YONG KHOON SENG,1942.0,male,chinese,2008-03-08,2013-04-03
4749,YOUNG SYEFURA BINTI OTHMAN,1989.0,female,bumiputera,2022-11-19,
4962,YUNESWARAN A/L RAMARAJ,1986.0,male,indian,2022-11-19,
3530,YUSSOF BIN HAJI MAHAL,1958.0,male,bumiputera,2008-03-08,2013-04-03
4385,YUSUF BIN ABD WAHAB,1964.0,male,bumiputera,2018-05-09,
4532,ZAHARI BIN KECHIK,1960.0,male,bumiputera,2022-11-19,
3630,ZAHIDI BIN ZAINUL ABIDIN,1961.0,male,bumiputera,2013-05-05,2022-10-10
4876,ZAHIR BIN HASSAN,1959.0,male,bumiputera,2022-11-19,
3364,ZAHRAIN MOHAMED HASHIM,1956.0,male,bumiputera,2008-03-08,2013-04-03
3827,ZAINUDIN BIN ISMAIL,1960.0,male,bumiputera,2013-05-05,2018-04-07
3706,ZAIRIL KHIR JOHARI,1983.0,male,bumiputera,2013-05-05,2018-04-07
4347,ZAKARIA BIN MOHD. EDRIS,1951.0,male,bumiputera,2018-05-09,2022-10-10
4413,ZAKRI BIN HASSAN,1965.0,male,bumiputera,2022-11-19,
4967,ZALIHA BINTI MUSTAFA,1964.0,female,bumiputera,2022-11-19,
3457,ZULHASNAN BIN RAFIQUE,1955.0,male,bumiputera,2008-03-08,2013-04-03
4773,ZULKAFPERI BIN HANAPI,1959.0,male,bumiputera,2022-11-19,
4959,ZULKIFLI BIN ISMAIL,1966.0,male,bumiputera,2022-11-19,
3309,ZULKIFLI BIN NOORDIN,1962.0,male,bumiputera,2008-03-08,2013-04-03
4133,ZULPURI SHAH BIN RAJA PUJI,1965.0,male,bumiputera,2018-05-09,2022-10-10
3431,ZURAIDA BINTI KAMARUDDIN,1958.0,female,bumiputera,2008-03-08,2022-10-10
