vol,name,birth_year,sex,ethnicity,parti,negeri,kawasan,kod_kawasan,jawatan_kabinet,jawatan_parlimen,uid,author_id,new_uid
12,MOHAMAD SHAHRUM BIN OSMAN,1954.0,male,bumiputera,BN - UMNO,Pahang,Lipis,P079,,,3403.0,20962,3403
14,MOHAMADDIN BIN KETAPI,1958.0,male,bumiputera,WARISAN > PBM,Sabah,LAHAD DATU,P188,,,2224.0,20916,2224
12,MOHAMED AZMIN BIN ALI,1965.0,male,bumiputera,PKR,Selangor,Gombak,P098,,,3428.0,20965,3428
13,MOHAMED AZMIN BIN ALI,1965.0,male,bumiputera,PKR,Selangor,Gombak,P098,,,3428.0,20965,3428
14,MOHAMED AZMIN BIN ALI,1965.0,male,bumiputera,BERSATU,Selangor,GOMBAK,P098,Menteri Kanan Perdagangan Antarabangsa dan Industri,,3428.0,20965,3428
14,MOHAMED HANIFFA BIN ABDULLAH,,male,bumiputera,BN - MIC,TIADA,,,TIADA,Ahli Dewan Negara,,20966,20966
15,MOHAMED HANIFFA BIN ABDULLAH,,male,bumiputera,MIC,TIADA,,,TIADA,Ahli Dewan Negara,,20966,20966
14,MOHAMED HANIPA BIN MAIDIN,1969.0,male,bumiputera,PH - AMANAH,Selangor,SEPANG,P113,,,2501.0,20967,2501
13,MOHAMED HANIPA MAIDIN,1969.0,male,bumiputera,PAS > AMANAH,Selangor,Sepang,P113,,,2501.0,20967,2501
12,MOHAMED KHALED BIN HAJI NORDIN,1959.0,male,bumiputera,BN - UMNO,Johor,Pasir Gudang,P159,Menteri Pengajian Tinggi,,2187.0,20968,2187
15,MOHAMED KHALED BIN NORDIN,1958.0,male,bumiputera,BN,Johor,Kota Tinggi,P156,Menteri Pertahanan,,5011.0,20968,2187
13,MOHAMED NAZRI BIN ABDUL AZIZ,1954.0,male,bumiputera,BN - UMNO,Perak,Padang Rengas,P061,Menteri Pelancongan Dan Kebudayaan,,2368.0,20969,2368
14,MOHAMED NAZRI BIN ABDUL AZIZ,1954.0,male,bumiputera,BN - UMNO,Perak,PADANG RENGAS,P061,,,2368.0,20969,2368
12,MOHAMED NAZRI BIN TAN SRI ABDUL AZIZ,1954.0,male,bumiputera,BN - UMNO,Perak,Padang Rengas,P061,Menteri di Jabatan Perdana Menteri,,2368.0,20969,2368
12,MOHAMMAD NIZAR BIN JAMALUDDIN,1960.0,male,bumiputera,PAS,Perak,Bukit Gantang,P059,,,9999990.0,20970,9999990
15,MOHAMMAD YUSOF BIN APDAL,1960.0,male,bumiputera,WARISAN,Sabah,Lahad Datu,P188,"Timbalan Menteri Sains, Teknologi dan Inovasi",,5137.0,20971,5137
15,MOHAMMED TAUFIQ BIN JOHARI,1996.0,male,bumiputera,PH,Kedah,Sungai Petani,P015,,,4463.0,20972,4463
13,MOHAN A/L THANGARASU,,male,bumiputera,BN - MIC,TIADA,,,TIADA,TIADA,,20973,20973
12,MOHD ABDUL WAHID BIN HAJI ENDUT,1950.0,male,bumiputera,PAS,Terengganu,Kuala Terengganu,P036,,,3342.0,20974,3342
14,MOHD APANDI BIN MOHAMAD,,male,bumiputera,PAS,Kelantan,,,TIADA,TIADA,,20975,20975
13,MOHD ARIFF SABRI BIN ABDUL AZIZ,1957.0,male,bumiputera,DAP,Pahang,Raub,P080,,,3754.0,20976,3754
14,MOHD AZIS BIN JAMMAN,1975.0,male,bumiputera,WARISAN,Sabah,SEPANGGAR,P171,,,4314.0,20917,4314
15,MOHD AZIZI BIN ABU NAIM,1972.0,male,bumiputera,BEBAS,Kelantan,Gua Musang,P032,,,4539.0,20977,4539
14,MOHD FARID MOHD RAFIK,1977.0,male,bumiputera,BERSATU,Johor,TANJUNG PIAI,P165,,,3529.0,20918,3529
13,MOHD FASIAH BIN MOHD FAKEH,1956.0,male,bumiputera,BN - UMNO,Selangor,Sabak Bernam,P092,,,3768.0,20978,3768
14,MOHD FASIAH BIN MOHD FAKEH,1956.0,male,bumiputera,BN - UMNO > BERSATU,Selangor,SABAK BERNAM,P092,,,3768.0,20978,3768
12,MOHD FIRDAUS BIN JAAFAR,1974.0,male,bumiputera,PAS,Kedah,Jerai,P012,,,3298.0,20979,3298
15,MOHD HASBIE BIN MUDA,,male,bumiputera,PH - AMANAH,TIADA,,,TIADA,Ahli Dewan Negara,,20980,20980
15,MOHD HASNIZAN BIN HARUN,1970.0,male,bumiputera,PN,Selangor,Hulu Selangor,P094,,,4770.0,20981,4770
15,MOHD HATTA BIN MD RAMLI,,male,bumiputera,PH - AMANAH,TIADA,,,TIADA,Ahli Dewan Negara,,20982,3333
12,MOHD HATTA BIN MD RAMLI,1957.0,male,bumiputera,PAS,Kelantan,Kuala Krai,P031,,,3333.0,20982,3333
14,MOHD HATTA BIN MD RAMLI,1957.0,male,bumiputera,PH - AMANAH,Perak,LUMUT,P074,,,3333.0,20982,3333
12,MOHD HAYATI BIN OTHMAN,1958.0,male,bumiputera,PAS,Kedah,Pendang,P011,,,2934.0,20983,2934
14,MOHD HISAMUDIN BIN YAHAYA,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,Ahli Dewan Negara,,20984,20984
13,MOHD IDRIS BIN JUSI,1945.0,male,bumiputera,PKR,Johor,Batu Pahat,P150,,,3857.0,20985,3857
13,MOHD ISA BIN ABDUL SAMAD,1950.0,male,bumiputera,BN - UMNO,Negeri Sembilan,Jempol,P127,,,3830.0,20986,3830
15,MOHD ISAM BIN MOHD ISA,1969.0,male,bumiputera,BN,Negeri Sembilan,Tampin,P133,,,4934.0,20987,4934
12,MOHD JIDIN BIN SHAFEE,1955.0,male,bumiputera,BN - UMNO,Terengganu,Setiu,P034,,,3338.0,20988,3338
12,MOHD JOHARI BIN BAHARUM,1954.0,male,bumiputera,BN - UMNO,Kedah,Kubang Pasu,P006,Timbalan Menteri Pertanian Dan Industri Asas Tani,,3290.0,20989,3290
13,MOHD JOHARI BIN BAHARUM,1954.0,male,bumiputera,BN - UMNO,Kedah,Kubang Pasu,P006,Timbalan Menteri Pertahanan,,3290.0,20989,3290
13,MOHD KHAIRUDDIN BIN AMAN RAZALI,1974.0,male,bumiputera,PAS,Terengganu,Kuala Nerus,P035,,,3680.0,20990,3680
14,MOHD KHAIRUDDIN BIN AMAN RAZALI,1974.0,male,bumiputera,BEBAS,Terengganu,KUALA NERUS,P035,,,3680.0,20990,3680
12,MOHD KHALID BIN AHMAD,,male,bumiputera,BN - UMNO,Perlis,,,TIADA,TIADA,,20991,20991
15,MOHD MISBAHUL MUNIR BIN MASDUKI,1963.0,male,bumiputera,PN,Perak,Parit Buntar,P057,,,4630.0,20992,4630
15,MOHD NA'IM BIN MOKHTAR,,male,bumiputera,PROFESIONAL,TIADA,,,Menteri Agama,Menteri Agama,,20993,20993
14,MOHD NAJIB BIN TUN ABD RAZAK,1954.0,male,bumiputera,BN - UMNO,Pahang,PEKAN,P085,,,1216.0,20919,1216
12,MOHD NAJIB BIN TUN HJ. ABDUL RAZAK,1954.0,male,bumiputera,BN - UMNO,Pahang,Pekan,P085,"Perdana Menteri, Menteri Kewangan, dan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,1216.0,20994,1216
12,MOHD NASIR BIN IBRAHIM FIKRI,1957.0,male,bumiputera,BN - UMNO,Terengganu,Kuala Nerus,P035,,,3340.0,20995,3340
12,MOHD NASIR BIN ZAKARIA,1976.0,male,bumiputera,PAS,Kedah,Padang Terap,P007,,,3292.0,20996,3292
15,MOHD NAZRI BIN ABU HASSAN,1970.0,male,bumiputera,PN,Kedah,Merbok,P014,,,4461.0,20997,4461
14,MOHD NIZAR BIN HAJI ZAKARIA,1969.0,male,bumiputera,BN - UMNO,Perak,PARIT,P069,,,3388.0,20998,3388
12,MOHD NIZAR BIN ZAKARIA,1969.0,male,bumiputera,BN - UMNO,Perak,Parit,P069,,,3388.0,20998,3388
13,MOHD NOR BIN HAJI MONUTTY,,male,bumiputera,PKR,Selangor,,,TIADA,TIADA,,20999,20999
12,MOHD NOR BIN OTHMAN,1953.0,male,bumiputera,BN - UMNO,Terengganu,Hulu Terengganu,P038,,,3345.0,21000,3345
12,MOHD PUAD BIN ZARKASHI,1958.0,male,bumiputera,BN - UMNO,Johor,Batu Pahat,P150,Timbalan Menteri Pelajaran,,3506.0,21001,3506
12,MOHD RADZI BIN SHEIKH AHMAD,1942.0,male,bumiputera,BN - UMNO,Perlis,Kangar,P002,,,1663.0,21002,1663
14,MOHD RADZI BIN TAN SRI SHEIKH AHMAD,,male,bumiputera,BERSATU,TIADA,,,TIADA,TIADA,,21002,1663
15,MOHD RAFIZI BIN RAMLI,1977.0,male,bumiputera,PH,Selangor,Pandan,P100,Menteri Ekonomi,,3779.0,21003,3779
13,MOHD RAFIZI RAMLI,1977.0,male,bumiputera,PKR,Selangor,Pandan,P100,,,3779.0,21003,3779
14,MOHD RASHID HASNON,1960.0,male,bumiputera,PH - PKR > BERSATU,Johor,BATU PAHAT,P150,,Timbalan Yang di-Pertua Dewan Rakyat,4273.0,20920,4273
14,MOHD REDZUAN BIN MD. YUSOF,1957.0,male,bumiputera,BERSATU,Melaka,ALOR GAJAH,P135,,,4247.0,20921,4247
14,MOHD SALIM SHARIF,1965.0,male,bumiputera,BN - UMNO,Negeri Sembilan,JEMPOL,P127,,,4230.0,20922,4230
15,MOHD SANY BIN HAMZAN,1977.0,male,bumiputera,PH,Selangor,Hulu Langat,P101,,,4799.0,21004,4799
15,MOHD SHAFIE BIN APDAL,1957.0,male,bumiputera,WARISAN,Sabah,Semporna,P189,,,3585.0,21005,3585
14,MOHD SHAFIE BIN HAJI APDAL,1957.0,male,bumiputera,WARISAN,Sabah,SEMPORNA,P189,,,3585.0,21005,3585
12,MOHD SHAFIE BIN HJ. APDAL,1957.0,male,bumiputera,BN - UMNO,Sabah,Semporna,P189,Menteri Kemajuan Luar Bandar Dan Wilayah,,3585.0,21005,3585
14,MOHD SHAHAR BIN ABDULLAH,1980.0,male,bumiputera,BN - UMNO,Pahang,PAYA BESAR,P084,Timbalan Menteri Kewangan I,,4140.0,20923,4140
15,MOHD SHAHAR BIN ABDULLAH,1980.0,male,bumiputera,BN,Pahang,Paya Besar,P084,,,4730.0,20923,4140
13,MOHD SUHAIMI BIN ABDULLAH,,male,bumiputera,BN - UMNO,Kedah,,,TIADA,TIADA,,21006,4140
15,MOHD SUHAIMI BIN HAJI ABDULLAH,1976.0,male,bumiputera,PN,Kedah,Langkawi,P004,,,4420.0,21006,4420
15,MOHD SYAHIR BIN CHE SULAIMAN,1983.0,male,bumiputera,PN,Kelantan,Bachok,P025,,,4509.0,21007,4509
12,MOHD YUSMADI BIN MOHD YUSOFF,1975.0,male,bumiputera,PKR,Pulau Pinang,Balik Pulau,P053,,,3366.0,21008,3366
13,MOHD ZAIM BIN ABU HASAN,1951.0,male,bumiputera,BN - UMNO,Perak,Parit,P069,,,3738.0,21009,3738
12,MOHD ZIN BIN MOHAMED,1954.0,male,bumiputera,BN - UMNO,Selangor,Sepang,P113,,,3452.0,21010,3452
14,MOHD. ANUAR MOHD. TAHIR,1953.0,male,bumiputera,PH - AMANAH,Pahang,TEMERLOH,P088,,,4152.0,20924,4152
13,MOHD. HATTA MD. RAMLI,1957.0,male,bumiputera,PAS > AMANAH,Kelantan,Kuala Krai,P031,,,3333.0,20982,3333
13,MOHD. NAJIB BIN TUN HAJI ABDUL RAZAK,1954.0,male,bumiputera,BN - UMNO,Pahang,Pekan,P085,Perdana Menteri Malaysia/Menteri Kewangan,,1216.0,20994,1216
13,MOHD. SHAFIE BIN HAJI APDAL,1957.0,male,bumiputera,BN - UMNO > WARISAN,Sabah,Semporna,P189,,,3585.0,21005,3585
12,MOHSIN FADZLI BIN HAJI SAMSURI,1946.0,male,bumiputera,PKR > BEBAS,Perak,Bagan Serai,P058,,,3372.0,21011,3372
15,MOKTAR BIN RADIN,1959.0,male,bumiputera,BN,Sabah,Kinabatangan,P187,,,5135.0,20713,2861
15,MORDI ANAK BIMOL,1985.0,male,bumiputera,PH,Sarawak,Mas Gading,P192,,,5153.0,20925,5153
14,MORDI BIMOL,1985.0,male,bumiputera,PH - DAP,Sarawak,MAS GADING,P192,,,3940.0,20925,3940
13,MUHAMAD BIN MUSTAFA,,male,bumiputera,PAS,Kelantan,,,TIADA,TIADA,,21013,21013
12,MUHAMAD YUSOF BIN HUSIN,,male,bumiputera,PAS,Kedah,,,TIADA,TIADA,,21012,21012
14,MUHAMMAD BAKHTIAR BIN WAN CHIK,1965.0,male,bumiputera,PH - PKR,Pulau Pinang,BALIK PULAU,P053,,,3715.0,20926,3715
15,MUHAMMAD BAKHTIAR BIN WAN CHIK,1965.0,male,bumiputera,PH,Pulau Pinang,Balik Pulau,P053,,,3715.0,20926,3715
12,MUHAMMAD BIN HUSAIN,1952.0,male,bumiputera,PAS,Kelantan,Pasir Puteh,P028,,,3330.0,21020,3330
15,MUHAMMAD FAWWAZ BIN MOHAMAD JAN,1983.0,male,bumiputera,PN,Pulau Pinang,Permatang Pauh,P044,,,4584.0,21014,4584
15,MUHAMMAD ISLAHUDDIN BIN ABAS,1988.0,male,bumiputera,PN,Johor,Mersing,P154,,,5004.0,21015,5004
15,MUHAMMAD ISMI BIN MAT TAIB,1974.0,male,bumiputera,PN,Perak,Parit,P069,,,4669.0,21016,4669
13,MUHAMMAD LEO MICHAEL TOYAD ABDULLAH,1950.0,male,bumiputera,BN - PBB,Sarawak,Mukah,P213,,,1644.0,21017,1644
12,MUHAMMAD LEO MICHEAL TOYAD ABDULLAH,1950.0,male,bumiputera,BN - PBB,Sarawak,Mukah,P213,,,1644.0,21017,1644
12,MUHAMMAD OLIAN BIN ABDULLAH,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,21018,21018
14,MUHAMMAD ZAHID BIN MD ARIP,,male,bumiputera,BERSATU,TIADA,,,TIADA,Ahli Dewan Negara,,21019,21019
12,MUHYIDDIN BIN MOHD. YASSIN,1947.0,male,bumiputera,BN - UMNO,Johor,Pagoh,P143,Timbalan Perdana Menteri Dan Menteri Pelajaran,,2797.0,21021,2797
13,MUHYIDDIN BIN MOHD. YASSIN,1947.0,male,bumiputera,PPBM,Johor,Pagoh,P143,,,2797.0,21021,2797
15,MUJAHID BIN YUSOF,,male,bumiputera,PH - AMANAH,Perak,,,TIADA,Ahli Dewan Negara,,21023,21023
13,MUJAHID BIN YUSOF RAWA,1965.0,male,bumiputera,PAS > AMANAH,Perak,Parit Buntar,P057,,,2990.0,21023,2990
12,MUJAHID YUSOF RAWA,1965.0,male,bumiputera,PAS,Perak,Parit Buntar,P057,,,2990.0,21022,2990
14,MUJAHID YUSOF RAWA,1965.0,male,bumiputera,PH - AMANAH,Perak,PARIT BUNTAR,P057,,,2990.0,21022,2990
12,MUKHRIZ BIN TUN MAHATHIR,1964.0,male,bumiputera,BN - UMNO,Kedah,Jerlun,P005,Timbalan Menteri Perdagangan Antarabangsa Dan Industri,,3288.0,21024,3288
14,MUKHRIZ TUN DR. MAHATHIR,1964.0,male,bumiputera,BERSATU > BEBAS > PEJUANG,Kedah,JERLUN,P005,,,3288.0,20927,3288
15,MUMTAZ BINTI MD NAWI,1972.0,female,bumiputera,PN,Kelantan,Tumpat,P019,,,4482.0,21025,4482
14,MUSLIMIN BIN YAHAYA,1968.0,male,bumiputera,BERSATU,Selangor,SUNGAI BESAR,P093,Timbalan Menteri Pembangunan Usahawan dan Koperasi,,4160.0,20928,4160
15,MUSLIMIN BIN YAHAYA,1967.0,male,bumiputera,PN,Selangor,Sungai Besar,P093,,,4763.0,20928,4160
15,MUSODDAK BIN AHMAD,,male,bumiputera,PAS,Kedah,,,TIADA,Ahli Dewan Negara,,21026,21026
15,MUSTAFA BIN MUSA,,male,bumiputera,UMNO,Melaka,,,TIADA,Ahli Dewan Negara,,21027,21027
12,MUSTAPA BIN MOHAMED,1951.0,male,bumiputera,BN - UMNO,Kelantan,Jeli,P030,Menteri Perdagangan Antarabangsa Dan Industri,,2333.0,21029,2333
13,MUSTAPA BIN MOHAMED,1951.0,male,bumiputera,BN - UMNO,Kelantan,Jeli,P030,Menteri Perdagangan Antarabangsa dan Industri,,2333.0,21029,2333
14,MUSTAPA BIN MOHAMED,1951.0,male,bumiputera,BERSATU,Kelantan,JELI,P030,Menteri di Jabatan Perdana Menteri (Ekonomi),,2333.0,21029,2333
13,MUSTAPA KAMAL BIN MOHD YUSOFF,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,Ahli Dewan Negara,,21028,21028
15,MUSTAPHA SAKMUD,1969.0,male,bumiputera,PH,Sabah,Sepanggar,P171,Timbalan Menteri Pendidikan Tinggi,,5064.0,21030,5064
13,N. SURENDRAN A/L NAGARAJAN,1967.0,male,indian,PKR,Kedah,Padang Serai,P017,,,3656.0,21031,3656
12,NALLAKARUPPAN A/L SOLAIMALAI,,male,indian,MIUP,TIADA,,,TIADA,TIADA,,21038,21038
12,NANCY BINTI HAJI SHUKRI,1961.0,female,bumiputera,BN - PBB,Sarawak,Batang Sadong,P200,,,3603.0,21039,3603
13,NANCY BINTI SHUKRI,1961.0,female,bumiputera,BN - PBB,Sarawak,Batang Sadong,P200,Menteri Di Jabatan Perdana Menteri,,3603.0,21039,3603
14,NANCY BINTI SHUKRI,1961.0,female,bumiputera,GPS - PBB,Sarawak,BATANG SADONG,P200,"Menteri Pelancongan, Seni dan Budaya",,3603.0,21039,3603
15,NANCY BINTI SHUKRI,1961.0,female,bumiputera,GPS,Sarawak,Santubong,P193,"Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,3603.0,21039,3603
12,NASHARUDIN BIN MAT ISA,1963.0,male,bumiputera,PAS,Kelantan,Bachok,P025,,,3322.0,21040,3322
13,NASRUDIN BIN HASSAN,1971.0,male,bumiputera,PAS,Pahang,Temerloh,P088,,,3414.0,21041,3414
14,NATRAH ISMAIL,1951.0,female,bumiputera,PH - PKR,Johor,SEKIJANG,P141,,,4257.0,21032,4257
13,NAWAWI BIN AHMAD,1961.0,male,bumiputera,BN - UMNO,Kedah,Langkawi,P004,,,3635.0,21042,3635
14,NELSON A/L RENGANATHAN,,male,indian,BN - MIC,TIADA,,,TIADA,Ahli Dewan Negara,,21044,21044
15,NELSON W ANGANG,,male,bumiputera,UPKO,TIADA,,,TIADA,Ahli Dewan Negara,,21043,21043
13,NG CHIANG CHIN,,male,chinese,BN - GERAKAN,TIADA,,,TIADA,TIADA,,21045,21045
13,NG WEI AIK,1978.0,male,chinese,DAP,Pulau Pinang,Tanjong,P049,,,3708.0,21046,3708
12,NG YEN YEN,1947.0,female,chinese,BN - MCA,Pahang,Raub,P080,Menteri Pelancongan,,3406.0,21047,3406
12,NGA KOR MING,1972.0,male,chinese,DAP,Perak,Taiping,P060,,,3376.0,21048,3376
13,NGA KOR MING,1972.0,male,chinese,DAP,Perak,Taiping,P060,,,3376.0,21048,3376
14,NGA KOR MING,1972.0,male,chinese,PH - DAP,Perak,TELUK INTAN,P076,,,3376.0,21048,3376
15,NGA KOR MING,1972.0,male,chinese,PH,Perak,Teluk Intan,P076,Menteri Perumahan Dan Kerajaan Tempatan,,3376.0,21048,3376
12,NGEH KOO HAM,1962.0,male,chinese,DAP,Perak,Beruas,P068,,,2081.0,21049,2081
13,NGEH KOO HAM,1962.0,male,chinese,DAP,Perak,Beruas,P068,,,2081.0,21049,2081
14,NGEH KOO HAM,1962.0,male,chinese,PH - DAP,Perak,BERUAS,P068,,,2081.0,21049,2081
15,NGEH KOO HAM,1961.0,male,chinese,PH,Perak,Beruas,P068,,,4666.0,21049,2081
13,NIK MAZIAN BIN NIK MOHAMAD,1959.0,male,bumiputera,PAS,Kelantan,Pasir Puteh,P028,,,3672.0,21050,3672
15,NIK MOHAMAD ABDUH BIN NIK ABDUL AZIZ,,male,bumiputera,PAS,Kelantan,,,TIADA,Ahli Dewan Negara,,21051,3663
13,NIK MOHAMAD ABDUH BIN NIK ABDUL AZIZ,1970.0,male,bumiputera,PAS,Kelantan,Pasir Mas,P022,,,3663.0,21051,3663
14,NIK MOHAMAD ABDUH BIN NIK ABDUL AZIZ,1970.0,male,bumiputera,PAS,Kelantan,BACHOK,P025,,,3663.0,21051,3663
14,NIK MUHAMMAD ZAWAWI BIN HAJI SALLEH,1967.0,male,bumiputera,PAS,Kelantan,PASIR PUTEH,P028,Timbalan Menteri Pertanian dan Industri Makanan II,,4037.0,21033,4037
15,NIK MUHAMMAD ZAWAWI BIN SALLEH,1967.0,male,bumiputera,PN,Kelantan,Pasir Puteh,P028,,,4526.0,21033,4037
14,NIK NAZMI BIN NIK AHMAD,1982.0,male,bumiputera,PH - PKR,Kuala Lumpur,SETIAWANGSA,P118,,,4213.0,21034,4213
15,NIK NAZMI BIN NIK AHMAD,1982.0,male,bumiputera,PH,Kuala Lumpur,Setiawangsa,P118,Menteri Sumber Asli dan Kelestarian Alam,,4213.0,21034,4213
14,NIZAM MYDIN BIN BACHA MYDIN,1975.0,male,bumiputera,,,,,,Setiausaha Dewan Rakyat,9999993.0,21035,9999993
15,NIZAM MYDIN BIN BACHA MYDIN,1975.0,male,bumiputera,,,,,,Setiausaha Dewan Rakyat,9999993.0,21035,9999993
13,NOGEH ANAK GUMBEK,1957.0,male,bumiputera,BN - PDP,Sarawak,Mas Gading,P192,Timbalan Menteri Pertanian dan Industri Asas Tani,,3939.0,21052,3939
12,NOH BIN HAJI OMAR,1958.0,male,bumiputera,BN - UMNO,Selangor,Tanjong Karang,P095,Menteri Pertanian Dan Industri Asas Tani,,2416.0,21053,2416
13,NOH BIN HAJI OMAR,1958.0,male,bumiputera,BN - UMNO,Selangor,Tanjong Karang,P095,"Menteri Kesejahteraan Bandar, Perumahan dan Kerajaan Tempatan",,2416.0,21053,2416
14,NOH BIN HAJI OMAR,1958.0,male,bumiputera,BN - UMNO,Selangor,TANJUNG KARANG,P095,Menteri Pembangunan Usahawan dan Koperasi,,2416.0,21053,2416
14,NOOR AMIN BIN AHMAD,1982.0,male,bumiputera,PH - PKR,Perlis,KANGAR,P002,,,3986.0,21036,3986
13,NOOR AZMI BIN GHAZALI,1962.0,male,bumiputera,BN - UMNO,Perak,Bagan Serai,P058,,,3724.0,21054,3724
14,NOOR AZMI BIN GHAZALI,1962.0,male,bumiputera,BN - UMNO > BERSATU,Perak,BAGAN SERAI,P058,Timbalan Menteri Kesihatan I,,3724.0,21054,3724
13,NOOR EHSANUDDIN MOHD HARUN NARRASHID,1964.0,male,bumiputera,BN - UMNO,Johor,Kota Tinggi,P156,,,3862.0,21055,3862
15,NOORITA BINTI SUAL,,female,bumiputera,DAP,TIADA,,,TIADA,Ahli Dewan Negara,,21056,4336
14,NOORITA BINTI SUAL,1980.0,female,bumiputera,PH - DAP,Sabah,TENOM,P181,,,4336.0,21056,4336
14,NOR AZRINA BINTI SURIP,1975.0,female,bumiputera,PH - PKR,Kedah,MERBOK,P014,,,3649.0,21037,3649
12,NOR MOHAMED YAKCOP,1948.0,male,bumiputera,BN - UMNO,Pulau Pinang,Tasek Gelugor,P042,Menteri di Jabatan Perdana Menteri,,3350.0,21057,3350
13,NORAH BINTI ABD. RAHMAN,1960.0,female,bumiputera,BN - PBB,Sarawak,Tanjong Manis,P206,,,3612.0,21058,3612
12,NORAH BINTI ABDUL RAHMAN,1960.0,female,bumiputera,BN - PBB,Sarawak,Tanjong Manis,P206,,,3612.0,21058,3612
12,NORAINI BINTI AHMAD,1967.0,female,bumiputera,BN - UMNO,Johor,Parit Sulong,P147,,,3501.0,21059,3501
13,NORAINI BINTI AHMAD,1967.0,female,bumiputera,BN - UMNO,Johor,Parit Sulong,P147,,Ahli Dewan Rakyat,3501.0,21059,3501
14,NORAINI BINTI AHMAD,1967.0,female,bumiputera,BN - UMNO,Johor,PARIT SULONG,P147,Menteri Pengajian Tinggi,,3501.0,21059,3501
15,NORAINI BINTI AHMAD,1967.0,female,bumiputera,BN,Johor,Parit Sulong,P147,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,3501.0,21059,3501
15,NORDIN BIN AHMAD ISMAIL TLDM(BERSARA),1965.0,male,bumiputera,PN,Perak,Lumut,P074,,,4691.0,21060,4691
12,NORIAH BINTI KASNON,1964.0,female,bumiputera,BN - UMNO,Selangor,Sungai Besar,P093,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,3422.0,21061,3422
13,NORIAH BINTI KASNON,1964.0,female,bumiputera,BN - UMNO,Selangor,Sungai Besar,P093,,,3422.0,21061,3422
12,NORLIZA BINTI ABDUL RAHIM,,female,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,21062,21062
13,NORMALA BINTI ABDUL SAMAD,1963.0,female,bumiputera,BN - UMNO,Johor,Pasir Gudang,P159,,,3868.0,21063,3868
14,NUING ANAK JELUING,,male,bumiputera,PBB,Sarawak,,,TIADA,Ahli Dewan Negara,,21064,21064
13,NUING JELUING,,male,bumiputera,BN - PBB,Sarawak,,,TIADA,TIADA,,21064,21064
12,NUR JAZLAN BIN MOHAMAD,1966.0,male,bumiputera,BN - UMNO,Johor,Pulai,P161,,,3524.0,21065,3524
15,NUR JAZLAN BIN TAN SRI MOHAMED,,male,bumiputera,UMNO,TIADA,,,TIADA,Timbalan Yang di-Pertua Dewan Negara,,21066,3524
13,NUR JAZLAN BIN TAN SRI MOHAMED,1966.0,male,bumiputera,BN - UMNO,Johor,Pulai,P161,Timbalan Menteri Dalam Negeri,,3524.0,21066,3524
15,NURUL AMIN BIN HAMID,1983.0,male,bumiputera,PN,Kedah,Padang Terap,P007,,,4432.0,21067,4432
12,NURUL IZZAH BINTI ANWAR,1980.0,female,bumiputera,PKR,WP Kuala Lumpur,Lembah Pantai,P121,,,3464.0,21068,3464
13,NURUL IZZAH BINTI ANWAR,1980.0,female,bumiputera,PKR,WP Kuala Lumpur,Lembah Pantai,P121,,,3464.0,21068,3464
14,NURUL IZZAH BINTI ANWAR,1980.0,female,bumiputera,PH - PKR,Pulau Pinang,PERMATANG PAUH,P044,,,3464.0,21068,3464
13,ONG CHONG SWEN,,female,chinese,BN - MCA,TIADA,,,TIADA,TIADA,,21069,21069
12,ONG KA CHUAN,1955.0,male,chinese,BN - MCA,Perak,Tanjong Malim,P077,,,3399.0,21070,3399
13,ONG KA CHUAN,1955.0,male,chinese,BN - MCA,Perak,Tanjong Malim,P077,Menteri Perdagangan Antarabangsa dan Industri II,,3399.0,21070,3399
12,ONG KA TING,1957.0,male,chinese,BN - MCA,Johor,Kulai,P163,,,2190.0,21071,2190
13,ONG KIAN MING,1976.0,male,chinese,DAP,Selangor,Serdang,P102,,,3783.0,21072,3783
14,ONG KIAN MING,1976.0,male,chinese,PH - DAP,Selangor,BANGI,P102,,,3783.0,21072,3783
12,ONG TEE KEAT,1956.0,male,chinese,BN - MCA,Selangor,Pandan,P100,,,2119.0,21073,2119
15,ONN BIN ABU BAKAR,1963.0,male,bumiputera,PH,Johor,Batu Pahat,P150,,,3859.0,21074,3859
12,OOI CHUAN AUN,1956.0,male,chinese,DAP,Pulau Pinang,Jelutong,P050,,,3361.0,21075,3361
13,OSCAR LING CHAI YEW,1977.0,male,chinese,DAP,Sarawak,Sibu,P212,,,3969.0,21076,3969
14,OSCAR LING CHAI YEW,1977.0,male,chinese,PH - DAP,Sarawak,SIBU,P212,,,3969.0,21076,3969
15,OSCAR LING CHAI YEW,1977.0,male,chinese,PH,Sarawak,Sibu,P212,,,3969.0,21076,3969
13,OTHMAN BIN ABDUL,1951.0,male,bumiputera,BN - UMNO,Kedah,Pendang,P011,,,1676.0,21077,1676
13,OTHMAN BIN AZIZ,1959.0,male,bumiputera,BN - UMNO,Kedah,Jerlun,P005,Timbalan Menteri Kewangan I,,3638.0,21078,1676
