vol,name,birth_year,sex,ethnicity,parti,negeri,kawasan,kod_kawasan,jawatan_kabinet,jawatan_parlimen,uid,author_id,new_uid
14,BOBBEY AH FANG BIN SUAN,,male,bumiputera,BERSATU,Sabah,,,TIADA,Ahli Dewan Negara,,20710,20710
15,BOBBEY AH FANG BIN SUAN,,male,bumiputera,GRS,Sabah,,,TIADA,Ahli Dewan Negara,,20710,20710
12,BOON SOM A/L INONG,,male,indian,BN - UMNO,TIADA,,,TIADA,TIADA,,20711,20711
13,BUDIMAN BIN MOHD ZOHDI,1972.0,male,bumiputera,BN - UMNO,Selangor,Sungai Besar,P093,,,4161.0,20712,4161
12,BUNG MOKTAR BIN RADIN,1960.0,male,bumiputera,BN - UMNO,Sabah,Kinabatangan,P187,,,2861.0,20713,2861
13,BUNG MOKTAR BIN RADIN,1960.0,male,bumiputera,BN - UMNO,Sabah,Kinabatangan,P187,,,2861.0,20713,2861
14,BUNG MOKTAR BIN RADIN,1960.0,male,bumiputera,BN - UMNO,Sabah,KINABATANGAN,P187,,,2861.0,20713,2861
14,CHA KEE CHIN,1974.0,male,chinese,PH - DAP,Negeri Sembilan,RASAH,P130,,,4238.0,20714,4238
15,CHA KEE CHIN,1974.0,male,chinese,PH,Negeri Sembilan,Rasah,P130,,,4238.0,20714,4238
13,CHAI KIM SEN,,male,chinese,BN - MCA,TIADA,,,TIADA,TIADA,,20719,20719
14,CHAN FOONG HIN,1979.0,male,chinese,PH - DAP,Sabah,KOTA KINABALU,P172,,,3587.0,20715,3587
15,CHAN FOONG HIN,1979.0,male,chinese,PH,Sabah,Kota Kinabalu,P172,Timbalan Menteri Perladangan dan Komoditi,,3587.0,20715,3587
14,CHAN MING KAI,1981.0,male,bumiputera,PH - PKR,Kedah,ALOR SETAR,P009,,,4000.0,20716,4000
12,CHANDRA MOHAN A/L S. TAMBIRAJAH,,male,indian,DAP,TIADA,,,TIADA,TIADA,,20720,20720
13,CHANDRA MOHAN A/L S. THAMBIRAJAH,,male,indian,DAP,Selangor,,,TIADA,TIADA,,20720,20720
14,CHANG LIH KANG,1980.0,male,chinese,PH - PKR,Perak,TANJONG MALIM,P077,,,4126.0,20717,4126
15,CHANG LIH KANG,1980.0,male,chinese,PH,Perak,Tanjong Malim,P077,"Menteri Sains, Teknologi dan Inovasi",,4126.0,20717,4126
12,CHARLES ANTHONY A/L R. SANTIAGO,1961.0,male,indian,DAP,Selangor,Klang,P110,,,3447.0,20721,3447
13,CHARLES ANTHONY SANTIAGO,1961.0,male,indian,DAP,Selangor,Klang,P110,,,3447.0,20721,3447
14,CHARLES ANTHONY SANTIAGO,1961.0,male,indian,PH - DAP,Selangor,KLANG,P110,,,3447.0,20721,3447
14,CHE ABDULLAH BIN MAT NAWI,1961.0,male,bumiputera,PAS,Kelantan,TUMPAT,P019,,,4022.0,20718,4022
15,CHE ALIAS BIN HAMID,,male,bumiputera,PAS,Terengganu,,,TIADA,TIADA,,20722,4059
14,CHE ALIAS BIN HAMID,1967.0,male,bumiputera,PAS,Terengganu,KEMAMAN,P040,,,4059.0,20722,4059
15,CHE ALIAS BIN HAMID,1967.0,male,bumiputera,PAS,Terengganu,Kemaman,P040,,,4059.0,20722,4059
13,CHE MOHAMAD ZULKIFLY BIN JUSOH,1960.0,male,bumiputera,BN - UMNO,Terengganu,Setiu,P034,,,3678.0,20723,3678
15,CHE MOHAMAD ZULKIFLY BIN JUSOH,1959.0,male,bumiputera,PN,Terengganu,Besut,P033,,,4542.0,20723,3678
12,CHE ROSLI BIN CHE MAT,1952.0,male,bumiputera,PAS,Selangor,Hulu Langat,P101,,,3433.0,20724,3433
13,CHE ROSLI BIN CHE MAT,1952.0,male,bumiputera,PAS,Selangor,Hulu Langat,P101,,,3433.0,20724,3433
12,CHE UDA BIN CHE NIK,1949.0,male,bumiputera,PAS,Kedah,Sik,P013,,,3300.0,20725,3300
12,CHEW LEE GIOK,,female,chinese,BN - MCA,TIADA,,,TIADA,TIADA,,20726,20726
15,CHIEW CHOON MAN,1991.0,male,chinese,PH,Sarawak,Miri,P219,,,5212.0,20727,5212
12,CHIEW LIAN KENG,,male,chinese,BN - MCA,TIADA,,,TIADA,TIADA,,20728,20728
12,CHIN SU PHIN,,male,chinese,BN - LDP,TIADA,,,TIADA,TIADA,,20729,20729
12,CHIW TIANG CHAI,,male,chinese,BN - PPP,TIADA,,,TIADA,TIADA,,20730,20730
12,CHONG CHIENG JEN,1971.0,male,chinese,DAP,Sarawak,Bandar Kuching,P195,,,2874.0,20731,2874
13,CHONG CHIENG JEN,1971.0,male,chinese,DAP,Sarawak,Bandar Kuching,P195,,,2874.0,20731,2874
14,CHONG CHIENG JEN,1971.0,male,chinese,PH - DAP,Sarawak,STAMPIN,P196,,,2874.0,20731,2874
15,CHONG CHIENG JEN,1971.0,male,chinese,PH,Sarawak,Stampin,P196,,,2874.0,20731,2874
12,CHONG ENG,1958.0,female,chinese,DAP,Pulau Pinang,Bukit Mertajam,P045,,,2661.0,20732,2661
15,CHONG ZHEMIN,1985.0,male,chinese,PH,Perak,Kampar,P070,,,4674.0,20733,4674
12,CHOR CHEE HEUNG,1955.0,male,chinese,BN - MCA,Kedah,Alor Setar,P009,Menteri Perumahan Dan Kerajaan Tempatan,,1981.0,20734,1981
12,CHOW KON YEOW,1958.0,male,chinese,DAP,Pulau Pinang,Tanjong,P049,,,2665.0,20735,2665
14,CHOW KON YEOW,1958.0,male,chinese,PH - DAP,Pulau Pinang,TANJONG,P049,,,2665.0,20735,2665
15,CHOW KON YEOW,1958.0,male,chinese,PH,Pulau Pinang,Batu Kawan,P046,,,2665.0,20735,2665
15,CHOW YU HUI,1983.0,male,chinese,PH,Pahang,Raub,P080,,,4713.0,20736,4713
12,CHUA SOON BUI,1955.0,female,chinese,SAPP,Sabah,Tawau,P190,,,2550.0,20737,2550
12,CHUA TEE YONG,1977.0,male,chinese,BN - MCA,Johor,Labis,P142,Timbalan Menteri Pertanian Dan Industri Asas Tani,,3493.0,20738,3493
13,CHUA TEE YONG,1977.0,male,chinese,BN - MCA,Johor,Labis,P142,Timbalan Menteri Perdagangan Antarabangsa dan Industri,,3493.0,20738,3493
12,CHUA TIAN CHANG,1964.0,male,chinese,PKR,WP Kuala Lumpur,Batu,P115,,,2789.0,20739,2789
13,CHUA TIAN CHANG @ TIAN CHUA,1964.0,male,chinese,PKR,WP Kuala Lumpur,Batu,P115,,,2789.0,20739,2789
14,DANYAL BALAGOPAL ABDULLAH,1951.0,male,indian,PH - PKR,Negeri Sembilan,PORT DICKSON,P132,,,4241.0,20740,4241
13,DATU NASRUN BIN DATU MANSUR,1953.0,male,bumiputera,BN - UMNO,Sabah,Silam,P188,Timbalan Menteri Perusahaan Perladangan dan Komoditi,,3928.0,20741,3928
12,DATUK ZAMANI BIN HJ. SULAIMAN,,male,bumiputera,TIADA,TIADA,,,TIADA,TIADA,,20742,20742
12,DAYANG MADINAH BINTI TUN ABANG HAJI OPENG,,female,bumiputera,BN - PBB,Sarawak,,,TIADA,TIADA,,20743,20743
12,DEVAMANY A/L S.KRISHNASAMY,1958.0,male,indian,BN - MIC,Pahang,Cameron Highlands,P078,Timbalan Menteri di Jabatan Perdana Menteri,,3402.0,20744,3402
12,DING KUONG HIING,1955.0,male,chinese,BN - SUPP,Sarawak,Sarikei,P208,,,3615.0,20745,3615
14,DOMINIC LAU HOE CHAI,,male,chinese,GERAKAN,TIADA,,,TIADA,Ahli Dewan Negara,,20746,20746
12,DORIS SOPHIA AK BRODI,,female,chinese,BN - PRS,TIADA,,,TIADA,Timbalan Yang di-Pertua Dewan Negara,,20747,5173
15,DORIS SOPHIA ANAK BRODI,1960.0,female,bumiputera,GPS,Sarawak,Sri Aman,P202,,,5173.0,20747,5173
12,DOUGLAS UGGAH EMBAS,1956.0,male,bumiputera,BN - PBB,Sarawak,Betong,P204,Menteri Sumber Asli Dan Alam Sekitar,,3254.0,20748,3254
13,DOUGLAS UGGAH EMBAS,1956.0,male,bumiputera,BN - PBB,Sarawak,Betong,P204,,,3254.0,20748,3254
12,DZULKEFLY AHMAD,1956.0,male,bumiputera,PAS,Selangor,Kuala Selangor,P096,,,3424.0,20749,3424
14,DZULKEFLY BIN AHMAD,1956.0,male,bumiputera,PH - AMANAH,Selangor,KUALA SELANGOR,P096,,,3424.0,20749,3424
15,DZULKEFLY BIN AHMAD,1956.0,male,bumiputera,PH,Selangor,Kuala Selangor,P096,Menteri Kesihatan,,4778.0,20749,3424
14,EDDIN SYAZLEE BIN SHITH,1974.0,male,bumiputera,BERSATU,Negeri Sembilan,KUALA PILAH,P129,Timbalan Menteri di Jabatan Perdana Menteri (Ekonomi),,4234.0,20750,4234
15,EDWARD LINGGU BUKUT,,male,bumiputera,STAR,Sabah,,,TIADA,TIADA,,20751,20751
15,EDWIN ANAK BANTA,1965.0,male,bumiputera,GPS,Sarawak,Selangau,P214,,,5203.0,20752,5203
12,ENCHIN BIN MAJIMBUN @ ERIC,1950.0,male,bumiputera,SAPP,Sabah,Sepanggar,P171,,,3544.0,20753,3544
13,ENGKU NAIMAH BINTI ENGKU TAIB,,female,bumiputera,BN - UMNO,Terengganu,,,TIADA,TIADA,,20754,20754
12,ER TECK HWA,1973.0,male,chinese,DAP,Johor,Bakri,P145,,,3497.0,20755,3497
13,ER TECK HWA,1973.0,male,chinese,DAP,Johor,Bakri,P145,,,3497.0,20755,3497
15,EWON BENEDICK,1983.0,male,bumiputera,PH,Sabah,Penampang,P174,Menteri Pembangunan Usahawan dan Koperasi,,5073.0,20756,5073
13,EWON EBIN,1955.0,male,bumiputera,BN - UPKO,Sabah,Ranau,P179,,,3907.0,20757,3907
15,FADHLINA BINTI SIDEK,1977.0,female,bumiputera,PH,Pulau Pinang,Nibong Tebal,P047,Menteri Pendidikan,,4593.0,20758,4593
12,FADILAH BIN HAJI YUSOF,1962.0,male,bumiputera,BN - PBB,Sarawak,Petra Jaya,P194,"Timbalan Menteri Sains, Teknologi Dan Inovasi",,3242.0,20759,3242
15,FADILLAH BIN HAJI YUSOF,1962.0,male,bumiputera,GPS,Sarawak,Petra Jaya,P194,Timbalan Perdana Menteri dan Menteri Peralihan Tenaga dan Transformasi Air,Timbalan Ketua Majlis,5155.0,20759,3242
13,FADILLAH BIN YUSOF,1962.0,male,bumiputera,BN - PBB,Sarawak,Petrajaya,P194,Menteri Kerja Raya,,3242.0,20760,3242
14,FADILLAH BIN YUSOF,1962.0,male,bumiputera,GPS - PBB,Sarawak,PETRA JAYA,P194,Menteri Kanan Kerja Raya,,3242.0,20760,3242
13,FAHARIYAH BINTI HJ. MD NORDIN,,female,bumiputera,BN - UMNO,TIADA,,,TIADA,Ahli Dewan Negara,,20761,20761
15,FATHUL HUZIR BIN AYOB,1983.0,male,bumiputera,PN,Perak,Gerik,P054,,,4620.0,20762,4620
13,FAUZI ABDUL RAHMAN,1947.0,male,bumiputera,PKR,Pahang,Indera Mahkota,P082,,,2404.0,20763,2404
12,FIRDAUS BIN HAJI ABDULLAH,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,20764,20764
12,FONG CHAN ONN,1944.0,male,chinese,BN - MCA,Melaka,Alor Gajah,P135,,,2471.0,20765,2471
12,FONG KUI LUN,1946.0,male,chinese,DAP,WP Kuala Lumpur,Bukit Bintang,P120,,,2128.0,20766,2128
13,FONG KUI LUN,1946.0,male,chinese,DAP,WP Kuala Lumpur,Bukit Bintang,P120,,,2128.0,20766,2128
14,FONG KUI LUN,1946.0,male,chinese,PH - DAP,Kuala Lumpur,BUKIT BINTANG,P120,,,2128.0,20766,2128
15,FONG KUI LUN,1946.0,male,chinese,PH,Kuala Lumpur,Bukit Bintang,P120,,,2128.0,20766,2128
12,FONG PO KUAN,1974.0,female,chinese,DAP,Perak,Batu Gajah,P066,,,2692.0,20767,2692
15,FUZIAH BINTI SALLEH,,female,bumiputera,PKR,TIADA,,,Timbalan Menteri Perdagangan Dalam Negeri dan Kos Sara Hidup,Timbalan Menteri Perdagangan Dalam Negeri dan Kos Sara Hidup,,20768,20768
12,FUZIAH BINTI SALLEH,1959.0,female,bumiputera,PKR,Pahang,Kuantan,P083,,,2716.0,20768,20768
13,FUZIAH BINTI SALLEH,1959.0,female,bumiputera,PKR,Pahang,Kuantan,P083,,,2716.0,20768,20768
14,FUZIAH BINTI SALLEH,1959.0,female,bumiputera,PH - PKR,Pahang,KUANTAN,P083,,,2716.0,20768,20768
12,GAN PING SHOU @ GAN PING SIEU,,male,chinese,BN - MCA,TIADA,,,Timbalan Menteri Belia Dan Sukan,TIADA,,20770,20770
15,GANABATIRAU A/L VERAMAN,1973.0,male,bumiputera,PH,Selangor,Klang,P110,,,4844.0,20771,4844
14,GAPARI BIN KATINGAN@ GEOFFREY KITINGAN,1947.0,male,bumiputera,STAR,Sabah,KENINGAU,P180,,,5103.0,20769,5103
12,GOBALAKRISHNAN A/L NAGAPAN,1960.0,male,indian,PKR > BEBAS,Kedah,Padang Serai,P017,,,3308.0,20772,3308
12,GOBIND SINGH DEO,1973.0,male,other,DAP,Selangor,Puchong,P103,,,3436.0,20773,3436
13,GOBIND SINGH DEO,1973.0,male,indian,DAP,Selangor,Puchong,P103,,,3436.0,20773,3436
14,GOBIND SINGH DEO,1973.0,male,other,PH - DAP,Selangor,PUCHONG,P103,,,3436.0,20773,3436
15,GOBIND SINGH DEO,1973.0,male,other,PH,Selangor,Damansara,P106,Menteri Digital,,3436.0,20773,3436
13,GOOI HSIAO-LEUNG,1973.0,male,chinese,PKR,Kedah,Alor Setar,P009,,,3294.0,20774,3294
12,GWO-BURNE LOH,1974.0,male,bumiputera,PKR,Selangor,Kelana Jaya,P104,,,3438.0,20775,3438
15,HALIMAH ALI,1960.0,female,bumiputera,PN,Selangor,Kapar,P109,,,4836.0,20781,4836
14,HALIMAH BINTI MOHAMED SADIQUE,1962.0,female,bumiputera,BN - UMNO,Johor,KOTA TINGGI,P156,Menteri Perpaduan Negara,,3515.0,20782,3515
12,HALIMAH BINTI MOHD SADIQUE,1962.0,female,bumiputera,BN - UMNO,Johor,Tenggara,P155,,,3515.0,20782,3515
13,HALIMAH BINTI MOHD SADIQUE,1962.0,female,bumiputera,BN - UMNO,Johor,Tenggara,P155,"Timbalan Menteri Kesejahteraan Bandar, Perumahan Dan Kerajaan Tempatan",,3515.0,20782,3515
12,HAMIM BIN SAMURI,1958.0,male,bumiputera,BN - UMNO,Johor,Ledang,P144,,,3153.0,20783,3153
13,HAMIM BIN SAMURI,1958.0,male,bumiputera,BN - UMNO,Johor,Ledang,P144,Timbalan Menteri Sumber Asli dan Alam Sekitar,,3153.0,20783,3153
13,HAMZAH BIN ZAINUDIN,1957.0,male,bumiputera,BN - UMNO,Perak,Larut,P056,"Menteri Perdagangan Dalam Negeri, Koperasi dan Kepenggunaan",,3371.0,20784,3371
14,HAMZAH BIN ZAINUDIN,1957.0,male,bumiputera,BN - UMNO > BERSATU,Perak,LARUT,P056,Menteri Dalam Negeri,,3371.0,20784,3371
15,HAMZAH BIN ZAINUDIN,1957.0,male,bumiputera,PN,Perak,Larut,P056,,,4626.0,20784,3371
12,HAMZAH ZAINUDIN,1957.0,male,bumiputera,BN - UMNO,Perak,Larut,P056,"Timbalan Menteri Perusahaan, Perladangan Dan Komoditi",,3371.0,20784,3371
13,HANAFI BIN HAJI MAMAT,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,Ahli Dewan Negara,,20785,20785
14,HANIFAH HAJAR TAIB,1972.0,female,bumiputera,GPS - PBB,Sarawak,MUKAH,P213,Timbalan Menteri di Jabatan Perdana Menteri (Hal Ehwal Sabah dan Sarawak),,4397.0,20776,4397
15,HANIFAH HAJAR TAIB,1972.0,female,bumiputera,GPS,Sarawak,Mukah,P213,Timbalan Menteri Ekonomi,,4397.0,20776,4397
14,HANNAH YEOH,1979.0,female,chinese,PH - DAP,Kuala Lumpur,SEGAMBUT,P117,,,4212.0,20777,4212
15,HANNAH YEOH TSEOW SUAN,1979.0,female,chinese,PH,Kuala Lumpur,Segambut,P117,Menteri Belia dan Sukan,,4212.0,20777,4212
13,HASAN BIN ARIFIN,1953.0,male,bumiputera,BN - UMNO,Pahang,Rompin,P091,,,4157.0,20786,4157
14,HASAN BIN ARIFIN,1953.0,male,bumiputera,BN - UMNO,Pahang,ROMPIN,P091,,,4157.0,20786,4157
14,HASAN BIN BAHROM,1956.0,male,bumiputera,PH - AMANAH,Negeri Sembilan,TAMPIN,P133,,,4242.0,20778,4242
12,HASAN BIN MALEK,1946.0,male,bumiputera,BN - UMNO,Negeri Sembilan,Kuala Pilah,P129,Timbalan Menteri Kemajuan Luar Bandar Dan Wilayah,,3474.0,20787,3474
13,HASAN BIN MALEK,1946.0,male,bumiputera,BN - UMNO,Negeri Sembilan,Kuala Pilah,P129,,,3474.0,20787,3474
14,HASANUDDIN BIN MOHD YUNUS,1965.0,male,bumiputera,PH - AMANAH,Selangor,HULU LANGAT,P101,,,4177.0,20779,4177
12,HASBI BIN HABIBOLLAH,1963.0,male,bumiputera,BN - PBB,Sarawak,Limbang,P221,,,3627.0,20788,3627
14,HASBI BIN HABIBOLLAH,1963.0,male,bumiputera,GPS - PBB,Sarawak,LIMBANG,P221,Timbalan Menteri Pembangunan Luar Bandar II,,3627.0,20788,3627
13,HASBI BIN HAJI HABIBOLLAH,1963.0,male,bumiputera,BN - PBB,Sarawak,Limbang,P221,,,3627.0,20788,3627
15,HASBI BIN HAJI HABIBOLLAH,1963.0,male,bumiputera,GPS,Sarawak,Limbang,P221,Timbalan Menteri Pengangkutan,,3627.0,20788,3627
13,HASBULLAH BIN OSMAN,1957.0,male,bumiputera,BN - UMNO,Perak,Gerik,P054,,,3717.0,20789,3717
14,HASBULLAH BIN OSMAN,1957.0,male,bumiputera,BN - UMNO,Perak,Gerik,P054,,,3717.0,20789,3717
15,HASNI BIN MOHAMMAD,1959.0,male,bumiputera,BN,Johor,Simpang Renggam,P151,,,4997.0,20790,4997
14,HASSAN BIN ABDUL KARIM,1951.0,male,bumiputera,PH - PKR,Johor,PASIR GUDANG,P159,,,1860.0,20780,1860
15,HASSAN BIN ABDUL KARIM,1951.0,male,bumiputera,PH,Johor,Pasir Gudang,P159,,,1860.0,20780,1860
15,HASSAN BIN SAAD,1957.0,male,bumiputera,PN,Kedah,Baling,P016,,,4470.0,20791,4470
12,HEE LOY SIAN,1971.0,male,chinese,PKR,Selangor,Petaling Jaya Selatan,P105,,,3440.0,20792,3440
13,HEE LOY SIAN,1971.0,male,chinese,PKR,Selangor,Petaling Jaya Selatan,P105,,,3440.0,20792,3440
12,HENRY SUM AGONG,1946.0,male,bumiputera,BN - PBB,Sarawak,Lawas,P222,,,2912.0,20793,2912
13,HENRY SUM AGONG,1946.0,male,bumiputera,BN - PBB,Sarawak,Lawas,P222,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi dan Kepenggunaan",,2912.0,20793,2912
14,HENRY SUM AGONG,1946.0,male,bumiputera,GPS - PBB,Sarawak,LAWAS,P222,Timbalan Menteri Pengangkutan,,2912.0,20793,2912
15,HENRY SUM AGONG,1946.0,male,bumiputera,GPS,Sarawak,Lawas,P222,,,2912.0,20793,2912
12,HIEW KING CHEU,1952.0,male,chinese,DAP,Sabah,Kota Kinabalu,P172,,,3203.0,20794,3203
13,HILMI BIN YAHAYA,1949.0,male,bumiputera,BN - UMNO,Pulau Pinang,Balik Pulau,P053,Timbalan Menteri Kesihatan,,3714.0,20795,3714
15,HISHAMMUDDIN BIN DATUK HUSSEIN,1961.0,male,bumiputera,BN,Johor,Sembrong,P153,,,3510.0,20796,3510
12,HISHAMMUDDIN BIN TUN HUSSEIN,1961.0,male,bumiputera,BN - UMNO,Johor,Sembrong,P153,Menteri Dalam Negeri,,3510.0,20797,3510
13,HISHAMMUDDIN BIN TUN HUSSEIN,1961.0,male,bumiputera,BN - UMNO,Johor,Sembrong,P153,Menteri Pertahanan,,3510.0,20797,3510
14,HISHAMMUDDIN TUN HUSSEIN,1961.0,male,bumiputera,BN - UMNO,Johor,SEMBRONG,P153,Menteri Kanan Pertahanan,,3510.0,20797,3510
13,HOH KHAI MUN,,male,chinese,BN - MCA,Pahang,,,TIADA,TIADA,,20798,20798
12,HOU KOK CHUNG,1963.0,male,chinese,BN - MCA,Johor,Kluang,P152,Timbalan Menteri Pengajian Tinggi,,3509.0,20799,3509
15,HUANG TIONG SII,1969.0,male,chinese,GPS,Sarawak,Sarikei,P208,Timbalan Menteri Sumber Asli dan Kelestarian Alam,,4390.0,20800,4390
14,HUSAIN BIN AWANG,,male,bumiputera,PAS,Terengganu,,,TIADA,Ahli Dewan Negara,,20801,20801
15,HUSSIN BIN ISMAIL,,male,,PAS,Terengganu,,,TIADA,Ahli Dewan Negara,,20802,20802
14,IBHARIM BIN TUAN MAN,1961.0,male,bumiputera,PAS,Kelantan,KUBANG KERIAN,P024,Menteri Alam Sekitar Dan Air,,4031.0,20803,4031
15,IBHARIM BIN TUAN MAN,1960.0,male,bumiputera,PN,Kelantan,Kubang Kerian,P024,,,4508.0,20803,4031
12,IBRAHIM ALI,1951.0,male,bumiputera,BEBAS,Kelantan,Pasir Mas,P022,,,1692.0,20805,1692
13,IBRAHIM SHAH BIN ABU SHAH,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,20806,20806
15,IDRIS BIN AHMAD,1963.0,male,bumiputera,PN,Perak,Bagan Serai,P058,,,4631.0,20807,2922
13,IDRIS BIN HAJI AHMAD,1964.0,male,bumiputera,PAS,Perak,Bukit Gantang,P059,,,2922.0,20807,2922
12,IDRIS BIN HAJI HARON,1967.0,male,bumiputera,BN - UMNO,Melaka,Tangga Batu,P136,,,3487.0,20810,3487
13,IDRIS BIN JUSOH,1956.0,male,bumiputera,BN - UMNO,Terengganu,Besut,P033,Menteri Pendidikan Tinggi,,3676.0,20808,3676
14,IDRIS BIN JUSOH,1956.0,male,bumiputera,BN - UMNO,Terengganu,BESUT,P033,,,3676.0,20808,3676
12,IDRIS JALA,,male,bumiputera,TIADA,TIADA,,,Menteri di Jabatan Perdana Menteri,TIADA,,20809,20809
13,IGNATIUS DORELL LEIKING,1971.0,male,bumiputera,PKR > WARISAN,Sabah,Penampang,P174,,,3898.0,20811,3898
14,IGNATIUS DORELL LEIKING,1971.0,male,bumiputera,WARISAN,Sabah,PENAMPANG,P174,,,3898.0,20811,3898
13,IKMAL HISHAM BIN ABDUL AZIZ,1965.0,male,bumiputera,BN - UMNO,Kelantan,Tanah Merah,P027,,,3670.0,20812,3670
14,IKMAL HISHAM BIN ABDUL AZIZ,1965.0,male,bumiputera,BERSATU,Kelantan,TANAH MERAH,P027,Timbalan Menteri Pertahanan,,3670.0,20812,3670
15,IKMAL HISHAM BIN ABDUL AZIZ,1965.0,male,bumiputera,PN,Kelantan,Tanah Merah,P027,,,4522.0,20812,3670
13,IRMOHIZAM BIN HAJI IBRAHIM,1976.0,male,bumiputera,BN - UMNO,Selangor,Kuala Selangor,P096,,,3775.0,20813,3775
13,ISA BIN AB. HAMID,,male,bumiputera,Wakil Masyarakat Orang Asli,TIADA,,,TIADA,TIADA,,20814,20814
15,ISAIAH A/L D.JACOB,,male,indian,PKR,TIADA,,,TIADA,Ahli Dewan Negara,,20815,20815
15,ISKANDAR DZULKARNAIN BIN ABDUL KHALID,1976.0,male,bumiputera,BEBAS,Perak,Kuala Kangsar,P067,,,4663.0,20816,4663
13,ISMAIL BIN ABD. MUTTALIB,1955.0,male,bumiputera,BN - UMNO,Pahang,Maran,P086,Timbalan Menteri Sumber Manusia,,3413.0,20820,3413
15,ISMAIL BIN ABD. MUTTALIB,1954.0,male,bumiputera,PN,Pahang,Maran,P086,,,4738.0,20820,3413
13,ISMAIL BIN DAUT,1956.0,male,bumiputera,BN - UMNO,Kedah,Merbok,P014,,,3648.0,20817,3648
12,ISMAIL BIN HAJI ABD MUTTALIB,1955.0,male,bumiputera,BN - UMNO,Pahang,Maran,P086,,,3413.0,20820,3413
12,ISMAIL BIN HAJI MOHAMED SAID,1966.0,male,bumiputera,BN - UMNO,Pahang,Kuala Krau,P087,,,1613.0,20821,1613
14,ISMAIL BIN HAJI MOHAMED SAID,1966.0,male,bumiputera,BN - UMNO,Pahang,KUALA KRAU,P087,Timbalan Menteri Dalam Negeri I,,1613.0,20821,1613
14,ISMAIL BIN HJ ABD. MUTTALIB,1955.0,male,bumiputera,BN - UMNO,Pahang,MARAN,P086,Timbalan Menteri Perumahan dan Kerajaan Tempatan,,3413.0,20820,3413
12,ISMAIL BIN KASIM,1960.0,male,bumiputera,BN - UMNO,Perlis,Arau,P003,,,3285.0,20818,3285
13,ISMAIL BIN MOHAMED SAID,1966.0,male,bumiputera,BN - UMNO,Pahang,Kuala Krau,P087,,,1613.0,20821,1613
12,ISMAIL SABRI BIN YAAKOB,1960.0,male,bumiputera,BN - UMNO,Pahang,Bera,P090,"Menteri Perdagangan Dalam Negeri, Koperasi Dan Kepenggunaan",,3061.0,20819,3061
13,ISMAIL SABRI BIN YAAKOB,1960.0,male,bumiputera,BN - UMNO,Pahang,Bera,P090,Menteri Kemajuan Luar Bandar dan Wilayah,,3061.0,20819,3061
14,ISMAIL SABRI BIN YAAKOB,1960.0,male,bumiputera,BN - UMNO,Pahang,BERA,P090,YAB PERDANA MENTERI,,3061.0,20819,3061
15,ISMAIL SABRI BIN YAAKOB,1960.0,male,bumiputera,BN,Pahang,Bera,P090,,,3061.0,20819,3061
14,ISNARAISSAH MUNIRAH BT MAJILIS @ FAKHARUDY,1982.0,female,bumiputera,WARISAN,Sabah,KOTA BELUD,P169,,,3882.0,20804,3882
15,ISNARAISSAH MUNIRAH BT MAJILIS@FAKHARUDY,1982.0,female,bumiputera,WARISAN,Sabah,Kota Belud,P169,,,3882.0,20804,3882
13,IZANI BIN HUSIN,1963.0,male,bumiputera,PAS,Kelantan,Pengkalan Chepa,P020,,,3659.0,20822,3659
12,JACOB DUNGAU SAGAN,1947.0,male,bumiputera,BN - SPDP,Sarawak,Baram,P220,Timbalan Menteri Perdagangan Antarabangsa Dan Industri,,2586.0,20826,2586
13,JAILANI BIN JOHARI,1966.0,male,bumiputera,BN - UMNO,Terengganu,Hulu Terengganu,P038,Timbalan Menteri Komunikasi dan Multimedia,,3684.0,20827,3684
14,JALALUDDIN BIN ALIAS,1963.0,male,bumiputera,BN - UMNO,Negeri Sembilan,JELEBU,P126,Timbalan Menteri Wilayah Persekutuan,,4227.0,20823,4227
15,JALALUDDIN BIN ALIAS,1963.0,male,bumiputera,BN,Negeri Sembilan,Jelebu,P126,,,4227.0,20823,4227
12,JAMALUDIN BIN DATO' MOHD JARJIS,1952.0,male,bumiputera,BN - UMNO,Pahang,Rompin,P091,,,3420.0,20828,3420
13,JAMALUDIN BIN DATO' MOHD JARJIS,1952.0,male,bumiputera,BN - UMNO,Pahang,Rompin,P091,,,3420.0,20828,3420
15,JAMALUDIN BIN YAHYA,1971.0,male,bumiputera,PN,Perak,Pasir Salak,P073,,,4688.0,20829,4688
12,JAMES DAWOS MAMIT,1949.0,male,bumiputera,BN - PBB,Sarawak,Mambong,P198,Timbalan Menteri Pelancongan,,3599.0,20830,3599
13,JAMES DAWOS MAMIT,1949.0,male,bumiputera,BN - PBB,Sarawak,Mambong,P198,"Timbalan Menteri Tenaga, Teknologi Hijau dan Air",,3599.0,20830,3599
13,JAMIL KHIR BIN BAHAROM (B),1962.0,male,bumiputera,BN - UMNO,Kedah,Jerai,P012,Menteri Di Jabatan Perdana Menteri,,3646.0,20831,3646
13,JAMILAH @ HALIMAH BINTI SULAIMAN,,female,bumiputera,BN - PBS,TIADA,,,TIADA,TIADA,,20832,20832
