vol,kod_kawasan,negeri,kawasan,uid,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,new_key,birth_year
13,P051,Pulau Pinang,Bukit Gelugor,4080,YB Tuan,Ramkarpal Singh a/l Karpal Singh,1976.0,male,other,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/Ramkarpal_Singh.jpg,357,1976
14,P051,Pulau Pinang,BUKIT GELUGOR,4080,YB TUAN,RAMKARPAL SINGH A/L KARPAL SINGH,1976.0,male,other,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.051-BUKIT GELUGOR.png,357,1976
15,P051,Pulau Pinang,Bukit Gelugor,4080,YB Tuan,Ramkarpal Singh a/l Karpal Singh,1976.0,male,other,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P051.png,357,1976
14,P059,Perak,BUKIT GANTANG,4095,YB DATO',SYED ABU HUSSIN BIN HAFIZ SYED ABDUL FASAL,1961.0,male,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.059-BUKIT GANTANG.png,358,1961
14,P060,Perak,TAIPING,4099,YB TUAN,TEH KOK LIM,1970.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.060-TAIPING.png,359,1970
14,P062,Perak,SUNGAI SIPUT,4102,YB TUAN,KESAVAN A/L SUBRAMANIAM,1973.0,male,indian,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.062-SUNGAI SIPUT.png,360,1972
15,P062,Perak,Sungai Siput,4102,YB Tuan,Kesavan a/l Subramaniam,1972.0,male,indian,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P062.jpg,360,1972
14,P063,Perak,TAMBUN,4104,YB DATO' SERI,AHMAD FAIZAL BIN AZUMU,1971.0,male,bumiputera,BERSATU,Menteri Belia dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.063-TAMBUN.png,361,1971
14,P064,Perak,IPOH TIMUR,4105,YB TUAN,WONG KAH WOH,1981.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.064-IPOH TIMUR.png,362,1980
15,P060,Perak,Taiping,4105,YB Tuan,Wong Kah Woh,1980.0,male,chinese,PH,Timbalan Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P060.jpg,362,1980
13,P067,Perak,Kuala Kangsar,4109,YB Datin,Mastura Binti Tan Sri Dato' Mohd Yazid,1962.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/DATIN MASTURA.JPG,363,1962
14,P067,Perak,KUALA KANGSAR,4109,YB DATUK,MASTURA BINTI TAN SRI DATO' MOHD YAZID,1962.0,female,bumiputera,BN - UMNO,Timbalan Menteri di Jabatan Perdana Menteri (Tugas-Tugas Khas),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.067-KUALA KANGSAR.png,363,1962
14,P077,Perak,TANJONG MALIM,4126,YB TUAN,CHANG LIH KANG,1981.0,male,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.077-TANJONG MALIM.png,364,1980
15,P077,Perak,Tanjong Malim,4126,YB Tuan,Chang Lih Kang,1980.0,male,chinese,PH,"Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2022/P077.jpg,364,1980
14,P080,Pahang,RAUB,4133,YB TENGKU,ZULPURI SHAH BIN RAJA PUJI,1965.0,male,bumiputera,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.080-RAUB.png,365,1965
14,P084,Pahang,PAYA BESAR,4140,YB DATO' INDERA,MOHD SHAHAR BIN ABDULLAH,1980.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kewangan I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.084-PAYA BESAR.png,366,1980
14,P088,Pahang,TEMERLOH,4152,YB DATUK WIRA HAJI,MOHD. ANUAR MOHD. TAHIR,1953.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.088-TEMERLOH.png,367,1953
13,P091,Pahang,Rompin,4157,YB Dato` Sri,Hasan bin Arifin,1953.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/rompin.jpg,368,1953
14,P091,Pahang,ROMPIN,4157,YB DATO' SRI,HASAN BIN ARIFIN,1953.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.091-ROMPIN.png,368,1953
14,P093,Selangor,SUNGAI BESAR,4160,YB DATUK,MUSLIMIN BIN YAHAYA,1968.0,male,bumiputera,BERSATU,Timbalan Menteri Pembangunan Usahawan dan Koperasi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.093-SUNGAI BESAR.png,369,1968
13,P093,Selangor,Sungai Besar,4161,YB Tuan,Budiman Bin Mohd Zohdi,1972.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/YB Budiman bin Mohd Zohdi.jpg,370,1972
14,P094,Selangor,HULU SELANGOR,4163,YB PUAN,JUNE LEOW HSIAD HUI,1965.0,female,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.094-HULU SELANGOR.png,371,1965
14,P101,Selangor,HULU LANGAT,4177,YB DATUK HAJI,HASANUDDIN BIN MOHD YUNUS,1965.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.101-HULU LANGAT.png,372,1965
14,P105,Selangor,PETALING JAYA,4186,YB PUAN,MARIA CHIN BINTI ABDULLAH,1957.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/Petaling Jaya.png,373,1957
14,P112,Selangor,KUALA LANGAT,4200,YB DATO' DR.,XAVIER JAYAKUMAR A/L ARULANANDAM,1953.0,male,indian,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.112-KUALA LANGAT.png,374,1953
14,P115,Kuala Lumpur,BATU,4207,YB TUAN,P. PRABAKARAN,1996.0,male,indian,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.115-BATU.png,375,1996
15,P115,Kuala Lumpur,Batu,4207,YB Tuan,Prabakaran a/l M Parameswaran,1996.0,male,indian,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P115.png,375,1996
14,P117,Kuala Lumpur,SEGAMBUT,4212,YB PUAN,HANNAH YEOH,1979.0,female,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.117-SEGAMBUT.png,376,1979
15,P117,Kuala Lumpur,Segambut,4212,YB Puan,Hannah Yeoh Tseow Suan,1979.0,female,chinese,PH,Menteri Belia dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P117.png,376,1979
14,P118,Kuala Lumpur,SETIAWANGSA,4213,YB TUAN,NIK NAZMI BIN NIK AHMAD,1982.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.118-SETIAWANGSA.png,377,1982
15,P118,Kuala Lumpur,Setiawangsa,4213,YB Tuan,Nik Nazmi bin Nik Ahmad,1982.0,male,bumiputera,PH,Menteri Sumber Asli dan Kelestarian Alam,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P118.png,377,1982
14,P119,Kuala Lumpur,TITIWANGSA,4215,YB DATUK SERI,RINA BINTI MOHD HARUN,1973.0,female,bumiputera,BERSATU,"Menteri Pembangunan, Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/Rina.jpg,378,1973
14,P121,Kuala Lumpur,LEMBAH PANTAI,4219,YB TUAN,AHMAD FAHMI BIN MOHAMED FADZIL,1981.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.121-LEMBAH PANTAI.png,379,1981
15,P121,Kuala Lumpur,Lembah Pantai,4219,YB Tuan,Ahmad Fahmi bin Mohamed Fadzil,1981.0,male,bumiputera,PH,Menteri Komunikasi,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P121.png,379,1981
14,P126,Negeri Sembilan,JELEBU,4227,YB DATUK SERI,JALALUDDIN BIN ALIAS,1964.0,male,bumiputera,BN - UMNO,Timbalan Menteri Wilayah Persekutuan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.126-JELEBU.png,380,1963
15,P126,Negeri Sembilan,Jelebu,4227,YB Datuk Seri,Jalaluddin bin Alias,1963.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P126.jpg,380,1963
14,P127,Negeri Sembilan,JEMPOL,4230,YB DATUK SERI HAJI,MOHD SALIM SHARIF,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.127-JEMPOL.png,381,1965
14,P129,Negeri Sembilan,KUALA PILAH,4234,YB DATO',EDDIN SYAZLEE BIN SHITH,1974.0,male,bumiputera,BERSATU,Timbalan Menteri di Jabatan Perdana Menteri (Ekonomi),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.129-KUALA PILAH.png,382,1974
14,P130,Negeri Sembilan,RASAH,4238,YB TUAN,CHA KEE CHIN,1975.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.130-RASAH.png,383,1974
15,P130,Negeri Sembilan,Rasah,4238,YB Tuan,Cha Kee Chin,1974.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P130.jpg,383,1974
14,P133,Negeri Sembilan,TAMPIN,4242,YB DATUK DR.,HASAN BIN BAHROM,1956.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.133-TAMPIN.png,384,1956
14,P135,Melaka,ALOR GAJAH,4247,YB DATUK SERI,MOHD REDZUAN BIN MD. YUSOF,1957.0,male,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.135-ALOR GAJAH.png,385,1957
14,P136,Melaka,TANGGA BATU,4248,YB PUAN,RUSNAH BINTI ALUAI,1962.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.136-TANGGA BATU.png,386,1962
14,P138,Melaka,KOTA MELAKA,4252,YB TUAN,KHOO POAY TIONG,1971.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.138-KOTA MELAKA.png,387,1971
15,P138,Melaka,Kota Melaka,4252,YB Tuan,Khoo Poay Tiong,1971.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P138.jpg,387,1971
14,P141,Johor,SEKIJANG,4257,YB PUAN HAJAH,NATRAH ISMAIL,1951.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.141-SEKIJANG.png,388,1951
14,P144,Johor,LEDANG,4261,YB TUAN,SYED IBRAHIM BIN SYED NOH,1965.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.144-LEDANG.png,389,1964
15,P144,Johor,Ledang,4261,YB Tuan,Syed Ibrahim bin Syed Noh,1964.0,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P144.jpg,389,1964
14,P145,Johor,BAKRI,4263,YB PUAN,YEO BEE YIN,1984.0,female,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.145-BAKRI.png,390,1983
15,P103,Selangor,Puchong,4263,YB Puan,Yeo Bee Yin,1983.0,female,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P103.png,390,1983
14,P146,Johor,MUAR,4266,YB TUAN,SYED SADDIQ BIN SYED ABDUL RAHMAN,1993.0,male,bumiputera,MUDA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.146-MUAR.png,391,1993
15,P146,Johor,Muar,4266,YB Tuan,Syed Saddiq bin Syed Abdul Rahman,1993.0,male,bumiputera,MUDA,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P146.png,391,1993
14,P149,Johor,SRI GADING,4270,YB DATUK DR.,SHARUDDIN BIN MD SALLEH,1956.0,male,bumiputera,PEJUANG,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.149-SRI GADING.png,392,1956
14,P150,Johor,BATU PAHAT,4273,YB DATO',MOHD RASHID HASNON,1960.0,male,bumiputera,BERSATU,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.150-BATU PAHAT.png,393,1960
14,P151,Johor,SIMPANG RENGGAM,4276,YB DR.,MASZLEE BIN MALIK,1975.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.151-SIMPANG RENGGAM.png,394,1975
14,P152,Johor,KLUANG,4278,YB PUAN,WONG SHU QI,1984.0,female,bumiputera,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.152-KLUANG.png,395,1983
15,P152,Johor,Kluang,4278,YB Puan,Wong Shu Qi,1983.0,female,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P152.jpg,395,1983
14,P155,Johor,TENGGARA,4284,YB DATO' SRI DR.,ADHAM BIN BABA,1963.0,male,bumiputera,BN - UMNO,"Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.155-TENGGARA.png,396,1963
14,P160,Johor,JOHOR BAHRU,4289,YB TUAN HAJI,AKMAL NASRULLAH BIN MOHD NASIR,1987.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.160-JOHOR BAHRU.png,397,1986
15,P160,Johor,Johor Bahru,4289,YB Tuan Haji,Akmal Nasrullah bin Mohd Nasir,1986.0,male,bumiputera,PH,Timbalan Menteri Peralihan Tenaga dan Transformasi Air,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P160.jpg,397,1986
14,P171,Sabah,SEPANGGAR,4314,YB DATUK,MOHD AZIS BIN JAMMAN,1975.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.171-SEPANGGAR.png,398,1975
14,P173,Sabah,PUTATAN,4317,YB TUAN,AWANG HUSAINI BIN SAHARI,1967.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.173-PUTATAN.png,399,1967
14,P175,Sabah,PAPAR,4322,YB TUAN HAJI,AHMAD BIN HASSAN,1961.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.175-PAPAR.png,400,1961
14,P178,Sabah,SIPITANG,4325,YB DATUK,YAMANI HAFEZ BIN MUSA,1978.0,male,bumiputera,BERSATU,Timbalan Menteri Kewangan II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.178-SIPITANG.png,401,1978
14,P181,Sabah,TENOM,4336,YB PUAN,NOORITA BINTI SUAL,1980.0,female,bumiputera,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.181-TENOM.png,402,1980
14,P182,Sabah,PENSIANGAN,4340,YB DATUK,ARTHUR JOSEPH KURUP,1983.0,male,bumiputera,BN - PBRS,Timbalan Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli//P.182-PENSIANGAN.png,403,1983
14,P184,Sabah,LIBARAN,4347,YB DATUK,ZAKARIA BIN MOHD. EDRIS,1951.0,male,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.184-LIBARAN.png,404,1951
14,P191,Sabah,KALABAKAN,4360,YB TUAN,MA'MUN BIN SULAIMAN,1966.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.191-KALABAKAN.png,405,1965
14,P195,Sarawak,BANDAR KUCHING,4367,YB DR.,KELVIN YII LEE WUEN,1987.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.195-BANDAR KUCHING.png,406,1986
15,P195,Sarawak,Bandar Kuching,4367,YB Dr.,Kelvin Yii Lee Wuen,1986.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P195.png,406,1986
14,P203,Sarawak,LUBOK ANTU,4379,YB TUAN,TAMBAT@ JUGAH ANAK MUYANG,1964.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.203-LUBOK ANTU.png,407,1964
14,P204,Sarawak,BETONG,4383,YB DATUK,ROBERT LAWSON CHUAT,1959.0,male,bumiputera,GPS - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.204-BETONG.png,408,1959
14,P206,Sarawak,TANJONG MANIS,4385,YB TUAN HAJI,YUSUF BIN ABD WAHAB,1964.0,male,bumiputera,GPS - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.206-TANJONG MANIS.png,409,1964
14,P207,Sarawak,IGAN,4388,YB TUAN HAJI,AHMAD JOHNIE BIN HAJI ZAWAWI,1963.0,male,bumiputera,GPS - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.207-IGAN.png,410,1962
15,P207,Sarawak,Igan,4388,YB Tuan Haji,Ahmad Johnie bin Zawawi,1962.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P207.jpg,410,1962
15,P208,Sarawak,Sarikei,4390,YB Dato' Sri,Huang Tiong Sii,1969.0,male,chinese,GPS,Timbalan Menteri Sumber Asli dan Kelestarian Alam,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P208.jpg,411,1969
14,P213,Sarawak,MUKAH,4397,YB DATO HAJJAH,HANIFAH HAJAR TAIB,1973.0,female,bumiputera,GPS - PBB,Timbalan Menteri di Jabatan Perdana Menteri (Hal Ehwal Sabah dan Sarawak),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.213-MUKAH.png,412,1972
15,P213,Sarawak,Mukah,4397,YB Dato Hajjah,Hanifah Hajar Taib,1972.0,female,bumiputera,GPS,Timbalan Menteri Ekonomi,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P213.jpg,412,1972
14,P218,Sarawak,SIBUTI,4403,YB TUAN,LUKANISMAN BIN AWANG SAUNI,1982.0,male,bumiputera,GPS - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.218-SIBUTI.png,413,1982
15,P218,Sarawak,Sibuti,4403,YB Dato,Lukanisman bin Awang Sauni,1982.0,male,bumiputera,GPS,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P218.jpg,413,1982
15,P001,Perlis,Padang Besar,4409,YB Tuan,Rushdan bin Rusmi,1978.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P001.jpg,414,1978
15,P002,Perlis,Kangar,4413,YB Tuan,Zakri bin Hassan,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P002.jpg,415,1965
15,P004,Kedah,Langkawi,4420,YB Dato' Haji,Mohd Suhaimi bin Haji Abdullah,1976.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P004.jpg,416,1976
15,P005,Kedah,Jerlun,4423,YB Dr. Haji,Abd Ghani bin Ahmad,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P005.jpg,417,1970
15,P006,Kedah,Kubang Pasu,4425,YB Dato' Wira Dr.,Ku Abd Rahman bin Ku Ismail,1952.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P006.jpg,418,1952
15,P007,Kedah,Padang Terap,4432,YB Tuan,Nurul Amin bin Hamid,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P007.jpg,419,1983
15,P008,Kedah,Pokok Sena,4434,YB Dato' Haji,Ahmad bin Saad @ Yahaya,1975.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P008.jpg,420,1975
15,P009,Kedah,Alor Setar,4438,YB Tuan,Afnan Hamimi bin Dato' Haji Taib Azamudden,1981.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P009.jpg,421,1981
15,P010,Kedah,Kuala Kedah,4447,YB Dr.,Ahmad Fakhruddin bin Fakhrurazi,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P010.jpg,422,1971
15,P011,Kedah,Pendang,4449,YB Datuk Haji,Awang bin Hashim,1964.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P011.jpg,423,1964
15,P012,Kedah,Jerai,4455,YB Tuan,Sabri bin Azit,1966.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P012.jpg,424,1966
15,P013,Kedah,Sik,4459,YB Tuan,Ahmad Tarmizi bin Sulaiman,1976.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P013.jpg,425,1976
15,P014,Kedah,Merbok,4461,YB Tuan,Mohd Nazri bin Abu Hassan,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P014.jpg,426,1970
15,P015,Kedah,Sungai Petani,4463,YB Dr.,Mohammed Taufiq bin Johari,1996.0,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P015.jpg,427,1996
15,P016,Kedah,Baling,4470,YB Tuan,Hassan bin Saad,1957.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P016.jpg,428,1957
15,P017,Kedah,Padang Serai,4471,YB Dato',Azman bin Nasrudin,1972.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P017.jpg,429,1972
15,P018,Kedah,Kulim Bandar Baharu,4478,YB Tuan,Roslan bin Hashim,1967.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P018.jpg,430,1967
15,P019,Kelantan,Tumpat,4482,YB Dato' Hajjah,Mumtaz binti Md Nawi,1972.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P019.jpg,431,1972
15,P020,Kelantan,Pengkalan Chepa,4489,YB Datuk Dr.,Ahmad Marzuk bin Shaary,1976.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P020.png,432,1976
15,P021,Kelantan,Kota Bharu,4491,YB Datuk Seri,Takiyuddin bin Hassan,1961.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P021.png,433,1961
15,P022,Kelantan,Pasir Mas,4498,YB Tuan Haji,Ahmad Fadhli bin Shaari,1980.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P022.jpg,434,1980
15,P024,Kelantan,Kubang Kerian,4508,YB Dato' Sri Tuan,Ibharim bin Tuan Man,1960.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P024.png,435,1960
15,P025,Kelantan,Bachok,4509,YB Tuan Haji,Mohd Syahir bin Che Sulaiman,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P025.jpg,436,1983
15,P026,Kelantan,Ketereh,4516,YB Dato',Khlir bin Mohd Nor,1958.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P026.jpg,437,1958
15,P027,Kelantan,Tanah Merah,4522,YB Dato' Sri,Ikmal Hisham bin Abdul Aziz,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P027.png,438,1965
15,P028,Kelantan,Pasir Puteh,4526,YB Datuk Dr.,Nik Muhammad Zawawi bin Salleh,1967.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P028.jpg,439,1967
15,P029,Kelantan,Machang,4529,YB Tuan,Wan Ahmad Fayhsal bin Wan Ahmad Kamal,1987.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P029.jpg,440,1987
15,P030,Kelantan,Jeli,4532,YB Tuan,Zahari bin Kechik,1960.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P030.jpg,441,1960
15,P031,Kelantan,Kuala Krai,4535,YB Tuan Haji,Abdul Latiff bin Abdul Rahman,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P031.jpg,442,1971
15,P032,Kelantan,Gua Musang,4539,YB Tuan,Mohd Azizi bin Abu Naim,1972.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P032.jpg,443,1972
15,P033,Terengganu,Besut,4542,YB Datuk,Che Mohamad Zulkifly bin Jusoh,1959.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P033.jpg,444,1959
15,P034,Terengganu,Setiu,4547,YB Tuan,Shaharizukirnain bin Abd Kadir,1969.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P034.jpg,445,1969
15,P035,Terengganu,Kuala Nerus,4549,YB Dato' Dr. Hj.,Alias bin Razak,1959.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P035.jpg,446,1959
15,P036,Terengganu,Kuala Terengganu,4556,YB Datuk,Ahmad Amzad bin Mohamed @ Hashim,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P036.jpg,447,1970
15,P038,Terengganu,Hulu Terengganu,4560,YB Dato',Rosol bin Wahid,1964.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P038.png,448,1964
15,P039,Terengganu,Dungun,4566,YB Tuan Haji,Wan Hassan bin Mohd Ramli,1957.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P039.jpg,449,1957
15,P040,Terengganu,Kemaman,4568,YAB Dato' Seri Ir. Dr.,Ahmad Samsuri bin Mokhtar,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2023/YB Samsuri.png,450,1971
15,P041,Pulau Pinang,Kepala Batas,4572,YB Dr.,Siti Mastura binti Muhammad,1989.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P041.jpg,451,1989
15,P042,Pulau Pinang,Tasek Gelugor,4579,YB Datuk,Wan Saifulruddin bin Wan Jan,1975.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P042.jpg,452,1975
15,P044,Pulau Pinang,Permatang Pauh,4584,YB Tuan Haji,Muhammad Fawwaz bin Mohamad Jan,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P044.jpg,453,1983
15,P045,Pulau Pinang,Bukit Mertajam,4586,YB Tuan,Sim Chee Keong,1982.0,male,chinese,PH,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P045.jpg,454,1982
15,P047,Pulau Pinang,Nibong Tebal,4593,YB Puan,Fadhlina binti Sidek,1977.0,female,bumiputera,PH,Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P047.jpg,455,1977
15,P048,Pulau Pinang,Bukit Bendera,4596,YB Puan,Syerleena binti Abdul Rashid,1980.0,female,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P048.jpg,456,1980
