vol,kod_kawasan,negeri,kawasan,uid,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar
14,P183,Sabah,BELURAN,2857,YB DATUK SERI DR.,RONALD KIANDEE,1961,male,bumiputera,BERSATU,Menteri Pertanian dan Industri Makanan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.183-BELURAN.png
15,P183,Sabah,Beluran,2857,YB Datuk Seri Dr.,Ronald Kiandee,1961,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P183.png
12,P187,Sabah,Kinabatangan,2861,Y.B. Datuk,Bung Moktar bin Radin,1960,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P187-KINABATANGAN1.jpg
13,P187,Sabah,Kinabatangan,2861,YB Dato' Sri,Bung Moktar bin Radin,1960,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P187.jpg
14,P187,Sabah,KINABATANGAN,2861,YB DATUK SERI PANGLIMA,BUNG MOKTAR BIN RADIN,1960,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.187-KINABATANGAN.png
12,P195,Sarawak,Bandar Kuching,2874,Y.B. Tuan,Chong Chieng Jen,1971,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P195-BDRKUCHING.jpg
13,P195,Sarawak,Bandar Kuching,2874,YB Tuan,Chong Chieng Jen,1971,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P195.jpg
14,P196,Sarawak,STAMPIN,2874,YB TUAN,CHONG CHIENG JEN,1971,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.196-STAMPIN.png
15,P196,Sarawak,Stampin,2874,YB Tuan,Chong Chieng Jen,1971,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P196.png
12,P209,Sarawak,Julau,2894,Y.B. Dato',Joseph Salang Anak Gandum,1950,male,bumiputera,BN - PRS,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P209-JULAU.jpg
13,P209,Sarawak,Julau,2894,YB Datuk,Joseph Salang anak Gandum,1950,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P209.jpg
12,P215,Sarawak,Kapit,2903,Y.B. Datuk,Alexander Nanta Linggi,1959,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P215-KAPIT.jpg
13,P215,Sarawak,Kapit,2903,YB Datuk,Alexander Nanta Linggi,1959,male,bumiputera,BN - PBB,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P215.jpg
14,P215,Sarawak,KAPIT,2903,YB DATO SRI,ALEXANDER NANTA LINGGI,1959,male,bumiputera,GPS - PBB,Menteri Perdagangan Dalam Negeri dan Hal Ehwal Pengguna,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.215-KAPIT.png
15,P215,Sarawak,Kapit,2903,YB Dato Sri,Alexander Nanta Linggi,1958,male,bumiputera,GPS,Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P215.jpg
12,P222,Sarawak,Lawas,2912,Y.B. Dato',Henry Sum Agong,1946,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P222-LAWAS.jpg
13,P222,Sarawak,Lawas,2912,YB Dato',Henry Sum Agong,1946,male,bumiputera,BN - PBB,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P222.jpg
14,P222,Sarawak,LAWAS,2912,YB DATO',HENRY SUM AGONG,1946,male,bumiputera,GPS - PBB,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.222-LAWAS.png
15,P222,Sarawak,Lawas,2912,YB Dato,Henry Sum Agong,1946,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P222.jpg
13,P059,Perak,Bukit Gantang,2922,YB Tuan,Idris Bin Haji Ahmad,1964,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P059.jpg
12,P008,Kedah,Pokok Sena,2928,YB Dato' Haji,Mahfuz bin Haji Omar,1958,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P008-POKOKSENA.jpg
13,P008,Kedah,Pokok Sena,2928,YB Dato' Haji,Mahfuz Haji Omar,1958,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P008.jpg
14,P008,Kedah,POKOK SENA,2928,YB DATO',MAHFUZ BIN HAJI OMAR,1958,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.008-Pokok Sena.png
14,P111,Selangor,KOTA RAJA,2932,YB TUAN,MOHAMAD BIN SABU,1955,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.111-KOTA RAJA.png
12,P011,Kedah,Pendang,2934,Y.B. Dato' Dr. Haji,Mohd Hayati bin Othman,1958,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P011-PENDANG.jpg
12,P024,Kelantan,Kubang Kerian,2958,Y.B. Tuan,Salahuddin bin Haji Ayub,1962,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P024-KBGKERIAN.jpg
14,P161,Johor,PULAI,2958,YB DATUK SERI HAJI,SALAHUDDIN BIN AYUB,1962,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.161-PULAI.png
12,P040,Terengganu,Kemaman,2986,YB Dato' Sri,Ahmad Shabery bin Cheek,1959,male,bumiputera,BN - UMNO,Menteri Belia Dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P040-KEMAMAN2.jpg
13,P040,Terengganu,Kemaman,2986,YB Dato' Sri,Ahmad Shabery Bin Cheek,1959,male,bumiputera,BN - UMNO,Menteri Pertanian dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P040.jpg
12,P057,Perak,Parit Buntar,2990,YB Dr.,Mujahid Yusof Rawa,1965,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P057-PARITBUNTAR.jpg
13,P057,Perak,Parit Buntar,2990,YB Dato' Dr.,Mujahid bin Yusof Rawa,1965,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P057.jpg
14,P057,Perak,PARIT BUNTAR,2990,YB DATUK SERI DR,MUJAHID YUSOF RAWA,1965,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.057-PARIT BUNTAR.png
12,P054,Perak,Gerik,3012,YB Dato',Tan Lian Hoe,1959,female,chinese,BN - GERAKAN,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi Dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P054-GERIK.jpg
12,P062,Perak,Sungai Siput,3019,YB Dr.,Micheal Jeyakumar Devaraj,1956,male,indian,PSM,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P062-SGSIPUT.jpg
13,P062,Perak,Sungai Siput,3019,YB Dr.,Michael Jeyakumar Devaraj,1955,male,indian,PSM,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P062.jpg
12,P090,Pahang,Bera,3061,YB Dato' Sri,Ismail Sabri bin Yaakob,1960,male,bumiputera,BN - UMNO,"Menteri Perdagangan Dalam Negeri, Koperasi Dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P090-BERA.jpg
13,P090,Pahang,Bera,3061,YB Dato' Sri,Ismail Sabri Bin Yaakob,1960,male,bumiputera,BN - UMNO,Menteri Kemajuan Luar Bandar dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P090.jpg
14,P090,Pahang,BERA,3061,YAB DATO' SRI,ISMAIL SABRI BIN YAAKOB,1960,male,bumiputera,BN - UMNO,YAB PERDANA MENTERI,,https://www.parlimen.gov.my/images/webuser/ahli/2013/PM.jpg
15,P090,Pahang,Bera,3061,YB Dato' Sri,Ismail Sabri bin Yaakob,1960,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/YB Bera.jpg
12,P108,Selangor,Shah Alam,3095,Y.B. Tuan,Khalid bin Abd Samad,1958,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P108-SHAHALAM.jpg
13,P108,Selangor,Shah Alam,3095,YB Tuan,Khalid bin Abd. Samad,1958,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P108.jpg
14,P108,Selangor,SHAH ALAM,3095,YB TUAN,KHALID BIN ABD SAMAD,1958,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.108-SHAH ALAM.png
13,P137,Melaka,Bukit Katil,3142,YB Tuan,Shamsul Iskandar @ Yusre Bin Mohd Akin,1975,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P137.jpg
14,P137,Melaka,HANG TUAH JAYA,3142,YB DATUK SERI HAJI,SHAMSUL ISKANDAR @ YUSRE BIN HAJI MOHD AKIN,1975,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.137-HANG TUAH JAYA.png
14,P142,Johor,LABIS,3148,YB TUAN,PANG HOK LIONG,1958,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.142-LABIS.png
15,P142,Johor,Labis,3148,YB Tuan,Pang Hok Liong,1957,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P142.jpg
12,P144,Johor,Ledang,3153,Y.B. Tuan Ir. Haji,Hamim bin Samuri,1959,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P144-LEDANG.jpg
13,P144,Johor,Ledang,3153,YB Datuk Ir. Dr. Haji,Hamim Bin Samuri,1959,male,bumiputera,BN - UMNO,Timbalan Menteri Sumber Asli dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P144.jpg
12,P162,Johor,Gelang Patah,3186,Y.B. Puan,Tan Ah Eng,1956,female,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P162-GLPATAH.jpg
12,P172,Sabah,Kota Kinabalu,3203,Y.B. Tuan Dr.,Hiew King Cheu,1952,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P172-KTKINABALU.jpg
14,P190,Sabah,TAWAU,3204,YB DATUK,LIEW CHIN JIN,1953,female,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.190-TAWAU.png
12,P184,Sabah,Libaran,3226,Y.B. Datuk,Juslie Ajirol,1954,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P184-LIBARAN.jpg
13,P184,Sabah,Libaran,3226,YB Datuk,Juslie Bin Ajirol,1954,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P184.jpg
12,P191,Sabah,Kalabakan,3238,Y.B. Datuk Seri Panglima Haji,Abdul Ghapur bin Salleh,1943,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P191-KALABAKAN1.jpg
13,P191,Sabah,Kalabakan,3238,YB Datuk Seri Panglima Haji,Abdul Ghapur bin Salleh,1943,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P191.jpg
12,P194,Sarawak,Petra Jaya,3242,Y.B. Datuk Haji,Fadilah bin Haji Yusof,1963,male,bumiputera,BN - PBB,"Timbalan Menteri Sains, Teknologi Dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P194-PETRAJAYA1.jpg
13,P194,Sarawak,Petrajaya,3242,YB Dato' Sri Haji,Fadillah Bin Yusof,1962,male,bumiputera,BN - PBB,Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P194.jpg
14,P194,Sarawak,PETRA JAYA,3242,YB DATO' SRI HAJI,FADILLAH BIN YUSOF,1962,male,bumiputera,GPS - PBB,Menteri Kanan Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.194-PERTAJAYA.png
12,P204,Sarawak,Betong,3254,Y.B. Dato Sri,Douglas Uggah Embas,1956,male,bumiputera,BN - PBB,Menteri Sumber Asli Dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P204-BETONG2.jpg
13,P204,Sarawak,Betong,3254,YB Datuk Amar,Douglas Uggah Embas,1956,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P204.jpg
12,P210,Sarawak,Kanowit,3265,Y.B. Datuk,Aaron Ago Anak Dagang,1959,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P210-KANOWIT.jpg
13,P210,Sarawak,Kanowit,3265,YB Datuk,Aaron Ago anak Dagang,1959,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P210.jpg
14,P210,Sarawak,KANOWIT,3265,YB DATUK,AGO ANAK DAGANG,1959,male,bumiputera,GPS - PRS,Timbalan Menteri Kesihatan II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.210-KANOWIT.png
15,P210,Sarawak,Kanowit,3265,YB Datuk,Aaron Ago anak Dagang,1959,male,bumiputera,GPS,Menteri Perpaduan Negara,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P210.png
12,P214,Sarawak,Selangau,3270,Y.B. Datuk,Joseph Entulu Anak Belaun,1955,male,bumiputera,BN - PRS,Timbalan Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P214-SELANGAU.jpg
13,P214,Sarawak,Selangau,3270,YB Datuk,Joseph Entulu Anak Belaun,1955,male,bumiputera,BN - PRS,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P214.jpg
15,P217,Sarawak,Bintulu,3273,YB Dato Sri,Tiong King Sing,1961,male,chinese,GPS,"Menteri Pelancongan, Seni dan Budaya",,https://www.parlimen.gov.my/images/webuser/ahli/2022/P217.png
12,P003,Perlis,Arau,3285,YB Dato',Ismail Bin Kasim,1960,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P003-ARAU.jpg
12,P004,Kedah,Langkawi,3286,YB Dato' Paduka,Abu Bakar bin Taib,1943,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P004-LANGKAWI.jpg
12,P005,Kedah,Jerlun,3288,YB Dato',Mukhriz bin Tun Mahathir,1965,male,bumiputera,BN - UMNO,Timbalan Menteri Perdagangan Antarabangsa Dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P005-JERLUN.jpg
14,P005,Kedah,JERLUN,3288,YB DATO' SERI UTAMA HAJI,MUKHRIZ TUN DR. MAHATHIR,1965,male,bumiputera,PEJUANG,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.005-Jerlun.png
12,P006,Kedah,Kubang Pasu,3290,YB Dato' Wira,Mohd Johari bin Baharum,1955,male,bumiputera,BN - UMNO,Timbalan Menteri Pertanian Dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P006-KUBANGPASU1.jpg
13,P006,Kedah,Kubang Pasu,3290,YB Dato' Sri,Mohd Johari Bin Baharum,1954,male,bumiputera,BN - UMNO,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P006.jpg
12,P007,Kedah,Padang Terap,3292,YB Tuan,Mohd Nasir bin Zakaria,1976,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P007-PDGTERAP.jpg
13,P009,Kedah,Alor Setar,3294,YB Tuan,Gooi Hsiao-Leung,1973,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P009.jpg
12,P010,Kedah,Kuala Kedah,3295,YB Tuan Haji,Ahmad bin Kasim,1964,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P010-KUALAKEDAH.jpg
12,P012,Kedah,Jerai,3298,YB Tuan,Mohd Firdaus bin Jaafar,1974,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P012-JERAI.jpg
12,P013,Kedah,Sik,3300,YB Tuan,Che Uda bin Che Nik,1949,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P013-SIK.jpg
12,P014,Kedah,Merbok,3302,Y.B. Dato',Rashid bin Din,1947,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P014-MERBOK.jpg
12,P015,Kedah,Sungai Petani,3304,YB Dato',Johari bin Abdul,1956,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P015-SGPETANI.jpg
13,P015,Kedah,Sungai Petani,3304,YB Dato',Johari bin Abdul,1956,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P015.jpg
14,P015,Kedah,SUNGAI PETANI,3304,YB DATO',JOHARI BIN ABDUL,1955,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.015-Sungai Petani.png
15,,,,3304,YB Tan Sri Dato' (Dr.),Johari bin Abdul,1955,male,bumiputera,,,Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2022/ypdr.jpg
13,P016,Kedah,Baling,3305,YB Dato' Sri,Abdul Azeez Bin Abdul Rahim,1967,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P016.jpg
14,P016,Kedah,BALING,3305,YB DATUK SERI PANGLIMA,ABDUL AZEEZ BIN ABDUL RAHIM,1967,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.016-Baling.png
12,P016,Kedah,Baling,3306,YB Dato' Haji,Taib Azamudden bin Md Taib,1951,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P016-BALING.jpg
12,P017,Kedah,Padang Serai,3308,YB Tuan,Gobalakrishnan a/l Nagapan,1961,male,indian,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P017-PDGSERAI.jpg
12,P018,Kedah,Kulim-Bandar Baharu,3309,YB Dato',Zulkifli bin Noordin,1962,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P018-KULIM.jpg
13,P018,Kedah,Kulim Bandar Baharu,3310,YB Dato',Abd Aziz Bin Sheikh Fadzir,1963,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P018.jpg
12,P019,Kelantan,Tumpat,3311,Y.B. Dato' Haji,Kamarudin bin Jaffar,1952,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P019-TUMPAT.jpg
13,P019,Kelantan,Tumpat,3311,YB Dato',Kamarudin Jaffar,1952,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P019.jpg
14,P124,Kuala Lumpur,BANDAR TUN RAZAK,3311,YB DATO' HAJI,KAMARUDIN BIN JAFFAR,1952,male,bumiputera,BERSATU,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.124-BANDAR TUN RAZAK.png
12,P020,Kelantan,Pengkalan Chepa,3313,Y.B. Dato' Haji,Ab. Halim bin Ab. Rahman,1940,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P020-PKLNCHEPA.jpg
12,P021,Kelantan,Kota Bharu,3315,YB Dato' Haji,Wan Abd. Rahim bin Wan Abdullah,1952,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P021-KOTABHARU.jpg
12,P023,Kelantan,Rantau Panjang,3318,Y.B. Puan Hajah,Siti Zailah binti Mohd Yusoff,1964,female,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P023-RNTPJG.jpg
13,P023,Kelantan,Rantau Panjang,3318,YB Puan Hajah,Siti Zailah binti Mohd Yusoff,1964,female,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P023.jpg
14,P023,Kelantan,RANTAU PANJANG,3318,YB DATO' HAJAH,SITI ZAILAH BINTI MOHD YUSOFF,1964,female,bumiputera,PAS,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.023-RANTAU PANJANG.png
15,P023,Kelantan,Rantau Panjang,3318,YB Dato',Siti Zailah binti Mohd Yusoff,1963,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P023.jpg
12,P025,Kelantan,Bachok,3322,YB Tuan Haji,Nasharudin bin Mat Isa,1963,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P025-BACHOK.jpg
13,P026,Kelantan,Ketereh,3324,YB Tan Sri Datuk Seri Panglima Haji,Annuar Bin Musa,1957,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P026.jpg
14,P026,Kelantan,KETEREH,3324,YB TAN SRI DATUK SERI PANGLIMA HAJI,ANNUAR BIN HAJI MUSA,1956,male,bumiputera,BN - UMNO,Menteri Komunikasi dan Multimedia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.026-KETEREH.png
12,P026,Kelantan,Ketereh,3325,YB Tuan Haji,Ab Aziz bin Ab Kadir,1963,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P026-KETEREH.jpg
12,P027,Kelantan,Tanah Merah,3327,YB Tuan,Amran bin Ab Ghani,1974,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P027-TNHMERAH.jpg
12,P028,Kelantan,Pasir Puteh,3330,Y.B. Tuan,Muhammad bin Husain,1952,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P028-PSRPUTEH.jpg
12,P031,Kelantan,Kuala Krai,3333,YB Dr.,Mohd Hatta bin Md Ramli,1957,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P031-K.KRAI.jpg
13,P031,Kelantan,Kuala Krai,3333,YB Dr.,Mohd. Hatta Md. Ramli,1957,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P031.jpg
14,P074,Perak,LUMUT,3333,YB DATUK WIRA DR.,MOHD HATTA BIN MD RAMLI,1957,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.074-LUMUT.png
12,P033,Terengganu,Besut,3336,YB Dato' Seri Dr.,Abdullah bin Md Zin,1947,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P033-BESUT.jpg
12,P034,Terengganu,Setiu,3338,YB Dato',Mohd Jidin bin Shafee,1956,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P034-SETIU.jpg
12,P035,Terengganu,Kuala Nerus,3340,YB Dato',Mohd Nasir bin Ibrahim Fikri,1957,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P035-KNERUS.jpg
12,P036,Terengganu,Kuala Terengganu,3342,YB Tuan Haji,Mohd Abdul Wahid bin Haji Endut,1950,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P036-KTGANU2.jpg
12,P038,Terengganu,Hulu Terengganu,3345,YB Tuan Haji,Mohd Nor bin Othman,1953,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P038-HLTGANU.jpg
12,P039,Terengganu,Dungun,3346,YB Datuk,Matulidi bin Jusoh,1958,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P039-DUNGUN.jpg
12,P042,Pulau Pinang,Tasek Gelugor,3350,YB Tan Sri,Nor Mohamed Yakcop,1948,male,bumiputera,BN - UMNO,Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/nor mohamed yakcop.jpg
12,P046,Pulau Pinang,Batu Kawan,3354,YB Prof. Dr.,Ramasamy a/l Palanisamy,1950,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P046-BTKAWAN.jpg
12,P047,Pulau Pinang,Nibong Tebal,3355,YB Tuan,Tan Tee Beng,1972,male,chinese,KITA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P047-NIBGTEBAL.jpg
12,P048,Pulau Pinang,Bukit Bendera,3357,YB Tuan,Liew Chin Tong,1978,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P048-BKTBENDERA.jpg
13,P152,Johor,Kluang,3357,YB Tuan,Liew Chin Tong,1978,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P152.jpg
15,P162,Johor,Iskandar Puteri,3357,YB Tuan,Liew Chin Tong,1977,male,chinese,PH,"Timbalan Menteri Pelaburan, Perdagangan dan Industri",,https://www.parlimen.gov.my/images/webuser/ahli/2022/P162.jpg
12,P050,Pulau Pinang,Jelutong,3361,YB Tuan,Ooi Chuan Aun,1956,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P050-JELUTONG.jpg
13,P050,Pulau Pinang,Jelutong,3361,YB Tuan,Jeff Ooi Chuan Aun,1956,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P050.jpg
12,P052,Pulau Pinang,Bayan Baru,3364,Y.B. Dato' Seri,Zahrain Mohamed Hashim,1956,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P052-BYNBARU.jpg
12,P053,Pulau Pinang,Balik Pulau,3366,YB Tuan,Mohd Yusmadi bin Mohd Yusoff,1975,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P053-BALIKPULAU.jpg
12,P055,Perak,Lenggong,3369,YB Dato',Shamsul Anuar bin Nasarah,1968,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P055-LENGGONG.jpg
13,P055,Perak,Lenggong,3369,YB Dato' Dr.,Shamsul Anuar bin Haji Nasarah,1968,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P055.jpg
14,P055,Perak,LENGGONG,3369,YB DATUK SERI DR.,SHAMSUL ANUAR BIN HAJI NASARAH,1968,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.055-LENGGONG.png
15,P055,Perak,Lenggong,3369,YB Datuk Seri Dr.,Shamsul Anuar bin Haji Nasarah,1967,male,bumiputera,BN,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P055.png
12,P056,Perak,Larut,3371,YB Datuk,Hamzah Zainudin,1957,male,bumiputera,BN - UMNO,"Timbalan Menteri Perusahaan, Perladangan Dan Komoditi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P056-LARUT.jpg
