author_id,vol,nama,gelaran,parti,lantikan,negeri,kawasan,kod_kawasan,tahun_lahir,jantina,kumpulan_etnik,jawatan_kabinet,jawatan_parlimen,penggal,tempoh,tempoh_mula,tempoh_tamat
564,11,Rawisandran Narayanan,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2007-01-19,2010-01-18
565,14,Razali Bin Idris,YB Senator Datuk,BERSATU,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,27.08.2018 - 26.08.2021,2018-08-27,2021-08-26
566,11,Rhina Bhar,TIADA,BN - Gerakan,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2004-10-13,2007-10-12
567,13,Riduan bin Rahmat,TIADA,TIADA,,TIADA,,,,M,bumiputera,TIADA,TIADA,,,,
568,14,Rita Sarimah anak Patrick Insol,YB Senator Puan,PRS,Dilantik Yang di-Pertuan Agong,TIADA,,,,F,bumiputera,TIADA,Ahli Dewan Negara,,22.06.2020 - 21.06.2023,2020-06-22,2023-06-21
568,15,Rita Sarimah anak Patrick Insol,YB Senator Puan,PRS,Dilantik Yang di-Pertuan Agong,TIADA,,,,F,bumiputera,TIADA,Ahli Dewan Negara,,22.06.2020 - 21.06.2023,2020-06-22,2023-06-21
569,11,Rizuan Abdul Hamid,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2005-10-14,2008-10-13
570,14,Robert Lau Hui Yew,YB Senator Tuan,SUPP,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,chinese,TIADA,TIADA,,22.06.2020 - 21.06.2023,2020-06-22,2023-06-21
570,15,Robert Lau Hui Yew,YB Senator Tuan,SUPP,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,chinese,TIADA,Ahli Dewan Negara,,22.06.2020 - 21.06.2023,2020-06-22,2023-06-21
571,15,Roderick Wong Siew Lead,YB Senator Tuan,DAP,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,chinese,TIADA,Ahli Dewan Negara,,20.03.2023 - 19.03.2026,2023-03-20,2026-03-19
572,5,Rogayah Ariff,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1980-12-15,1983-12-14
572,5,Rogayah Ariff,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1981-04-13,1984-04-12
573,6,Rogayah Che Mat,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-02-18,1989-02-17
573,7,Rogayah Che Mat,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-02-18,1989-02-17
573,7,Rogayah Che Mat,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-03-27,1992-03-26
573,8,Rogayah Che Mat,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-02-18,1989-02-17
573,8,Rogayah Che Mat,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-03-27,1992-03-26
574,12,Rohani binti Abdullah,YB Senator Hajah,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,M,bumiputera,TIADA,TIADA,,26.01.2012 - 25.01.2015,2012-01-26,2015-01-25
575,6,Rokiah @ Maimun Zainuddin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-08-08,1986-08-07
575,7,Rokiah @ Maimun Zainuddin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-08-08,1986-08-07
575,7,Rokiah @ Maimun Zainuddin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-12-01,1989-11-30
576,14,Ros Suryati binti Alang,YB Senator Datin Hajah,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,26.09.2022 - 25.09.2025,2022-09-26,2025-09-25
576,15,Ros Suryati binti Alang,YB Senator Datin Hajah,UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,26.09.2022 - 25.09.2025,2022-09-26,2025-09-25
577,8,Rosalind Yau Shuk Meng,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Selangor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1991-08-05,1994-08-04
578,11,Roslan Awang Chik,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2004-12-06,2007-12-05
578,11,Roslan Awang Chik,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2007-12-13,2010-12-12
579,9,Rosli Mat Hassan,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1997-05-26,2000-05-25
579,10,Rosli Mat Hassan,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1997-05-26,2000-05-25
579,10,Rosli Mat Hassan,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2000-06-25,2000-06-24
580,12,Roslin binti Abdul Rahman,YB Senator Puan,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,M,bumiputera,TIADA,TIADA,,22.05.2012 - 21.05.2015,2012-05-22,2015-05-21
581,7,Rosnah Mohd. Salleh,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1987-02-23,1990-02-22
581,7,Rosnah Mohd. Salleh,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1990-02-20,1993-02-19
581,8,Rosnah Mohd. Salleh,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1987-02-23,1990-02-22
581,8,Rosnah Mohd. Salleh,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1990-02-20,1993-02-19
582,15,Rosni Binti Sohar,YB Senator Datuk,UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,09.01.2025 - 08.01.2028,2025-01-09,2028-01-08
583,12,S. Bagiam a/p Ayem Perumal,YB Senator Puan,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,F,indian,TIADA,TIADA,,22.08.2011 - 21.08.2014,2011-08-22,2014-08-21
584,6,S. Govindaraj,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1982-07-19,1985-07-18
585,5,S. I. Rajah,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1979-04-06,1982-04-05
586,1,S. O. K. Ubaidulla,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1965-09-10
586,3,S. O. K. Ubaidulla,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,1968-01-01
586,3,S. O. K. Ubaidulla,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1968-10-22,1974-10-21
586,4,S. O. K. Ubaidulla,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,1968-01-01
586,4,S. O. K. Ubaidulla,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1968-10-22,1971-10-21
586,4,S. O. K. Ubaidulla,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1975-01-06,1978-01-05
586,5,S. O. K. Ubaidulla,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,1968-01-01
586,5,S. O. K. Ubaidulla,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1968-10-22,1971-10-21
586,5,S. O. K. Ubaidulla,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1975-01-06,1978-01-05
586,5,S. O. K. Ubaidulla,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,1980-12-31
586,2,S. O. K. Ubaidullah,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,
586,2,S. O. K. Ubaidullah,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1968-10-22,
587,1,S. P. S. Nathan,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1959-09-11,1965-09-10
587,2,S. P. S. Nathan,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1959-09-11,1968-08-26
588,4,S. P. Seenivasagam,TIADA,BN - PPP,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1975-04-14,1975-07-04
589,2,S. T. Mani,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1967-08-28,
589,3,S. T. Mani,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1967-08-28,1973-08-27
590,13,SA. Vigneswaran,YB Senator Tan Sri Dato' Sri,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,indian,TIADA,Yang di-Pertua Dewan Negara,,23.06.2014 - 22.06.2017,2014-06-23,2017-06-22
591,8,Saad Man,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1991-07-24,1994-07-23
592,12,Saat bin Hj Abu,YB Senator Datuk Hj,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Melaka,,,,M,bumiputera,TIADA,TIADA,,15.11.2011 - 14.11.2014,2011-11-15,2014-11-14
593,10,Safinah Jusoh,TIADA,PAS,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1999-12-27,2002-12-26
593,11,Safinah Jusoh,TIADA,PAS,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1999-12-27,2002-12-26
594,3,Said Besar Sigoh Singkunan,TIADA,TIADA,Dipilih oleh Dewan Undangan Negeri,Sabah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
595,7,Saidin Mohamad,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-12-19,1992-12-18
595,8,Saidin Mohamad,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-12-19,1992-12-18
596,2,Saidon Kechut,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1964-05-18,1965-08-16
596,2,Saidon Kechut,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1965-10-18,
597,15,Saifuddin Nasution bin Ismail,YB Senator Datuk Seri,PKR,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,Menteri Dalam Negeri,Menteri Dalam Negeri,,03.12.2022 - 02.12.2025,2022-12-03,2025-12-02
598,12,Saiful Izham bin Ramli,YB Senator Tuan,PKR,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,M,bumiputera,TIADA,TIADA,,21.05.2011 - 20.05.2014,2011-05-21,2014-05-20
599,9,Sairin Karno,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Sabah,,,,,other,TIADA,Ahli Dewan Negara,,,1996-11-26,1999-11-25
600,8,Sak Cheng Lum,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1991-02-18,1994-02-17
600,8,Sak Cheng Lum,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1994-03-31,1997-03-30
601,7,Salbiah Mohd. Akim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-12-01,1989-11-30
601,7,Salbiah Mohd. Akim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-07-05,1992-07-04
601,8,Salbiah Mohd. Akim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-12-01,1989-11-30
601,8,Salbiah Mohd. Akim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-07-05,1992-07-04
602,15,Salehuddin bin Saidin,YB Senator Dato' Setia,PROFESIONAL,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,22.7.2024 - 21.7.2027,2024-07-22,2027-07-21
603,8,Salleh @ Hassan Ali,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1993-05-24,1996-05-23
603,9,Salleh @ Hassan Ali,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,Kedua,,1996-10-29,1999-10-28
604,4,Salleh Jafaruddin,TIADA,TIADA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1977-04-18,1980-04-17
604,5,Salleh Jafaruddin,TIADA,BN - PBB,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
605,6,Salleh Kassim,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-12-05,1985-03-03
606,4,Salmah Sheikh Hussein,TIADA,BN - PAS,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1975-01-06,1978-01-05
606,4,Salmah Sheikh Hussein,TIADA,BN - PAS,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1976-08-09,1979-08-08
606,5,Salmah Sheikh Hussein,TIADA,BN - PAS,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1975-01-06,1978-01-05
606,5,Salmah Sheikh Hussein,TIADA,BN - PAS,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1976-08-09,1979-08-08
607,5,Samad Idris,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1979-04-09,1982-04-08
608,13,Sambanthan A/L Manickam,YB. Senator Datuk,IPF,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,indian,TIADA,TIADA,,25.09.2017 - 24.09.2020,2017-09-25,2020-09-24
609,10,Samsiah Samsudin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
609,11,Samsiah Samsudin,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Negeri Sembilan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2006-12-14,2009-12-13
610,8,Sarasa Velu,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1992-12-16,1995-12-15
611,15,Saraswathy a/p Kandasami,YB Senator Puan,PKR,Dilantik Yang di-Pertuan Agong,TIADA,,,,F,indian,Timbalan Menteri Perpaduan,Ahli Dewan Negara,,10.12.2022 - 09.12.2025,2022-12-10,2025-12-09
612,10,Saravanan Murugan,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,2000-12-06,2003-12-05
612,11,Saravanan Murugan,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,2000-12-06,2003-12-05
613,8,Saravanan Veliaudayar,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1994-03-31,1997-03-30
614,4,Seah Teng Ngiab,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1975-01-06,1978-01-05
615,10,See Too Mee,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,chinese,TIADA,Ahli Dewan Negara,,,2000-04-24,2003-04-23
616,8,Selemiah Hashim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1993-04-19,1996-04-18
617,14,Seruandi bin Saad,YB Senator Tuan,UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,26.08.2021 - 25.08.2024,2021-08-26,2024-08-25
618,3,Shaari Jusoh,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-08-02,1977-08-01
619,6,Shaharom Maasom,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1982-12-17,1985-12-16
619,6,Shaharom Maasom,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-02-18,1989-02-17
619,7,Shaharom Maasom,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1982-12-17,1985-12-16
619,7,Shaharom Maasom,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-02-18,1989-02-17
620,8,Shahiruddin Ab. Moin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
621,14,Shamsuddin bin Hj. Abd Ghaffar,YB Senator Dato',UMNO,Dipilih oleh Dewan Undangan Negeri,Perak,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,20.12.2021 - 19.12.2024,2021-12-20,2024-12-19
621,15,Shamsuddin bin Hj. Abd Ghaffar,YB Senator Dato',UMNO,Dipilih oleh Dewan Undangan Negeri,Perak,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,20.12.2021 - 19.12.2024,2021-12-20,2024-12-19
622,11,Shamsudin Mehat,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2007-12-18,2010-12-17
623,11,Sharifah Azizah Syed Zain,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2004-03-09,2007-03-08
623,11,Sharifah Azizah Syed Zain,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2007-03-09,2010-03-08
624,11,Sharipah Aminah Syed Mohamed,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2004-12-13,2007-12-12
624,11,Sharipah Aminah Syed Mohamed,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2007-12-13,2010-12-12
625,1,Sheikh Abu Bakar Yahya,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1965-09-10
625,2,Sheikh Abu Bakar Yahya,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1965-09-10
625,2,Sheikh Abu Bakar Yahya,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1965-09-01,1968-09-01
626,6,Shuaib Lazim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1985-04-05,1988-04-04
626,7,Shuaib Lazim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1985-04-05,1988-04-04
626,7,Shuaib Lazim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1988-07-11,1991-07-10
626,8,Shuaib Lazim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1985-04-05,1988-04-04
626,8,Shuaib Lazim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1988-07-11,1991-07-10
627,7,Shuib Endut,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-12-19,1992-12-18
627,8,Shuib Endut,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-12-19,1992-12-18
627,8,Shuib Endut,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1992-12-16,1995-12-15
628,8,Shuib Shawal,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1991-12-16,1994-12-15
629,11,Sim Kheng Hui,TIADA,BN - SUPP,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,2007-12-18,2010-12-17
630,10,Sinniah Raju,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,2001-04-10,2004-04-09
630,11,Sinniah Raju,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,2001-04-10,2004-04-09
630,11,Sinniah Raju,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,2004-07-21,2004-12-08
631,13,Siti Aishah Binti Shaik Ismail,YB Senator Puan,PKR,Dipilih oleh Dewan Undangan Negeri,Pulau Pinang,,,,M,bumiputera,TIADA,TIADA,,02.06.2015 - 01.06.2018,2015-06-02,2018-06-01
632,4,Siti Fatimah Sheikh Hussein,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
633,9,Siti Hawa @ Karimah Mohd Nor,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1998-08-12,2001-08-11
633,10,Siti Hawa @ Karimah Mohd. Nor,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1998-08-12,2001-08-11
634,11,Siti Rokiah Mohd. Zabidin,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2006-05-08,2009-05-07
635,10,Siti Zailah Mohd Yusoff,TIADA,PAS,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2000-07-18,2003-07-17
635,10,Siti Zailah Mohd Yusoff,TIADA,PAS,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2003-07-01,2006-06-30
635,11,Siti Zailah Mohd Yusoff,TIADA,PAS,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2003-07-01,2006-06-30
636,7,Sivalingam Arumugam Kuruppiah,TIADA,BN - MIC,Dipilih oleh Dewan Undangan Negeri,Selangor,,,,,indian,TIADA,Ahli Dewan Negara,,,1986-12-15,1989-12-14
636,7,Sivalingam Arumugam Kuruppiah,TIADA,BN - MIC,Dipilih oleh Dewan Undangan Negeri,Appointed,,,,,indian,TIADA,Ahli Dewan Negara,,,1988-11-28,1991-11-27
637,15,Sivaraj a/l Chandran,YB Senator Dato',MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,indian,TIADA,Ahli Dewan Negara,,20.03.2023 - 19.03.2026,2023-03-20,2026-03-19
638,10,Siw Chun Eam,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,,
638,11,Siw Chun Eam,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,2005-12-20,2008-12-19
639,11,Soon Tian Szu,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Malacca,,,,,chinese,TIADA,Ahli Dewan Negara,,,2006-04-26,2009-04-25
640,8,Soong Siew Hoong,TIADA,BN - Gerakan,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,,
