vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar
15.0,P141,Johor,Sekijang,YB Dr.,Zaliha binti Mustafa,,female,bumiputera,PH,Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan),,https://www.parlimen.gov.my/images/webuser/ahli/2022/P141.jpg
15.0,P175,Sabah,Papar,YB Datuk,Armizan bin Mohd Ali,,male,bumiputera,GRS,Menteri Perdagangan Dalam Negeri dan Kos Sara Hidup,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P175.png
15.0,P119,Kuala Lumpur,Titiwangsa,YB Datuk Seri,Johari bin Abdul Ghani,,male,bumiputera,BN,Menteri Perladangan dan Komoditi,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P119.png
15.0,P106,Selangor,Damansara,YB Tuan,Gobind Singh Deo,,male,india,PH,Menteri Digital,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P106.png
15.0,P096,Selangor,Kuala Selangor,YB Datuk Seri Haji Dr.,Dzulkefly bin Ahmad,,male,bumiputera,PH,Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P096.png
15.0,P045,Pulau Pinang,Bukit Mertajam,YB Tuan,Sim Chee Keong,,male,,PH,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P045.jpg
15.0,P164,Johor,Pontian,YB Datuk Seri Haji,Ahmad bin Haji Maslan,,male,bumiputera,BN,Timbalan Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P164.png
15.0,P197,Sarawak,Kota Samarahan,YB Datuk Hajah,Rubiah binti Wang,,female,bumiputera,GPS,Timbalan Menteri Kemajuan Desa dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P197.jpg
15.0,P221,Sarawak,Limbang,YB Datuk Haji,Hasbi bin Haji Habibollah,,male,bumiputera,GPS,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P221.jpg
15.0,P172,Sabah,Kota Kinabalu,YB Datuk,Chan Foong Hin,,,,PH,Timbalan Menteri Perladangan dan Komoditi,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P172.jpg
15.0,P213,Sarawak,Mukah,YB Dato Hajjah,Hanifah Hajar Taib,,female,,GPS,Timbalan Menteri Ekonomi,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P213.jpg
15.0,P160,Johor,Johor Bahru,YB Tuan Haji,Akmal Nasrullah bin Mohd Nasir,,male,bumiputera,PH,Timbalan Menteri Peralihan Tenaga dan Transformasi Air,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P160.jpg
15.0,P135,Melaka,Alor Gajah,YB Tuan Haji,Adly bin Zahari,,male,bumiputera,PH,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P135.jpg
15.0,P079,Pahang,Lipis,YB Dato' Sri,Abdul Rahman bin Haji Mohamad,,male,bumiputera,BN,Timbalan Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P079.png
15.0,P055,Perak,Lenggong,YB Datuk Seri Dr.,Shamsul Anuar bin Haji Nasarah,,male,bumiputera,BN,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P055.png
15.0,P162,Johor,Iskandar Puteri,YB Tuan,Liew Chin Tong,,male,,PH,"Timbalan Menteri Pelaburan, Perdagangan dan Industri",,https://www.parlimen.gov.my/images/webuser/ahli/2022/P162.jpg
15.0,P188,Sabah,Lahad Datu,YB Dato',Mohammad Yusof bin Apdal,,male,bumiputera,WARISAN,"Timbalan Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2022/P188.png
15.0,P182,Sabah,Pensiangan,YB Datuk,Arthur Joseph Kurup,,,,BN,Timbalan Menteri Pertanian dan Keterjaminan Makanan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P182.png
15.0,P113,Selangor,Sepang,YB Datuk Hajah,Raj Munni binti Sabu,,female,bumiputera,PH,Timbalan Menteri Perumahan Dan Kerajaan Tempatan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/YB Sepang.png
15.0,P208,Sarawak,Sarikei,YB Dato' Sri,Huang Tiong Sii,,,,GPS,Timbalan Menteri Sumber Asli dan Kelestarian Alam,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P208.jpg
15.0,P176,Sabah,Kimanis,YB Datuk,Mohamad bin Alamin,,male,bumiputera,BN,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P176.png
15.0,P185,Sabah,Batu Sapi,YB Tuan,Khairul Firdaus bin Akbar Khan,,male,bumiputera,GRS,"Timbalan Menteri Pelancongan, Seni dan Budaya",,https://www.parlimen.gov.my/images/webuser/ahli/2022/P185.png
15.0,P163,Johor,Kulai,YB Puan,Teo Nie Ching,,female,,PH,Timbalan Menteri Komunikasi,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P163.png
15.0,P049,Pulau Pinang,Tanjong,YB Puan,Lim Hui Ying,,female,,PH,Timbalan Menteri Kewangan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P049.jpg
15.0,P137,Melaka,Hang Tuah Jaya,YB Tuan,Adam Adli bin Abd Halim,,male,bumiputera,PH,Timbalan Menteri Belia dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P137.jpg
15.0,P171,Sabah,Sepanggar,YB Datuk Ts.,Mustapha Sakmud,,,,PH,Timbalan Menteri Pendidikan Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P171.jpg
15.0,P218,Sarawak,Sibuti,YB Dato,Lukanisman bin Awang Sauni,,male,bumiputera,GPS,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P218.jpg
15.0,P216,Sarawak,Hulu Rajang,YB Datuk,Ugak anak Kumbong,,,bumiputera,GPS,Timbalan Menteri Digital,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P216.jpg
15.0,P065,Perak,Ipoh Barat,YB Tuan,M.Kulasegaran a/l V.Murugeson,,male,india,PH,Timbalan Menteri di Jabatan Perdana Menteri (Undang-undang dan Reformasi Institusi),,https://www.parlimen.gov.my/images/webuser/ahli/2022/P065.png
15.0,P147,Johor,Parit Sulong,YB Datuk Seri Dr.,Noraini binti Ahmad,,female,bumiputera,BN,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2022/P147.png
15.0,P107,Selangor,Sungai Buloh,YB Dato' Sri,Ramanan Ramakrishnan,,,,PH,Timbalan Menteri Pembangunan Usahawan dan Koperasi,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P107.jpg
15.0,P060,Perak,Taiping,YB Tuan,Wong Kah Woh,,male,,PH,Timbalan Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P060.jpg
15.0,P015,Kedah,Sungai Petani,YB Dr.,Mohammed Taufiq bin Johari,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P015.jpg
15.0,P043,Pulau Pinang,Bagan,YB Tuan,Lim Guan Eng,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P043.jpg
15.0,P046,Pulau Pinang,Batu Kawan,YB Tuan,Chow Kon Yeow,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P046.png
15.0,P048,Pulau Pinang,Bukit Bendera,YB Puan,Syerleena binti Abdul Rashid,,female,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P048.jpg
15.0,P050,Pulau Pinang,Jelutong,YB Tuan,Sanisvara Nethaji Rayer a/l Rajaji,,male,india,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P050.jpg
15.0,P051,Pulau Pinang,Bukit Gelugor,YB Tuan,Ramkarpal Singh a/l Karpal Singh,,male,india,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P051.png
15.0,P052,Pulau Pinang,Bayan Baru,YB Tuan,Sim Tze Tzin,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P052.jpg
15.0,P053,Pulau Pinang,Balik Pulau,YB Dato',Muhammad Bakhtiar bin Wan Chik,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P053.jpg
15.0,P062,Perak,Sungai Siput,YB Tuan,Kesavan a/l Subramaniam,,male,india,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P062.jpg
15.0,P064,Perak,Ipoh Timor,YB Tuan,Lee Chuan How,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P064.jpg
15.0,P066,Perak,Batu Gajah,YB Tuan,Sivakumar a/l Varatharaju Naidu,,male,india,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P066.png
15.0,P068,Perak,Beruas,YB Dato',Ngeh Koo Ham,,,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P068.jpg
15.0,P070,Perak,Kampar,YB Tuan,Chong Zhemin,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P070.jpg
15.0,P071,Perak,Gopeng,YB Tuan,Tan Kar Hing,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P071.jpg
15.0,P080,Pahang,Raub,YB Tuan,Chow Yu Hui,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P080.jpg
15.0,P089,Pahang,Bentong,YB Puan,Young Syefura binti Othman,,female,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P089.jpg
15.0,P097,Selangor,Selayang,YB Tuan,William Leong Jee Keen,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P097.png
15.0,P098,Selangor,Gombak,YAB Dato' Seri,Amirudin bin Shari,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P098.png
15.0,P099,Selangor,Ampang,YB Puan Hajah,Rodziah binti Ismail,,female,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P099.jpg
15.0,P101,Selangor,Hulu Langat,YB Tuan,Mohd Sany bin Hamzan,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P101.jpg
15.0,P102,Selangor,Bangi,YB Tuan,Syahredzan bin Johan,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P102.jpg
15.0,P103,Selangor,Puchong,YB Puan,Yeo Bee Yin,,female,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P103.png
15.0,P104,Selangor,Subang,YB Tuan,Wong Chen,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P104.jpg
15.0,P105,Selangor,Petaling Jaya,YB Tuan,Lee Chean Chung,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P105.jpg
15.0,P108,Selangor,Shah Alam,YB Tuan Haji,Azli bin Yusof,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P108.jpg
15.0,P110,Selangor,Klang,YB Tuan,Ganabatirau a/l Veraman,,male,india,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P110.jpg
15.0,P114,Kuala Lumpur,Kepong,YB Tuan,Lim Lip Eng,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P114.jpg
15.0,P115,Kuala Lumpur,Batu,YB Tuan,Prabakaran a/l M Parameswaran,,male,india,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P115.png
15.0,P116,Kuala Lumpur,Wangsa Maju,YB Tuan Ir. Ts.,Zahir bin Hassan,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P116.jpg
15.0,P120,Kuala Lumpur,Bukit Bintang,YB Tuan,Fong Kui Lun,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P120.png
15.0,P122,Kuala Lumpur,Seputeh,YB Puan,Teresa Kok Suh Sim,,female,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P122.jpg
15.0,P123,Kuala Lumpur,Cheras,YB Tuan,Tan Kok Wai,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P123.jpg
15.0,P124,Kuala Lumpur,Bandar Tun Razak,YB Dato' Seri Dr.,Wan Azizah binti Dr. Wan Ismail,,female,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P124.png
15.0,P130,Negeri Sembilan,Rasah,YB Tuan,Cha Kee Chin,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P130.jpg
15.0,P132,Negeri Sembilan,Port Dickson,YAB Dato' Seri,Aminuddin bin Harun,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/PD.png
15.0,P138,Melaka,Kota Melaka,YB Tuan,Khoo Poay Tiong,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P138.jpg
15.0,P140,Johor,Segamat,YB Tuan,Yuneswaran a/l Ramaraj,,male,india,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P140.jpg
15.0,P142,Johor,Labis,YB Tuan,Pang Hok Liong,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P142.jpg
15.0,P144,Johor,Ledang,YB Tuan,Syed Ibrahim bin Syed Noh,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P144.jpg
15.0,P145,Johor,Bakri,YB Tuan,Tan Hong Pin,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P145.jpg
15.0,P149,Johor,Sri Gading,YB Tuan Haji,Aminolhuda bin Hassan,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P149.jpg
15.0,P150,Johor,Batu Pahat,YB Tuan Haji,Onn bin Abu Bakar,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P150.jpg
15.0,P152,Johor,Kluang,YB Puan,Wong Shu Qi,,female,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P152.jpg
15.0,P158,Johor,Tebrau,YB Tuan,Jimmy Puah Wee Tse,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P158.jpg
15.0,P159,Johor,Pasir Gudang,YB Tuan,Hassan bin Abdul Karim,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P159.jpg
15.0,P161,Johor,Pulai,YB Tuan,Suhaizan bin Kaiat,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2023/P161.jpg
15.0,P170,Sabah,Tuaran,YB Datuk Seri Panglima,Madius bin Tangau,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P170.png
15.0,P186,Sabah,Sandakan,YB Puan,Vivian Wong Shir Yee,,female,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P186.png
15.0,P192,Sarawak,Mas Gading,YB Tuan,Mordi anak Bimol,,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P192.png
15.0,P195,Sarawak,Bandar Kuching,YB Dr.,Kelvin Yii Lee Wuen,,,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P195.png
15.0,P196,Sarawak,Stampin,YB Tuan Chong Chieng Jen,,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P196.png
15.0,P212,Sarawak,Sibu,YB Tuan,Oscar Ling Chai Yew,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P212.jpg
15.0,P219,Sarawak,Miri,YB Tuan,Chiew Choon Man,,male,,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P219.jpg
15.0,P072,Perak,Tapah,YB Datuk Seri,Saravanan a/l Murugan,,male,india,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P072.png
15.0,P084,Pahang,Paya Besar,YB Dato' Indera,Mohd Shahar bin Abdullah,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P084.png
15.0,P085,Pahang,Pekan,YB Dato' Sri,Sh Mohmed Puzi bin Sh Ali,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P085.png
15.0,P090,Pahang,Bera,YB Dato' Sri,Ismail Sabri bin Yaakob,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/YB Bera.jpg
15.0,P126,Negeri Sembilan,Jelebu,YB Datuk Seri,Jalaluddin bin Alias,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P126.jpg
15.0,P127,Negeri Sembilan,Jempol,YB Dato' Haji,Shamshulkahar bin Mohd Deli,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P127.jpg
15.0,P129,Negeri Sembilan,Kuala Pilah,YB Dato',Adnan bin Abu Hassan,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P129.jpg
15.0,P133,Negeri Sembilan,Tampin,YB Dato',Mohd Isam bin Mohd Isa,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P133.jpg
15.0,P148,Johor,Ayer Hitam,YB Datuk Seri Ir. Dr.,Wee Ka Siong,,,,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P148.png
15.0,P151,Johor,Simpang Renggam,YB Datuk Seri Utama Ir.,Hasni bin Mohammad,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P151.png
15.0,P153,Johor,Sembrong,YB Dato' Seri,Hishammuddin bin Datuk Hussein,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P153.png
15.0,P155,Johor,Tenggara,YB Tuan Haji,Manndzri bin Haji Nasib,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P155.jpg
15.0,P165,Johor,Tanjung Piai,YB Dato' Sri Dr.,Wee Jeck Seng,,,,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P165.png
15.0,P173,Sabah,Putatan,YB Datuk Ir.,Shahelmey bin Yahya,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P173.jpg
15.0,P177,Sabah,Beaufort,YB Datuk Hajah,Siti Aminah binti Aching,,female,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P177.jpg
15.0,P184,Sabah,Libaran,YB Datuk,Suhaimi bin Nasir,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P184.png
15.0,P187,Sabah,Kinabatangan,YB Datuk Seri Panglima,Moktar bin Radin,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P187.png
15.0,P191,Sabah,Kalabakan,YB Datuk,Andi Muhammad Suryady bin Bandy,,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P191.jpg
15.0,P198,Sarawak,Puncak Borneo,YB Datuk,Willie anak Mongin,,,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P198.jpg
15.0,P199,Sarawak,Serian,YB Dato' Sri Dr.,Richard Riot anak Jaem,,,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P199.jpg
15.0,P200,Sarawak,Batang Sadong,YB Puan,Rodiyah binti Sapiee,,female,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P200.jpg
15.0,P201,Sarawak,Batang Lupar,YB Tuan Mohamad Shafizan Haji,Kepli,,male,,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P201.jpg
15.0,P202,Sarawak,Sri Aman,YB Dato' Sri,Doris Sophia anak Brodi,,,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P202 Doris.jpg
15.0,P203,Sarawak,Lubok Antu,YB Tuan,Roy Angau anak Gingkoi,,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P203.jpg
15.0,P204,Sarawak,Betong,YB Dr.,Richard Rapu @ Aman anak Begri,,,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P204.jpg
15.0,P206,Sarawak,Tanjong Manis,YB Tuan Ir. Haji,Yusuf bin Abd Wahab,,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P206.jpg
15.0,P207,Sarawak,Igan,YB Tuan Haji,Ahmad Johnie bin Zawawi,,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P207.jpg
15.0,P214,Sarawak,Selangau,YB Tuan,Edwin anak Banta,,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P214.jpg
15.0,P220,Sarawak,Baram,YB Dato,Anyi Ngau,,,,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P220.jpg
15.0,P222,Sarawak,Lawas,YB Dato,Henry Sum Agong,,,,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P222.jpg
15.0,P178,Sabah,Sipitang,YB Datuk,Matbali bin Musah,,male,bumiputera,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P178.jpg
15.0,P179,Sabah,Ranau,YB Datuk,Jonathan bin Yasin,,male,bumiputera,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P179.png
15.0,P180,Sabah,Keningau,YB Datuk Seri Panglima Dr.,Jeffrey G. Kitingan,,,,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P180.png
15.0,P190,Sabah,Tawau,YB Tuan,Lo Su Fui,,male,,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P190.jpg
15.0,P169,Sabah,Kota Belud,YB Puan,Isnaraissah Munirah bt Majilis@Fakharudy,,female,,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P169.png
15.0,P189,Sabah,Semporna,YB Datuk Seri Panglima Haji,Mohd Shafie bin Apdal,,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P189.png
