vol,kod_kawasan,negeri,kawasan,uid,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,spr_name
13.0,P156,Johor,Kota Tinggi,3862.0,YB Datuk,Noor Ehsanuddin Mohd Harun Narrashid,1964.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P156.jpg,EHSANUDDIN
13.0,P220,Sarawak,Baram,3978.0,YB Tuan,Anyi Ngau,1959.0,male,bumiputera,BN - PDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P220.jpg,ANYI NGAU
13.0,P184,Sabah,Libaran,3226.0,YB Datuk,Juslie Bin Ajirol,1954.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P184.jpg,JUSLIE AJIROL
13.0,P034,Terengganu,Setiu,3678.0,YB Datuk,Che Mohamad Zulkifly Bin Jusoh,1960.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P034.jpg,CHE MOHAMAD ZULKIFLY BIN JUSOH
13.0,P054,Perak,Gerik,3717.0,YB Dato',Hasbullah Bin Osman,1957.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P054.jpg,HASBULLAH OSMAN
13.0,P178,Sabah,Sipitang,3563.0,YB Datuk,Sapawi bin Haji Ahmad Wasali,1955.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P178.jpg,SAPAWI BIN AMAT WASALI @ AHMAD
13.0,P202,Sarawak,Sri Aman,3607.0,YB Dato',Masir Kujat,1955.0,male,bumiputera,BN - PRS,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P202.jpg,MASIR KUJAT
13.0,P170,Sabah,Tuaran,3888.0,YB Datuk Seri Panglima,Madius Tangau,1958.0,male,bumiputera,BN - UPKO,"Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P170.jpg,PANGLIMA WILFRED MADIUS TANGAU
13.0,P170,Sabah,Tuaran,3888.0,YB Datuk Seri Panglima,Madius Tangau,1952.0,male,bumiputera,BN - UPKO,"Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P170.jpg,PANGLIMA WILFRED M. BUMBURING
13.0,P207,Sarawak,Igan,3613.0,YB Datuk Haji,Wahab bin Haji Dolah,1951.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P207.jpg,ABDUL WAHABDUL BIN DOLAH
13.0,P160,Johor,Johor Bahru,3522.0,YB Tan Sri,Shahrir Abdul Samad,1950.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P160.jpg,SHAHRIR ABDUL SAMAD
13.0,P154,Johor,Mersing,3512.0,YB Datuk Dr. Haji,Abd. Latiff Bin Ahmad,1959.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P154.jpg,ABDUL LATIFF
13.0,P095,Selangor,Tanjong Karang,2416.0,YB Tan Sri,Noh Bin Haji Omar,1958.0,male,bumiputera,BN - UMNO,"Menteri Kesejahteraan Bandar, Perumahan dan Kerajaan Tempatan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P095.jpg,NOH BIN OMAR
13.0,P133,Negeri Sembilan,Tampin,2778.0,YB Datuk Seri,Shaziman Abu Mansor,1964.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P133.jpg,SHAZIMAN BIN ABU MANSOR
13.0,P157,Johor,Pengerang,3518.0,YB Dato' Sri,Azalina binti Dato' Othman Said,1964.0,female,bumiputera,BN - UMNO,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P157.jpg,AZALINA OTHMAN SAID
13.0,P089,Pahang,Bentong,2721.0,YB Dato' Sri,Liow Tiong Lai,1962.0,male,chinese,BN - MCA,Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P089.jpg,LIOW TIONG LAI
13.0,P011,Kedah,Pendang,1676.0,YB Dato' Wira,Othman Bin Abdul,1951.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P011.jpg,OTHMAN BIN ABDUL
13.0,P139,Melaka,Jasin,3491.0,YB Datuk Seri Haji,Ahmad bin Hamzah,1949.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P139.jpg,AHMAD HAMZAH
13.0,P148,Johor,Ayer Hitam,3502.0,YB Datuk Seri Ir. Dr.,Wee Ka Siong,1969.0,male,chinese,BN - MCA,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/wee ka siong.jpg,WEE KA SIONG
13.0,P161,Johor,Pulai,3524.0,YB Datuk,Nur Jazlan bin Tan Sri Mohamed,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P161.jpg,NUR JAZLAN BIN MOHAMED
13.0,P209,Sarawak,Julau,2894.0,YB Datuk,Joseph Salang anak Gandum,1950.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P209.jpg,JOSEPH SALANG ANAK GANDUM
13.0,P180,Sabah,Keningau,7897.0,YB Tan Sri Datuk Seri Panglima,Joseph Pairin Kitingan,1948.0,male,bumiputera,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P180.jpg,JEFFREY KITINGAN
13.0,P180,Sabah,Keningau,7897.0,YB Tan Sri Datuk Seri Panglima,Joseph Pairin Kitingan,1941.0,male,bumiputera,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P180.jpg,JOSEPH PAIRIN KITINGAN
13.0,P213,Sarawak,Mukah,1644.0,YB Tan Sri Dr.,Muhammad Leo Michael Toyad Abdullah,1950.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P213.jpg,MUHAMMAD LEO MICHAEL TOYAD
13.0,P077,Perak,Tanjong Malim,3399.0,YB Dato' Seri,Ong Ka Chuan,1955.0,male,chinese,BN - MCA,Menteri Perdagangan Antarabangsa dan Industri II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P077.jpg,ONG KA CHUAN
13.0,P032,Kelantan,Gua Musang,872.0,YB,Tengku Razaleigh Hamzah,1937.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P032.jpg,TENGKU RAZALEIGH HAMZAH
13.0,P026,Kelantan,Ketereh,3324.0,YB Tan Sri Datuk Seri Panglima Haji,Annuar Bin Musa,1957.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P026.jpg,ANNUAR MUSA
13.0,P127,Negeri Sembilan,Jempol,3830.0,YB Tan Sri,Mohd Isa Bin Abdul Samad,1950.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P127.jpg,ISA BIN ABDUL SAMAD
13.0,P187,Sabah,Kinabatangan,2861.0,YB Dato' Sri,Bung Moktar bin Radin,1960.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P187.jpg,BUNG MOKTAR RADIN
13.0,P006,Kedah,Kubang Pasu,3290.0,YB Dato' Sri,Mohd Johari Bin Baharum,1954.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P006.jpg,MOHD JOHARI BIN BAHARUM
13.0,P217,Sarawak,Bintulu,3622.0,YB Dato' Seri,Tiong King Sing,1962.0,male,chinese,BN - PDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P217.jpg,TIONG KING SING
13.0,P130,Negeri Sembilan,Rasah,3835.0,YB Tuan,Teo Kok Seong,1980.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P130.jpg,TEO KOK SEONG
13.0,P205,Sarawak,Saratok,2254.0,YB Tan Sri,William Mawan Ikom,1950.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P205.jpg,WILLIAM MAWAN IKOM
13.0,P142,Johor,Labis,3493.0,YB Datuk,Chua Tee Yong,1978.0,male,chinese,BN - MCA,Timbalan Menteri Perdagangan Antarabangsa dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P142.jpg,CHUA TEE YONG
13.0,P173,Sabah,Putatan,3547.0,YB Datuk Dr.,Makin @ Marcus Mojigoh,1953.0,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P173.jpg,MARCUS MAKIN MOJIGOH
13.0,P036,Terengganu,Kuala Terengganu,3682.0,YB Dato',Raja Kamarul Bahrin Shah Bin Raja Ahmad,1955.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P036.jpg,RAJA BAHRIN
13.0,P050,Pulau Pinang,Jelutong,3361.0,YB Tuan,Jeff Ooi Chuan Aun,1956.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P050.jpg,OOI CHUAN AUN
13.0,P186,Sabah,Sandakan,3924.0,YB Tuan,Wong Tien Fatt @ Wong Nyuk Foh,1955.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P186.jpg,STEPHEN WONG TIEN FATT
13.0,P109,Selangor,Kapar,3798.0,YB Tuan,Manivannan A/L Gowindasamy,1976.0,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P109.jpg,MANIVANAN GOWIN
13.0,P219,Sarawak,Miri,3625.0,YB Dr.,Michael Teo Yu Keng,1948.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P219.jpg,MICHAEL TEO YU KENG
13.0,P196,Sarawak,Stampin,3945.0,YB Tuan,Julian Tan Kok Ping,1979.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P196.jpg,JULIAN TAN KOK PING
13.0,P108,Selangor,Shah Alam,3095.0,YB Tuan,Khalid bin Abd. Samad,1958.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P108.jpg,KHALID ABDUL SAMAD
13.0,P016,Kedah,Baling,3305.0,YB Dato' Sri,Abdul Azeez Bin Abdul Rahim,1967.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P016.jpg,AZEEZ RAHIM
13.0,P158,Johor,Tebrau,3866.0,YB Datuk,Khoo Soo Seang,1945.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P158.jpg,KHOO SOO SEANG
13.0,P055,Perak,Lenggong,3369.0,YB Dato' Dr.,Shamsul Anuar bin Haji Nasarah,1968.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P055.jpg,SHAMSUL ANUAR NASARAH
13.0,P147,Johor,Parit Sulong,3501.0,YB Dato' Dr.,Noraini binti Ahmad,1968.0,female,bumiputera,BN - UMNO,,Ahli Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2013/P147.jpg,NORAINI AHMAD
13.0,P024,Kelantan,Kubang Kerian,3665.0,YB Tuan,Ahmad Baihaki Bin Atiqullah,1974.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P024.jpg,BAIHAKI
13.0,P049,Pulau Pinang,Tanjong,3708.0,YB Tuan,Ng Wei Aik,1978.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P049.jpg,NG WEI AIK
13.0,P102,Selangor,Serdang,3783.0,YB Dr.,Ong Kian Ming,1976.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P102.jpg,ONG KIAN MING
13.0,P074,Perak,Lumut,3745.0,YB Laksamana Pertama Haji,Mohamad Imran Bin Abdul Hamid (B),1955.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P074.jpg,IMRAN ABDUL HAMID
13.0,P010,Kedah,Kuala Kedah,3409.0,YB Dr.,Azman Ismail,1961.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P010.jpg,AZMAN ISMAIL
13.0,P165,Johor,Tanjong Piai,3529.0,YB Dato' Sri,Wee Jeck Seng,1964.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P165.jpg,Wee Jeck SENG
13.0,P208,Sarawak,Sarikei,3962.0,YB Tuan,Wong Ling Biu,1959.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P208.jpg,WONG LING BIU
13.0,P018,Kedah,Kulim Bandar Baharu,3310.0,YB Dato',Abd Aziz Bin Sheikh Fadzir,1963.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P018.jpg,ABDUL AZIZ SHEIKH FADZIR
13.0,P118,WP Kuala Lumpur,Setiawangsa,3815.0,YB Dato',Ahmad Fauzi Bin Zahari,1964.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P118.jpg,AHMAD FAUZI ZAHARI
13.0,P119,WP Kuala Lumpur,Titiwangsa,3816.0,YB Datuk Seri,Johari bin Abdul Ghani,1964.0,male,bumiputera,BN - UMNO,Menteri Kewangan II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P119.jpg,JOHARI GHANI
13.0,P020,Kelantan,Pengkalan Chepa,3659.0,YB Dr.,Izani Bin Husin,1963.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P020.jpg,IZANI BIN HUSIN
13.0,P150,Johor,Batu Pahat,3857.0,YB Datuk,Mohd Idris Bin Jusi,1945.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P150.jpg,IDRIS JUSI
13.0,P212,Sarawak,Sibu,3969.0,YB Tuan,Oscar Ling Chai Yew,1978.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P212.jpg,OSCAR LING CHAI YEW
13.0,P025,Kelantan,Bachok,3667.0,YB Tuan,Ahmad Marzuk Shaary,1976.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P025.jpg,MARZUK SHAARY
13.0,P191,Sabah,Kalabakan,3238.0,YB Datuk Seri Panglima Haji,Abdul Ghapur bin Salleh,1943.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P191.jpg,ABDUL GHAPUR BIN SALLEH
13.0,P029,Kelantan,Machang,3673.0,YB Datuk,Ahmad Jazlan Bin Yaakub,1965.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P029.jpg,JAZLAN
13.0,P041,Pulau Pinang,Kepala Batas,3689.0,YB Dato' Sri,Reezal Merican Bin Naina Merican,1973.0,male,bumiputera,BN - UMNO,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P041.jpg,REEZAL MERICAN B NAINA MERICAN
13.0,P027,Kelantan,Tanah Merah,3670.0,YB Dato' Sri,Ikmal Hisham Bin Abdul Aziz,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P027.jpg,IKMAL HISHAM BIN ABDUL AZIZ
13.0,P104,Selangor,Kelana Jaya,3786.0,YB Tuan,Wong Chen,1969.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/wongchen.jpg,WONG CHEN
13.0,P070,Perak,Kampar,3740.0,YB Dr.,Ko Chung Sen,1969.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P070.jpg,KO CHUNG SEN
13.0,P045,Pulau Pinang,Bukit Mertajam,3699.0,YB Tuan,Sim Chee Keong,1983.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/STEVEN-SIM.jpg,SIM CHEE KEONG
13.0,P145,Johor,Bakri,3497.0,YB Tuan,Er Teck Hwa,1973.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P145.jpg,ER TECK HWA
13.0,P009,Kedah,Alor Setar,3294.0,YB Tuan,Gooi Hsiao-Leung,1973.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P009.jpg,GOOI HSIAO LEUNG
13.0,P062,Perak,Sungai Siput,3019.0,YB Dr.,Michael Jeyakumar Devaraj,1955.0,male,indian,PSM,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P062.jpg,MICHAEL JEYAKUMAR DEVARAJ
13.0,P087,Pahang,Kuala Krau,1613.0,YB Dato' Sri Haji,Ismail bin Mohamed Said,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P087.jpg,ISMAIL BIN MOHAMED SAID
13.0,P183,Sabah,Beluran,2857.0,YB Datuk Seri Dr.,Ronald Kiandee,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P183.jpg,RONALD KIANDEE
13.0,P080,Pahang,Raub,3754.0,YB Dato',Mohd Ariff Sabri Bin Abdul Aziz,1957.0,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P080.jpg,ARIFF SABRI BIN ABDUL AZIZ
13.0,P174,Sabah,Penampang,3898.0,YB,Ignatius Dorell Leiking,1972.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P174.jpg,DARELL LEIKING
13.0,P117,WP Kuala Lumpur,Segambut,3456.0,YB Tuan,Lim Lip Eng,1973.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P117.jpg,LIM LIP ENG
13.0,P023,Kelantan,Rantau Panjang,3318.0,YB Puan Hajah,Siti Zailah binti Mohd Yusoff,1964.0,female,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P023.jpg,KAK LAH
13.0,P163,Johor,Kulai,3434.0,YB Puan,Teo Nie Ching,1981.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P163.jpg,TEO NIE CHING
13.0,P137,Melaka,Bukit Katil,3142.0,YB Tuan,Shamsul Iskandar @ Yusre Bin Mohd Akin,1975.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P137.jpg,SHAMSUL ISKANDAR MOHD AKIN
13.0,P105,Selangor,Petaling Jaya Selatan,3440.0,YB Tuan,Hee Loy Sian,1971.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P105.jpg,HEE LOY SIAN
13.0,P071,Perak,Gopeng,3391.0,YB Dr.,Lee Boon Chye,1960.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P071.jpg,LEE BOON CHYE
13.0,P052,Pulau Pinang,Bayan Baru,3712.0,YB Tuan,Sim Tze Tzin,1976.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P052.jpg,SIM TZE TZIN
13.0,P028,Kelantan,Pasir Puteh,3672.0,YB Dato' Dr.,Nik Mazian Bin Nik Mohamad,1959.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P028.jpg,NIK MAZIAN
13.0,P022,Kelantan,Pasir Mas,3663.0,YB Tuan,Nik Mohamad Abduh Bin Nik Abdul Aziz,1970.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P022.jpg,NIK ABDUH
13.0,P112,Selangor,Kuala Langat,3451.0,YB Dato',Abdullah Sani bin Abdul Hamid,1962.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P112.jpg,ABDULLAH SANI
13.0,P116,WP Kuala Lumpur,Wangsa Maju,2447.0,YB Dato' Dr.,Tan Kee Kwong,1947.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P116.jpg,TAN KEE KWONG
13.0,P138,Melaka,Kota Melaka,3489.0,YB,Sim Tong Him,1949.0,male,chinese,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P138.jpg,SIM TONG HIM
13.0,P121,WP Kuala Lumpur,Lembah Pantai,3464.0,YB Puan,Nurul Izzah binti Anwar,1981.0,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P121.jpg,NURUL IZZAH ANWAR
13.0,P211,Sarawak,Lanang,3967.0,YB Puan,Alice Lau Kiong Yieng,1982.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P211.jpg,ALICE LAU KIONG YIENG
13.0,P122,WP Kuala Lumpur,Seputeh,2769.0,YB Puan,Teresa Kok Suh Sim,1964.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/TeresaKok.JPG,TERESA KOK
13.0,P065,Perak,Ipoh Barat,3383.0,YB Tuan,M. Kulasegaran,1958.0,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P065.jpg,M. KULA
13.0,P114,WP Kuala Lumpur,Kepong,1238.0,YB Dr.,Tan Seng Giaw,1943.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P114.jpg,TAN SENG GIAW
13.0,P120,WP Kuala Lumpur,Bukit Bintang,2128.0,YB Tuan,Fong Kui Lun,1947.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P120.jpg,FONG KUI LUN
13.0,P019,Kelantan,Tumpat,3311.0,YB Dato',Kamarudin Jaffar,1952.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P019.jpg,KAMARUDIN JAFFAR
13.0,P021,Kelantan,Kota Bharu,3661.0,YB Dato',Takiyuddin Bin Hassan,1962.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P021.jpg,TAKIYUDDIN
13.0,P106,Selangor,Petaling Jaya Utara,3441.0,YB Tuan,Tony Pua Kiam Wee,1973.0,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P106.jpg,TONY PUA
13.0,P124,WP Kuala Lumpur,Bandar Tun Razak,3467.0,YB Tan Sri Dato' Seri,Abd Khalid bin Ibrahim,1947.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P124.jpg,ABDUL KHALID IBRAHIM
13.0,P097,Selangor,Selayang,3427.0,YB Tuan,William Leong Jee Keen,1957.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P097.jpg,WILLIAM LEONG JEE KEEN
13.0,P068,Perak,Beruas,2081.0,YB Dato',Ngeh Koo Ham,1962.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P068.jpg,NGEH KOO HAM
13.0,P060,Perak,Taiping,3376.0,YB Tuan,Nga Kor Ming,1973.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P060.jpg,NGA KOR MING
13.0,P172,Sabah,Kota Kinabalu,3894.0,YB Tuan,Wong Sze Phin @ Jimmy,1950.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P172.jpg,WONG SZE PHIN @ JIMMY
13.0,P066,Perak,Batu Gajah,3733.0,YB Tuan,Sivakumar Varatharaju Naidu,1971.0,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P066.jpg,V. SIVAKUMAR
13.0,P059,Perak,Bukit Gantang,2922.0,YB Tuan,Idris Bin Haji Ahmad,1964.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P059.jpg,IDRIS AHMAD
13.0,P101,Selangor,Hulu Langat,3433.0,YB Dr.,Che Rosli Bin Che Mat,1952.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P101.jpg,CHE ROSLI CHE MAT
13.0,P035,Terengganu,Kuala Nerus,3680.0,YB Dato` Dr.,Mohd Khairuddin Bin Aman Razali,1974.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P035.jpg,KHAIRUDDIN TAKIRI
13.0,P039,Terengganu,Dungun,3686.0,YB Tuan Haji,Wan Hassan Bin Mohd Ramli,1958.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P039.jpg,WAN HASSAN MOHD RAMLI
13.0,P110,Selangor,Klang,3447.0,YB Tuan,Charles Anthony Santiago,1961.0,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P110.jpg,CHARLES SANTIAGO
13.0,P008,Kedah,Pokok Sena,2928.0,YB Dato' Haji,Mahfuz Haji Omar,1958.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P008.jpg,MAHFUZ OMAR
13.0,P064,Perak,Ipoh Timur,3730.0,YB Tuan,Su Keong Siong,1967.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P064.jpg,SU KEONG SIONG
13.0,P123,WP Kuala Lumpur,Cheras,1825.0,YB Tuan,Tan Kok Wai,1958.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P123.jpg,TAN KOK WAI
13.0,P098,Selangor,Gombak,3428.0,YB Dato' Seri,Mohamed Azmin bin Ali,1965.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P098.jpg,AZMIN ALI
13.0,P088,Pahang,Temerloh,3414.0,YB Tuan Haji,Nasrudin Bin Hassan,1971.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P088.jpg,NASRUDIN HASSAN TANTAWI
13.0,P031,Kelantan,Kuala Krai,3333.0,YB Dr.,Mohd. Hatta Md. Ramli,1957.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P031.jpg,HATTA RAMLI
13.0,P115,WP Kuala Lumpur,Batu,2789.0,YB Tuan,Chua Tian Chang @ Tian Chua,1964.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P115.jpg,TIAN CHUA
13.0,P083,Pahang,Kuantan,2716.0,YB Puan Hajah,Fuziah binti Salleh,1960.0,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P083.jpg,FUZIAH SALLEH
13.0,P107,Selangor,Subang,3443.0,YB Tuan,Sivarasa A/L K. Rasiah,1957.0,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P107.jpg,SIVARASA RASIAH
13.0,P099,Selangor,Ampang,3431.0,YB Puan,Zuraida binti Kamaruddin,1958.0,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P099.jpg,ZURAIDA KAMARUDDIN
13.0,P057,Perak,Parit Buntar,2990.0,YB Dato' Dr.,Mujahid bin Yusof Rawa,1965.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P057.jpg,MUJAHID YUSOF RAWA
