author_id,author,birth_year,sex,ethnicity
4388,AHMAD JOHNIE BIN HAJI ZAWAWI,1962.0,male,bumiputera
4390,HUANG TIONG SII,1969.0,male,chinese
4397,HANIFAH HAJAR TAIB,1972.0,female,bumiputera
4403,LUKANISMAN BIN AWANG SAUNI,1982.0,male,bumiputera
4409,RUSHDAN BIN RUSMI,1978.0,male,bumiputera
4413,ZAKRI BIN HASSAN,1965.0,male,bumiputera
4420,MOHD SUHAIMI BIN HAJI ABDULLAH,1976.0,male,bumiputera
4423,ABD GHANI BIN AHMAD,1970.0,male,bumiputera
4425,KU ABD RAHMAN BIN KU ISMAIL,1952.0,male,bumiputera
4432,NURUL AMIN BIN HAMID,1983.0,male,bumiputera
4434,AHMAD BIN SAAD @ YAHAYA,1975.0,male,bumiputera
4438,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,1981.0,male,bumiputera
4447,AHMAD FAKHRUDDIN BIN FAKHRURAZI,1971.0,male,bumiputera
4461,MOHD NAZRI BIN ABU HASSAN,1970.0,male,bumiputera
4463,MOHAMMED TAUFIQ BIN JOHARI,1996.0,male,bumiputera
4470,HASSAN BIN SAAD,1957.0,male,bumiputera
4471,AZMAN BIN NASRUDIN,1972.0,male,bumiputera
4478,ROSLAN BIN HASHIM,1967.0,male,bumiputera
4482,MUMTAZ BINTI MD NAWI,1972.0,female,bumiputera
4509,MOHD SYAHIR BIN CHE SULAIMAN,1983.0,male,bumiputera
4516,KHLIR BIN MOHD NOR,1958.0,male,bumiputera
4529,WAN AHMAD FAYHSAL BIN WAN AHMAD KAMAL,1987.0,male,bumiputera
4532,ZAHARI BIN KECHIK,1960.0,male,bumiputera
4539,MOHD AZIZI BIN ABU NAIM,1972.0,male,bumiputera
4549,ALIAS BIN RAZAK,1959.0,male,bumiputera
4568,AHMAD SAMSURI BIN MOKHTAR,1971.0,male,bumiputera
4572,SITI MASTURA BINTI MUHAMMAD,1989.0,female,bumiputera
4579,WAN SAIFULRUDDIN BIN WAN JAN,1975.0,male,bumiputera
4584,MUHAMMAD FAWWAZ BIN MOHAMAD JAN,1983.0,male,bumiputera
4593,FADHLINA BINTI SIDEK,1977.0,female,bumiputera
4596,SYERLEENA BINTI ABDUL RASHID,1980.0,female,bumiputera
4601,LIM HUI YING,1963.0,female,chinese
4620,FATHUL HUZIR BIN AYOB,1983.0,male,bumiputera
4630,MOHD MISBAHUL MUNIR BIN MASDUKI,1963.0,male,bumiputera
4643,AZAHARI BIN HASAN,1974.0,male,bumiputera
4657,LEE CHUAN HOW,1983.0,male,chinese
4663,ISKANDAR DZULKARNAIN BIN ABDUL KHALID,1976.0,male,bumiputera
4669,MUHAMMAD ISMI BIN MAT TAIB,1974.0,male,bumiputera
4674,CHONG ZHEMIN,1985.0,male,chinese
4678,TAN KAR HING,1982.0,male,chinese
4688,JAMALUDIN BIN YAHYA,1971.0,male,bumiputera
4691,NORDIN BIN AHMAD ISMAIL TLDM(BERSARA),1965.0,male,bumiputera
4706,RAMLI BIN DATO' MOHD NOR,1958.0,male,bumiputera
4713,CHOW YU HUI,1983.0,male,chinese
4719,KHAIRIL NIZAM BIN KHIRUDIN,1979.0,male,bumiputera
4725,WAN RAZALI BIN WAN NOR,1981.0,male,bumiputera
4731,SH MOHMED PUZI BIN SH ALI,1957.0,male,bumiputera
4741,KAMAL BIN ASHAARI,1970.0,male,bumiputera
4745,SALAMIAH BINTI MOHD NOR,1964.0,female,bumiputera
4749,YOUNG SYEFURA BINTI OTHMAN,1989.0,female,bumiputera
4756,ABDUL KHALIB BIN ABDULLAH,1959.0,male,bumiputera
4759,KALAM BIN SALAN,1965.0,male,bumiputera
4770,MOHD HASNIZAN BIN HARUN,1970.0,male,bumiputera
4773,ZULKAFPERI BIN HANAPI,1959.0,male,bumiputera
4785,AMIRUDIN BIN SHARI,1980.0,male,bumiputera
4789,RODZIAH BINTI ISMAIL,1964.0,female,bumiputera
4799,MOHD SANY BIN HAMZAN,1977.0,male,bumiputera
4810,SYAHREDZAN BIN JOHAN,1983.0,male,bumiputera
4821,LEE CHEAN CHUNG,1981.0,male,chinese
4827,RAMANAN RAMAKRISHNAN,1981.0,male,indian
4829,AZLI BIN YUSOF,1967.0,male,bumiputera
4836,HALIMAH ALI,1960.0,female,bumiputera
4844,GANABATIRAU A/L VERAMAN,1973.0,male,bumiputera
4856,AHMAD YUNUS BIN HAIRI,1965.0,male,bumiputera
4861,RAJ MUNNI BINTI SABU,1972.0,female,bumiputera
4876,ZAHIR BIN HASSAN,1959.0,male,bumiputera
4901,WAN AZIZAH BINTI DR. WAN ISMAIL,1952.0,female,bumiputera
4907,RADZI JIDIN,1977.0,male,bumiputera
4914,SHAMSHULKAHAR BIN MOHD DELI,1961.0,male,bumiputera
4922,ADNAN BIN ABU HASSAN,1970.0,male,bumiputera
4925,MOHAMAD BIN HAJI HASAN,1956.0,male,bumiputera
4933,AMINUDDIN BIN HARUN,1967.0,male,bumiputera
4934,MOHD ISAM BIN MOHD ISA,1969.0,male,bumiputera
4941,ADLY BIN ZAHARI,1971.0,male,bumiputera
4946,BAKRI BIN JAMALUDDIN,1965.0,male,bumiputera
4949,ADAM ADLI BIN ABD HALIM,1989.0,male,bumiputera
4959,ZULKIFLI BIN ISMAIL,1966.0,male,bumiputera
4962,YUNESWARAN A/L RAMARAJ,1986.0,male,indian
4967,ZALIHA BINTI MUSTAFA,1964.0,female,bumiputera
4978,TAN HONG PIN,1981.0,male,chinese
4986,AMINOLHUDA BIN HASSAN,1959.0,male,bumiputera
4997,HASNI BIN MOHAMMAD,1959.0,male,bumiputera
5004,MUHAMMAD ISLAHUDDIN BIN ABAS,1988.0,male,bumiputera
5007,MANNDZRI BIN HAJI NASIB,1980.0,male,bumiputera
5015,JIMMY PUAH WEE TSE,1976.0,male,chinese
5026,SUHAIZAN BIN KAIAT,1961.0,male,bumiputera
5038,SUHAILI BIN ABDUL RAHMAN,1961.0,male,bumiputera
5046,VERDON BIN BAHANDA,1973.0,male,bumiputera
5052,WETROM BIN BAHANDA,1970.0,male,bumiputera
5064,MUSTAPHA SAKMUD,1969.0,male,bumiputera
5070,SHAHELMEY BIN YAHYA,1973.0,male,bumiputera
5073,EWON BENEDICK,1983.0,male,bumiputera
5081,ARMIZAN BIN MOHD ALI,1976.0,male,bumiputera
5082,MOHAMAD BIN ALAMIN,1972.0,male,bumiputera
5091,SITI AMINAH BINTI ACHING,1962.0,female,bumiputera
5093,MATBALI BIN MUSAH,1969.0,male,bumiputera
5103,JEFFREY G. KITINGAN,1947.0,male,bumiputera
5106,RIDUAN BIN RUBIN,1987.0,male,bumiputera
5122,SUHAIMI BIN NASIR,1968.0,male,bumiputera
5127,KHAIRUL FIRDAUS BIN AKBAR KHAN,1983.0,male,bumiputera
5131,VIVIAN WONG SHIR YEE,1989.0,female,chinese
5137,MOHAMMAD YUSOF BIN APDAL,1960.0,male,bumiputera
5146,LO SU FUI,1981.0,male,chinese
5148,ANDI MUHAMMAD SURYADY BIN BANDY,1981.0,male,bumiputera
5153,MORDI ANAK BIMOL,1985.0,male,bumiputera
5169,RODIYAH BINTI SAPIEE,1978.0,female,bumiputera
5171,MOHAMAD SHAFIZAN HAJI KEPLI,1985.0,male,bumiputera
5173,DORIS SOPHIA ANAK BRODI,1960.0,female,bumiputera
5179,ROY ANGAU ANAK GINGKOI,1979.0,male,bumiputera
5183,RICHARD RAPU @ AMAN ANAK BEGRI,1964.0,male,bumiputera
5203,EDWIN ANAK BANTA,1965.0,male,bumiputera
5212,CHIEW CHOON MAN,1991.0,male,chinese
20614,ABDUL GHANI BIN MOHAMED YASSIN,,male,bumiputera
20617,ABDUL HALIM BIN ABD. SAMAD,,male,bumiputera
20618,ABDUL HALIM BIN HAJI SULEIMAN,,male,bumiputera
20622,ABDUL NASIR BIN HAJI IDRIS,,male,bumiputera
20623,ABDUL RAHMAN BIN MAT YASIN,,male,bumiputera
20625,ABDUL RAHMAN BIN BAKAR,1952.0,male,bumiputera
20627,ABDUL SHUKOR BIN P A MOHD SULTAN,1949.0,male,bumiputera
20632,ABIDULLAH BIN SALLEH,,male,bumiputera
20636,ABU ZAHAR UJANG,1944.0,male,bumiputera
20637,ABUN SUI ANYIT,,male,bumiputera
20642,AHAMAT @ AHAMAD BIN YUSOP,,male,bumiputera
20643,AHMAD AZAM BIN HAMZAH,,male,bumiputera
20651,AHMAD MASRIZAL MUHAMMAD,,male,bumiputera
20657,AHMAD BIN DATO' SRI HJ IBRAHIM,,male,bumiputera
20662,AJIS BIN SITIN,,male,bumiputera
20663,AKNAN A/L EHTOOK,,male,other
20670,AMIR HAMZAH AZIZAN,,male,bumiputera
20671,AMIR BIN MD GHAZALI,,male,bumiputera
20674,ANANTHAN A/L SOMASUNDARAM,,male,indian
20676,ANIFAH BIN AMAN @ HANIFF AMMAN,,male,bumiputera
20678,ANNA BELL @ SUZIEANA BINTI PERIAN,,female,bumiputera
20683,ARIFFIN BIN S.M. OMAR,,male,bumiputera
20684,ARMAN AZHA BIN ABU HANIFAH,,male,bumiputera
20686,AWANG BEMEE BIN AWANG ALI BASAH,,male,bumiputera
20687,AWANG BIN SARIYAN,,male,bumiputera
20692,AZHAR BIN AHMAD,,male,bumiputera
20693,AZIZ BIN ARIFFIN,,male,bumiputera
20695,AZIZAH BINTI HAJI HARUN,,female,bumiputera
20701,BAHARUDDIN BIN AHMAD,,male,bumiputera
20702,BAHARUDIN BIN HJ. ABU BAKAR,,male,bumiputera
20705,BALASUBRAMANIAM A/L NACHIAPPAN,,male,indian
20706,BASHIR BIN HAJI ALIAS,,male,bumiputera
20707,BATHMAVATHI KRISHNAN,,male,indian
20710,BOBBEY AH FANG BIN SUAN,,male,bumiputera
20711,BOON SOM A/L INONG,,male,indian
20719,CHAI KIM SEN,,male,chinese
20720,CHANDRA MOHAN A/L S. THAMBIRAJAH,,male,indian
20726,CHEW LEE GIOK,,female,chinese
20728,CHIEW LIAN KENG,,male,chinese
20729,CHIN SU PHIN,,male,chinese
20730,CHIW TIANG CHAI,,male,chinese
20742,DATUK ZAMANI BIN HJ. SULAIMAN,,male,bumiputera
20743,DAYANG MADINAH BINTI TUN ABANG HAJI OPENG,,female,bumiputera
20746,DOMINIC LAU HOE CHAI,,male,chinese
20751,EDWARD LINGGU BUKUT,,male,bumiputera
20754,ENGKU NAIMAH BINTI ENGKU TAIB,,female,bumiputera
20761,FAHARIYAH BINTI HJ. MD NORDIN,,female,bumiputera
20764,FIRDAUS BIN HAJI ABDULLAH,,male,bumiputera
20768,FUZIAH BINTI SALLEH,1959.0,female,bumiputera
20770,GAN PING SHOU @ GAN PING SIEU,,male,chinese
20785,HANAFI BIN HAJI MAMAT,,male,bumiputera
20798,HOH KHAI MUN,,male,chinese
20801,HUSAIN BIN AWANG,,male,bumiputera
20802,HUSSIN BIN ISMAIL,,male,bumiputera
20806,IBRAHIM SHAH BIN ABU SHAH,,male,bumiputera
20809,IDRIS JALA,1958.0,male,bumiputera
20814,ISA BIN AB. HAMID,,male,bumiputera
20815,ISAIAH A/L D.JACOB,,male,indian
20832,JAMILAH @ HALIMAH BINTI SULAIMAN,,female,bumiputera
20833,JASPAL SINGH A/L GURBAKHES SINGH,,male,indian
20834,JAZIRI ALKAF ABDILLAH SUFFIAN,,male,bumiputera
20836,JEFRIDIN BIN ATAN,,male,bumiputera
20840,JOHARI BIN MAT,,male,bumiputera
20841,JOHN AMBROSE,,male,bumiputera
20847,JUDIET BINTI FIDILIS @ NORAINI BINTI IDRIS,,female,bumiputera
20848,JUHANIS BINTI ABD AZIZ,,female,bumiputera
20856,KADZIM BIN M.YAHYA,,male,bumiputera
20864,KESAVADAS A/L A. ACHYUTHAN NAIR,,male,indian
20865,KHAIRIAH BINTI MOHAMED,,female,bumiputera
20867,KHAIRUDIN BIN E.S. ABD SAMAD,,male,bumiputera
20868,KHAIRUL AZWAN BIN HARUN,,male,bumiputera
20875,KOH NAI KWONG,1961.0,male,chinese
20876,KOH TSU KOON,,male,chinese
20887,LEE TIAN SING,,male,chinese
20891,LIHAN JOK,,male,chinese
20897,LIM NGET YOON,,male,chinese
20898,LIM PAY HEN,,male,chinese
20900,LINGESHWARAN A/L DATO' SERI R. ARUNASALAM,,male,indian
20905,LOW KIAN CHUAN,,male,chinese
20906,LUCAS BIN UMBUL,,male,bumiputera
20930,MAGLIN A/L DENNIS D'CRUZ,,male,indian
20939,MANOLAN BIN MOHAMAD,,male,bumiputera
20942,MARIANY BINTI MOHAMMAD YIT,,female,bumiputera
20945,MASHITAH BINTI IBRAHIM,,female,bumiputera
20951,MAZNAH BINTI MAZLAN,,female,bumiputera
20952,MD NASIR BIN HASHIM,,male,bumiputera
20954,MEGAT ZULKARNAIN BIN TAN SRI DATUK WIRA HAJI OMARDIN,,male,bumiputera
20955,MICHAEL MUJAH LIHAN,,male,bumiputera
20958,MOHAMAD ALI BIN HAJI MOHAMAD,,male,bumiputera
20959,MOHAMAD FATMI BIN HJ. CHE SALLEH,,male,bumiputera
20966,MOHAMED HANIFFA BIN ABDULLAH,,male,bumiputera
20973,MOHAN A/L THANGARASU,,male,bumiputera
20975,MOHD APANDI BIN MOHAMAD,,male,bumiputera
20980,MOHD HASBIE BIN MUDA,,male,bumiputera
20984,MOHD HISAMUDIN BIN YAHAYA,,male,bumiputera
20991,MOHD KHALID BIN AHMAD,,male,bumiputera
20993,MOHD NA'IM BIN MOKHTAR,1967.0,male,bumiputera
20999,MOHD NOR BIN HAJI MONUTTY,,male,bumiputera
21012,MUHAMAD YUSOF BIN HUSIN,,male,bumiputera
21013,MUHAMAD BIN MUSTAFA,,male,bumiputera
21018,MUHAMMAD OLIAN BIN ABDULLAH,,male,bumiputera
21019,MUHAMMAD ZAHID BIN MD ARIP,,male,bumiputera
21023,MUJAHID BIN YUSOF,,male,bumiputera
21026,MUSODDAK BIN AHMAD,,male,bumiputera
21027,MUSTAFA BIN MUSA,,male,bumiputera
21028,MUSTAPA KAMAL BIN MOHD YUSOFF,,male,bumiputera
21038,NALLAKARUPPAN A/L SOLAIMALAI,,male,indian
21043,NELSON W ANGANG,,male,bumiputera
21044,NELSON A/L RENGANATHAN,,male,indian
21045,NG CHIANG CHIN,,male,chinese
21062,NORLIZA BINTI ABDUL RAHIM,,female,bumiputera
21064,NUING ANAK JELUING,,male,bumiputera
21069,ONG CHONG SWEN,,female,chinese
21083,PAU CHIONG UNG,,female,chinese
21084,PAUL IGAI,1957.0,male,bumiputera
21085,PAUL LOW SENG KUAN,,male,chinese
21086,PELE PETER TINGGOM,,male,bumiputera
21095,RABIYAH BINTI ALI,,female,bumiputera
21098,RAHEMAH BINTI IDRIS,,female,bumiputera
21099,RAHIMAH BINTI HAJI MAHAMAD,,female,bumiputera
21104,RAJA ROPIAAH BINTI RAJA ABDULLAH,,female,bumiputera
21108,RAS ADIBA BINTI MOHD RADZI,,female,bumiputera
21110,RAZALI BIN IDRIS,,male,bumiputera
21117,RITA SARIMAH ANAK PATRICK INSOL,,female,bumiputera
21119,ROBERT LAU HUI YEW,,male,chinese
21120,RODERICK WONG SIEW LEAD,,male,chinese
21123,ROHANI BINTI ABDULLAH,,female,bumiputera
21127,ROS SURYATI BINTI ALANG,,female,bumiputera
21129,ROSLIN BINTI ABDUL RAHMAN,,female,bumiputera
21131,ROSNI BINTI SOHAR,,female,bumiputera
21136,S. BAGIAM A/P AYEM PERUMAL,,female,indian
21138,SA. VIGNESWARAN,,male,indian
21150,SAAT BIN HJ ABU,,male,bumiputera
21153,SAIFUL IZHAM BIN RAMLI,,male,bumiputera
21156,SALEHUDDIN BIN SAIDIN,,male,bumiputera
21158,SAMBANTHAN A/L MANICKAM,,male,indian
21160,SARASWATHY A/P KANDASAMI,,female,indian
21162,SERUANDI BIN SAAD,,male,bumiputera
21170,SHAMSUDDIN BIN HJ. ABD GHAFFAR,,male,bumiputera
21178,SITI AISHAH BINTI SHAIK ISMAIL,,female,bumiputera
21186,SOPIAH BINTI SHARIF,,female,bumiputera
21188,SUBRAMANIAM A/L VERUTHASALAM,,male,indian
21193,SUSAN CHEMERAI ANDING,,female,bumiputera
21196,SYED HUSIN ALI,,male,bumiputera
21197,SYED IBRAHIM BIN KADER,,male,bumiputera
21198,SYED SHAHIR BIN SYED MOHAMUD,,male,bumiputera
21219,TENGKU ZAFRUL BIN TENGKU ABDUL AZIZ,,male,bumiputera
21220,TEO ENG TEE @ TEO KOK CHEE,,male,chinese
21224,TI LIAN KER,,male,chinese
21229,VELL PAARI A/L TUN SAMY VELLU,,male,indian
21241,WAN MARTINA BINTI WAN YUSOFF,,female,bumiputera
21263,YAHAYA BIN MAT GHANI @ ABBAS,,male,bumiputera
21265,YONG WUI CHUNG,,male,chinese
21268,YUNUS BIN HAJI KURUS,,male,bumiputera
21272,ZAHARI BIN SARIP,,male,bumiputera
21277,ZAIEDI BIN HAJI SUHAILI,,male,bumiputera
21280,ZAITUN BINTI MAT AMIN,,female,bumiputera
21283,ZAMBRY BIN ABDUL KADIR,,male,bumiputera
21286,ZULKIFLI MOHAMAD AL-BAKRI,,male,bumiputera
21287,ZULKIFLI BIN HASAN,,male,bumiputera
21291,ZURAINAH BINTI MUSA,,female,bumiputera
9999990,MOHAMMAD NIZAR BIN JAMALUDDIN,1960.0,male,bumiputera
9999991,PANDIKAR AMIN HAJI MULIA,1955.0,male,bumiputera
9999992,ROOSME HAMZAH,,female,bumiputera
9999993,NIZAM MYDIN BIN BACHA MYDIN,1975.0,male,bumiputera
9999995,AZHAR AZIZAN HARUN,1962.0,male,bumiputera
10000000,MOHD ABDUL WAHID BIN HAJI ENDUT,1950.0,male,bumiputera
10000001,AZAHAR BIN HASAN,1970.0,male,bumiputera
10000002,AZMAN BIN ISMAIL,1961.0,male,bumiputera
10000003,RIDUAN BIN RAHMAT,,male,bumiputera
10000004,MOHD SUHAIMI BIN ABDULLAH,1980.0,male,bumiputera
